"city","gent","vuln","mean_11","mean_19"
"baca",1,1,49.7840046701693,49.7530647985989
"baca",0,1,70.7321131447587,70.7321131447587
"baca",0,1,68.7248322147651,68.8095637583893
"baca",0,1,71.8515562649641,71.8850758180367
"baca",0,1,75.5030165912519,75.5723981900452
"baca",0,1,78.780487804878,78.780487804878
"baca",0,1,51.1937600082649,51.6937858360453
"baca",0,1,60.6237745098039,61.0735294117647
"baca",0,1,74.726200505476,74.759898904802
"baca",0,1,77.307363927428,77.307363927428
"baca",0,1,69.4928741092637,69.4928741092637
"baca",0,1,66.644370122631,67.0992196209587
"baca",0,1,38.6790931989924,38.7561712846348
"baca",0,0,23.3702816057519,23.5064909127222
"baca",0,0,14.5891069803718,14.7168854803068
"baca",0,1,67.6163328197226,67.6163328197226
"baca",0,1,66.8578052550232,66.8578052550232
"baca",0,1,71.2869897959184,71.3392857142857
"baca",0,0,0.0026281208935611,0.0026281208935611
"baca",0,0,1.32989690721649,1.51546391752577
"baca",0,0,74.1633199464525,73.6760374832664
"baca",1,1,84.0277777777778,84.0277777777778
"baca",0,1,80.6851851851852,80.6851851851852
"baca",0,1,70,70
"baca",0,1,74.9839572192513,75.0935828877005
"baca",0,1,72.9078212290503,72.9078212290503
"baca",0,1,92.675572519084,93.1030534351145
"baca",0,1,90.1913265306122,90.2984693877551
"baca",0,1,74.2116402116402,74.3589065255732
"baca",0,1,27.6988235294118,28.1858823529412
"baca",0,0,73.625,73.625
"baca",0,0,4.10227272727273,4.10227272727273
"baca",0,0,52.8351648351648,52.8351648351648
"baca",0,0,65.8581488933602,65.8581488933602
"baca",0,0,53.1534988713318,53.5598194130925
"baca",0,0,29.6266666666667,29.6266666666667
"baca",0,0,67.8181818181818,68.0968899521531
"baca",0,1,80.0260869565217,80.0260869565217
"baca",0,1,76.9369085173502,76.9369085173502
"baca",1,1,71.3892617449664,71.3892617449664
"baca",1,1,68.3189300411523,68.4320987654321
"baca",0,1,67.7447183098592,67.7447183098592
"baca",0,1,75.2599206349206,75.2599206349206
"baca",0,1,69.4692028985507,69.554347826087
"baca",0,1,70.492084877063,70.505894240485
"baca",0,1,81.5529953917051,81.4041474654378
"baca",1,1,75.4344827586207,75.7471264367816
"baca",0,1,67.1227436823105,67.1227436823105
"baca",1,1,60.8373205741627,60.9792663476874
"baca",0,1,69.1034063260341,69.154501216545
"baca",1,1,70.8810020876827,70.8810020876827
"baca",0,0,48.7022144522144,48.780303030303
"baca",0,0,56.8396322778345,56.8396322778345
"baca",0,0,55.4110756123536,55.4664536741214
"baca",0,1,68.4948979591837,68.4948979591837
"baca",0,1,67.9281914893617,67.9281914893617
"baca",0,1,77.5854591836735,77.6466836734694
"baca",0,1,78.7665289256198,79.3760330578512
"baca",0,1,74.8485401459854,74.8485401459854
"baca",1,1,66.6593309859155,66.7746478873239
"baca",0,1,64.6656948493683,64.6656948493683
"baca",1,1,42.0541125541126,42.1782106782107
"baca",0,0,55.8435013262599,56.5862068965517
"baca",1,1,88.7511961722488,88.7511961722488
"baca",0,1,93.2598039215686,93.2598039215686
"baca",0,0,88.0503597122302,88.0503597122302
"baca",1,1,92.5318352059925,92.5318352059925
"baca",0,0,93.3699633699634,93.3699633699634
"baca",1,1,93.2782608695652,93.2782608695652
"baca",1,1,88.1109324758842,88.895498392283
"baca",0,0,91.7246376811594,91.7246376811594
"baca",0,0,90.4466019417476,90.4466019417476
"baca",1,1,96.2661870503597,96.2661870503597
"baca",1,1,94.1826923076923,94.1826923076923
"baca",1,1,96.3627450980392,96.3627450980392
"baca",0,1,95.2352941176471,95.2352941176471
"baca",1,1,93.7722772277228,93.7722772277228
"baca",1,1,89.0025,89.0025
"baca",0,1,92.8333333333333,92.8333333333333
"baca",0,0,86.478947368421,86.478947368421
"baca",0,0,42.5176093916756,43.0885805763074
"baca",0,0,68.733676975945,69.0498281786942
"baca",0,0,86.4577114427861,86.4577114427861
"baca",0,0,76.5445292620865,76.7531806615776
"baca",0,0,84.4754901960784,84.4754901960784
"baca",0,0,88.359375,88.5885416666667
"baca",0,0,74.2520593080725,74.9654036243822
"baca",0,0,73.1186440677966,73.2557781201849
"baca",0,0,67.2391857506361,67.2391857506361
"baca",0,0,90.4461538461538,90.4461538461538
"baca",0,0,84.6752411575563,84.6752411575563
"baca",0,0,82.2972972972973,82.4594594594595
"baca",0,0,79.8830845771144,79.6803482587065
"baca",0,0,76.6819571865443,76.6819571865443
"baca",0,0,73.80690399137,74.7508090614887
"baca",0,0,76.7578947368421,77.9657894736842
"baca",1,1,76.5479876160991,76.6934984520124
"baca",0,0,84.5371428571429,84.5371428571429
"baca",0,1,70.8543689320388,71.1844660194175
"baca",0,0,81.8901098901099,81.8901098901099
"baca",0,0,71.9507246376812,71.9507246376812
"baca",0,0,81.7312348668281,81.7312348668281
"baca",0,0,81.5471204188482,81.5471204188482
"baca",0,0,55.0277777777778,55.0277777777778
"baca",0,0,88.1452282157676,88.1452282157676
"baca",0,0,79.2848484848485,79.2848484848485
"baca",0,0,61.1425891181989,61.2176360225141
"baca",0,0,74.1631419939577,74.2839879154078
"baca",1,1,94.2266857962697,94.2266857962697
"baca",0,0,94.3486777668952,94.3937316356513
"baca",1,1,94.7407407407407,94.7407407407407
"baca",0,1,19.4074074074074,20.3796296296296
"baca",0,0,93.603700097371,93.5579357351509
"baca",0,0,86.9015957446808,86.9015957446808
"baca",0,0,83.9776357827476,83.9776357827476
"baca",0,0,71.6892655367232,71.8276836158192
"baca",0,0,57.171511627907,57.4084302325581
"baca",0,0,67,67.6070287539936
"baca",0,0,83.0077120822622,83.0077120822622
"baca",1,1,91.6710182767624,91.6710182767624
"baca",0,1,89.0657142857143,89.0657142857143
"baca",0,0,82.8150289017341,82.8150289017341
"baca",0,0,71.6475195822454,71.6475195822454
"baca",0,0,71.8115942028985,71.8115942028985
"baca",0,0,78.7729591836735,78.7729591836735
"baca",0,0,77.2072727272727,77.2072727272727
"baca",0,0,42.5859030837004,42.8428781204112
"baca",0,0,68.661921708185,68.8131672597865
"baca",0,0,69.6838432635534,69.7627482555019
"baca",0,0,74.8508196721312,74.9163934426229
"baca",0,0,92.0125,92.0125
"baca",0,1,78.3079365079365,78.8571428571429
"baca",0,1,83.1151079136691,83.1151079136691
"baca",1,1,85.4033149171271,85.4033149171271
"baca",0,1,78.5693641618497,78.5693641618497
"baca",0,1,74.5536105032823,74.5536105032823
"baca",0,1,63.2246777163904,63.3038674033149
"baca",0,1,67.9794180269695,68.555713271824
"baca",1,1,79.4587628865979,79.8268041237113
"baca",0,1,83.7985815602837,83.7985815602837
"baca",0,0,71.6671899529042,71.7299843014129
"baca",0,0,61.6903765690377,61.7629009762901
"baca",0,0,83.2435597189695,83.2435597189695
"baca",0,0,80.9472049689441,80.9472049689441
"baca",1,1,69.1499118165785,69.1499118165785
"baca",1,1,74.1223628691983,74.1924050632911
"baca",0,1,80.6816,80.6816
"baca",0,1,80.7172995780591,80.9184247538678
"baca",1,1,77.6007462686567,77.6007462686567
"baca",0,1,70.0132850241546,71.1557971014493
"baca",0,1,82.6681415929203,82.6681415929203
"baca",0,1,79.9308755760369,79.9308755760369
"baca",0,1,82.0486486486487,82.1594594594595
"baca",0,1,83.049043062201,83.5968899521531
"baca",0,1,78.6270207852194,78.743648960739
"baca",0,1,83.1941031941032,83.2972972972973
"baca",0,1,58.0549065420561,58.8913551401869
"baca",0,1,76.8203753351206,76.8203753351206
"baca",0,1,76.5516431924883,76.5516431924883
"baca",1,1,76.0678733031674,76.0678733031674
"baca",0,0,78.8498727735369,78.8498727735369
"baca",0,0,35.2235543018336,35.7644569816643
"baca",0,0,80.925,81.0275
"baca",0,0,72.4934445768772,72.7544696066746
"baca",0,0,68.6991017964072,68.7784431137725
"baca",0,0,61.1402042711235,61.4484679665738
"baca",0,0,43.5996691480562,44.7477253928867
"baca",0,0,50.6774193548387,51.0763027295285
"baca",0,0,62.744711889132,63.0474106491612
"baca",0,0,59.8760411562959,60.0999510044096
"baca",0,0,67.1603053435115,67.2540894220284
"baca",0,0,69.2748971193416,69.3827160493827
"baca",0,1,74.4550724637681,74.4550724637681
"baca",1,1,74.5537848605578,74.5537848605578
"baca",0,1,70.3505154639175,70.4690721649485
"baca",0,1,68.1754807692308,68.3942307692308
"baca",1,1,81.1068702290076,81.1068702290076
"baca",0,0,77.0715811965812,77.0715811965812
"baca",0,0,69.3087248322148,69.3087248322148
"baca",0,1,84.247311827957,85.2688172043011
"baca",0,1,63.0432098765432,63.0432098765432
"baca",0,1,83.1666666666667,83.1666666666667
"baca",0,1,81.0731707317073,81.0731707317073
"baca",0,0,15.1421319796954,15.3553299492386
"baca",0,0,70.8069105691057,70.8892276422764
"baca",0,0,60.8969641214351,61.6338546458142
"baca",0,0,45.9246231155779,47.9221105527638
"baca",0,0,78.0330097087379,78.0747572815534
"baca",1,1,71.2451093210587,71.2451093210587
"baca",0,1,71.4705414012739,71.5716560509554
"baca",1,1,71.2107208872458,71.2107208872458
"baca",0,0,74.7489270386266,74.8540772532189
"baca",0,0,71.4800664451827,71.4800664451827
"baca",0,0,77.058981233244,77.1930294906166
"baca",0,0,83.8161925601751,83.8161925601751
"baca",0,0,54.0747217806041,54.2066772655008
"baca",0,0,79.4187116564417,79.4187116564417
"baca",0,0,78.6354344122658,78.778534923339
"baca",0,0,80.9234693877551,80.9234693877551
"baca",0,0,77.9981096408318,78.9224952741021
"baca",0,0,79.4973404255319,79.4973404255319
"baca",0,0,58.4823825503356,58.4823825503356
"baca",0,0,22.0997577312242,22.6716545532279
"baca",0,0,16.8937865972674,17.2921275211451
"baca",0,1,54.6688963210702,54.6688963210702
"baca",0,0,73.535477105907,73.7036001398113
"baca",0,1,91.6367041198502,91.749063670412
"baca",0,1,82.9106029106029,82.9106029106029
"baca",0,0,71.5354767184035,71.7317073170732
"baca",0,0,77.4855570839065,77.6785878037597
"baca",0,0,12.1700440528634,12.6361233480176
"baca",0,0,49.7313432835821,50.8880597014925
"baca",0,0,85.5099715099715,85.5099715099715
"baca",0,0,93.8834951456311,94.6893203883495
"boma",0,0,77.5446685878963,77.5446685878963
"boma",1,1,72.6019261637239,73.0553772070626
"boma",0,0,14.42488797473,15.027767575112
"boma",0,0,62.2917525773196,62.7041237113402
"boma",0,0,64.9392,65.36
"boma",0,0,28.5090156270869,29.6360357953787
"boma",0,0,41.4994257823715,42.688486936549
"boma",0,0,56.2695945945946,56.4324324324324
"boma",0,0,32.531954887218,32.6511278195489
"boma",0,1,79.7757496740548,79.9465449804433
"boma",0,1,64.8498168498168,65.1184371184371
"boma",0,0,33.6346833378635,33.8192443598804
"boma",0,1,46.1855010660981,46.4682302771855
"boma",0,0,18.5702020969458,19.0433064883756
"boma",0,0,37.3116248778899,37.6245522631065
"boma",0,0,84.0057803468208,84.0057803468208
"boma",0,0,78.5426356589147,80.3100775193798
"boma",0,0,90.9066666666667,90.9066666666667
"boma",0,0,71.6666666666667,71.6666666666667
"boma",1,1,56.8587786259542,56.8587786259542
"boma",0,1,92.7890625,92.7890625
"boma",1,1,35.7820895522388,35.7940298507463
"boma",0,0,86.5533769063181,86.9019607843137
"boma",0,1,77.5104166666667,77.5104166666667
"boma",0,1,94.8306709265176,94.5271565495208
"boma",1,1,87.6368421052632,87.6368421052632
"boma",1,1,85.025641025641,85.2197802197802
"boma",0,1,84.1695501730104,84.3148788927336
"boma",0,1,77.0569343065693,77.2554744525548
"boma",1,1,81.7125603864734,82.1594202898551
"boma",1,1,81.704347826087,81.8231884057971
"boma",1,1,71.76171875,72.03125
"boma",0,1,77.1939393939394,77.2560606060606
"boma",0,1,80.626817447496,80.7124394184168
"boma",0,1,76.6135265700483,76.6135265700483
"boma",0,1,71.4859335038363,71.618925831202
"boma",1,1,77.8678756476684,78.0544041450777
"boma",1,1,72.8061088977424,73.0956175298805
"boma",0,0,63.3109954456734,63.5191932335719
"boma",0,1,66.8566878980892,66.8566878980892
"boma",1,1,80.4893617021277,80.6501182033097
"boma",0,1,79.6184895833333,79.73828125
"boma",0,0,40.3542555862415,40.641978408235
"boma",0,0,32.5200428396573,33.1175030599755
"boma",0,0,19.2896598181206,19.6015493432132
"boma",0,1,77.0517928286853,77.1195219123506
"boma",0,1,65.4932912391476,65.8279400157853
"boma",0,1,34.3651491365777,34.5054945054945
"boma",1,1,49.8790836653386,50.6762948207171
"boma",0,0,21.7775951150775,23.0028182245186
"boma",0,0,15.5077462730196,16.2146545844295
"boma",0,0,22.3572695960756,23.2585325122639
"boma",1,1,78.3193403298351,78.4497751124438
"boma",0,0,80.195945945946,80.195945945946
"boma",0,0,86.3488372093023,86.3488372093023
"boma",0,0,88.2477876106195,88.2477876106195
"boma",0,0,83.1483679525222,83.1483679525222
"boma",0,0,83.2301886792453,83.2301886792453
"boma",0,0,75.0964285714286,76.0571428571429
"boma",0,0,84.3991769547325,84.3991769547325
"boma",0,0,83.8363309352518,83.908273381295
"boma",0,0,67.6951612903226,67.6951612903226
"boma",1,1,82.0568181818182,82.0568181818182
"boma",1,1,46.5802816901408,46.7115492957746
"boma",0,0,77.1636904761905,77.4583333333333
"boma",0,0,28.7477604903347,29.040075436115
"boma",0,0,78.8808139534884,78.8808139534884
"boma",0,0,59.0587522713507,60.1326468806784
"boma",0,0,55.6856941508104,55.9901338971106
"boma",0,1,74.4862459546926,74.4862459546926
"boma",0,1,83.3651006711409,83.3651006711409
"boma",0,0,55.7259786476868,55.7259786476868
"boma",0,0,82.4013303769401,83.6574279379157
"boma",0,1,79.8964401294498,79.9336569579288
"boma",0,0,72.1453201970443,72.6149425287356
"boma",1,1,60.663143989432,60.8203434610304
"boma",0,1,82,82
"boma",0,1,84.5925,84.5925
"boma",0,1,88.4444444444444,88.4444444444444
"boma",0,1,78.3125758188435,79.1405175899717
"boma",0,1,88.9658344283837,89.1931668856767
"boma",0,1,86.3027888446215,86.3027888446215
"boma",0,0,81.7142857142857,81.7142857142857
"boma",1,1,87.2699805068226,87.3586744639376
"boma",1,1,85.9149214659686,85.9149214659686
"boma",0,0,84.6032482598608,84.7053364269142
"boma",0,0,17.0559742987767,17.8816260966267
"boma",0,0,11.6648557178482,12.0139828998931
"boma",0,0,10.3581165919283,10.9519282511211
"boma",0,0,8.21997514405152,8.52259631680036
"boma",0,0,15.3495268138801,15.6264984227129
"boma",0,0,17.1925108017283,17.607537205953
"boma",0,0,10.693059194458,11.4563701762956
"boma",0,0,5.50359712230216,5.90691083496839
"boma",0,0,13.6032505733373,14.0252268421577
"boma",0,0,10.4042553191489,10.4042553191489
"boma",0,1,7.90570208873304,8.09109620368959
"boma",0,0,45.7248603351955,46.3780260707635
"boma",0,0,79.1098169717138,79.1098169717138
"boma",0,0,73.6833046471601,73.7573149741824
"boma",0,0,65.349765258216,65.7171361502347
"boma",0,0,51.9918998527246,53.8681885125184
"boma",0,0,71.8681481481482,71.9362962962963
"boma",0,0,73.209375,73.4859375
"boma",0,0,79.2037470725995,79.2037470725995
"boma",0,0,57.1765557163531,57.726483357453
"boma",0,0,32.983058117092,34.7894059618271
"boma",0,0,39.0722206425931,39.3639465453512
"boma",1,1,54.322849213691,54.6017576318224
"boma",0,0,62.637713437268,62.9747587230883
"boma",0,0,36.9523707358936,37.2222698991633
"boma",0,0,55.3715188623346,55.9111198893936
"boma",0,0,37.0844198174707,38.0071707953064
"boma",0,0,38.2773048360804,38.7444303568194
"boma",0,0,66.6818652849741,66.7450777202072
"boma",0,0,24.3763417775869,24.4021039072563
"boma",0,1,41.6230448383733,41.6459854014599
"boma",0,1,80.0030333670374,80.4246713852376
"boma",0,1,65.7223065250379,65.7223065250379
"boma",0,1,41.3231197771588,41.6183844011142
"boma",0,1,80.6960841613092,80.9631794272355
"boma",0,0,45.3761840324763,45.6184032476319
"boma",0,0,30.5702280912365,30.641056422569
"boma",0,1,62.9453840732911,63.2797744890768
"boma",0,0,61.9839896148853,62.3284292514063
"boma",0,0,64.3545114789108,64.5120128136679
"boma",0,1,79.7754551584626,80.3324342548887
"boma",0,0,58.7869109947644,59.0523560209424
"boma",0,1,17.9151616707007,18.0086886365047
"boma",0,0,53.9659303631599,54.2391114439037
"boma",0,0,53.4966555183946,53.9344481605351
"boma",0,0,48.5673575129534,48.9440414507772
"boma",0,0,62.2262388302193,62.663688058489
"boma",0,0,86.7794676806084,87.3422053231939
"boma",0,0,84.8433734939759,86.855421686747
"boma",0,0,82.6794657762938,82.6594323873122
"boma",0,0,93.2676056338028,93.2676056338028
"boma",0,0,69.6401124648547,69.8453608247423
"boma",0,0,91.2241379310345,91.2241379310345
"boma",0,0,41.9579524680073,41.908592321755
"boma",0,1,88.9485714285714,88.9485714285714
"boma",0,0,88.9829351535836,88.9829351535836
"boma",0,0,89.5092936802974,89.1468401486989
"boma",0,0,72.1039215686275,72.4210784313725
"boma",1,1,54.1975890985325,54.5010482180294
"boma",0,1,91.2359550561798,91.2359550561798
"boma",1,1,41.4858974358974,41.6
"boma",0,1,91.2965517241379,91.2965517241379
"boma",1,1,93.0476190476191,93.0476190476191
"boma",0,1,92.4337748344371,92.4337748344371
"boma",0,1,71.2335195530726,71.4882681564246
"boma",0,0,26.0974005637332,26.5311619166928
"boma",0,0,38.6808806029353,39.1703689012297
"boma",0,0,37.4363970588235,37.8785539215686
"boma",1,1,37.6956935199022,37.9400896617307
"boma",0,1,27.3259932982288,27.5780277644806
"boma",0,1,44.3300340241262,44.5937210021652
"boma",0,1,45.0045562238017,45.5955895753599
"boma",0,1,26.4139825218477,26.7101123595506
"boma",0,0,20.9462972828982,21.2723494938732
"boma",1,1,38.4745340140093,40.7034310815624
"boma",0,0,34.5234952481521,35.0134635691658
"boma",0,0,39.07086391869,39.7963015245624
"boma",0,1,47.5530331934376,47.8500572300649
"boma",0,1,45.3416937149602,45.6804367069932
"boma",0,0,35.9149464535154,36.5395002328108
"boma",0,0,47.1225930680359,47.3453145057766
"boma",0,0,21.1965788384605,21.3003172851428
"boma",0,0,49.0843333881309,49.6754890678941
"boma",0,0,29.7867958812841,30.4748637189582
"boma",0,0,91.8333333333333,91.8333333333333
"boma",0,0,0,0
"boma",0,0,13.522247482949,13.8879506333225
"boma",0,0,9.11018426294821,9.48725929614874
"boma",0,0,17.4596724351051,17.8754635352287
"boma",0,0,23.3176763633129,23.8863090472378
"boma",0,0,22.8241671490974,24.1439924214515
"boma",0,0,18.2668191743787,18.7564209212852
"boma",0,0,23.3129005293954,24.1046716819913
"boma",0,0,10.1898028281219,10.8386775542721
"boma",0,0,42.9866803278689,43.4241803278689
"boma",0,1,90.7885572139303,90.7885572139303
"boma",0,1,86.2302737520129,86.4057971014493
"boma",0,0,71.0321361058601,72.640831758034
"boma",0,1,86.126582278481,86.126582278481
"boma",0,1,79.4688473520249,79.8831775700935
"boma",0,1,75.8937409024745,76.1630276564774
"boma",0,1,68.7845744680851,69.5265957446808
"boma",0,1,78.1514423076923,78.2692307692308
"boma",0,1,76.5668789808917,76.8428874734607
"boma",0,1,78.466819221968,78.466819221968
"boma",0,1,78.0437788018433,78.0437788018433
"boma",0,1,80.5423387096774,80.625
"boma",0,1,82.5396825396825,83.3746031746032
"boma",0,1,78.1884368308351,78.1884368308351
"boma",0,1,84.4880239520958,84.4880239520958
"boma",1,1,91.3517417162277,91.3517417162277
"boma",0,1,62.7160048134777,64.2677496991576
"boma",0,0,57.5243424734191,57.7168438724119
"boma",1,1,85.0147368421053,85.0147368421053
"boma",0,1,84.6433333333333,84.6433333333333
"boma",0,1,78.1346153846154,78.1346153846154
"boma",0,1,78.0824295010846,78.0824295010846
"boma",1,1,83.1623931623932,83.1623931623932
"boma",0,1,74.4347826086957,74.6987577639752
"boma",0,0,72.0801104972376,72.0801104972376
"boma",0,0,42.8578712555768,43.0286806883365
"boma",0,0,67.6822716807368,67.983115886416
"boma",0,0,65.9126984126984,66.1322751322751
"boma",1,1,67.6676136363636,67.7926136363636
"boma",0,0,39.1805143422354,39.931256181998
"boma",1,1,76.6857142857143,76.8596273291925
"boma",0,0,65.7413793103448,66.0127041742287
"boma",1,1,81.9419087136929,81.9419087136929
"boma",0,0,74.3794326241135,74.3794326241135
"boma",1,1,80.09726443769,80.4164133738602
"boma",0,0,35.4871351351351,36.8549189189189
"boma",0,0,69.1211924821776,69.199611147116
"boma",0,0,64.9007009345794,65.2760903426791
"boma",0,0,37.1989159891599,38.0991869918699
"boma",0,1,62.0034512510785,62.7540983606557
"boma",0,1,60.3442973088424,60.6407518154635
"boma",0,1,61.2014585232452,61.285323609845
"boma",1,1,62.5258620689655,62.5905172413793
"boma",0,1,64.3038605230386,64.412204234122
"boma",0,1,58.9704347826087,59.2295652173913
"boma",0,1,79.1570247933884,79.245867768595
"boma",0,1,81.1867145421903,81.1867145421903
"boma",0,1,80.1314398943197,80.3520475561427
"boma",1,1,74.8177496038035,75.0824088748019
"boma",1,1,74.3350383631713,74.9667519181586
"boma",0,1,66.9896193771626,67.8598615916955
"boma",0,1,75.2152230971129,75.3385826771653
"boma",1,1,74.9468085106383,74.9468085106383
"boma",1,1,77.4008683068017,77.4602026049204
"boma",1,1,73.4308342133052,73.6420274551214
"boma",0,1,58.3771730914588,58.416477702192
"boma",0,0,62.8794556059624,63.0589760207388
"boma",1,1,47.6322217003288,47.7449506810709
"boma",1,1,62.9928952042629,63.2433392539964
"boma",0,1,58.6875843454791,59.5688259109312
"boma",0,1,66.0872586872587,66.7258687258687
