"City","Site","gentrifying","vulnerable","mean_19"
"mela","H01-AST1",FALSE,FALSE,23.6354256233878
"mela","H01-BEA2",FALSE,FALSE,10.9378579610538
"mela","H01-BGC1",TRUE,TRUE,21.8379231210557
"mela","H01-CCH1",FALSE,FALSE,11.6091690544413
"mela","H01-DEB1",TRUE,TRUE,33.5327798454051
"mela","H01-DVG",TRUE,TRUE,25.6919553392499
"mela","H01-FIR1",FALSE,FALSE,19.7178899082569
"mela","H01-FLN1",FALSE,FALSE,2.88129290617849
"mela","H01-FRE1",FALSE,FALSE,12.0544100801833
"mela","H01-GSC1",FALSE,FALSE,16.0747930345418
"mela","H01-HFR1",FALSE,FALSE,0.0899942495687177
"mela","H01-HNP1",TRUE,TRUE,28.5475306879817
"mela","H01-LTC1",FALSE,FALSE,1.7079392376039
"mela","H01-OCC1",FALSE,FALSE,37.2099083619702
"mela","H01-OXY1",FALSE,FALSE,53.167240390132
"mela","H01-RHR1",FALSE,FALSE,4.12643348623853
"mela","H01-ROS1",FALSE,FALSE,23.1252507881915
"mela","H01-SPS1",TRUE,TRUE,31.4628146453089
