"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.29,0.16,0.56,0.16,0.22,NA,0.01,5.1,382,0.08,1.01
-0.37,0.09,0.51,0.09,0.22,NA,0.01,5.4,347,0.15,1
0.61,0.67,0.73,0.67,0.03,NA,0,3.8,675,0.05,1
0.32,0.46,0.58,0.46,0.07,NA,0,4.3,533,0.04,1.01
0.62,0.71,0.8,0.71,0.05,NA,0,3.7,749,0.05,1.01
0.87,0.96,1.05,0.96,0.05,NA,0,3.3,919,0.02,1
-0.14,0.48,1.03,0.49,0.29,NA,0.01,2.1,2215,-0.01,1
0.36,0.65,1.13,0.69,0.22,NA,0,1.9,2670,0.01,1
0.19,0.22,0.26,0.22,0.02,NA,0,4.9,420,0.12,1
