"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.27,0.17,0.55,0.16,0.21,NA,0.01,5.2,367,0.11,1
0.28,0.61,0.98,0.61,0.18,NA,0.01,5,394,0.05,1
0.62,0.69,0.75,0.69,0.03,NA,0,4.1,605,0.08,1
0.33,0.46,0.58,0.46,0.06,NA,0,4.4,524,0.06,1.01
0.62,0.71,0.79,0.71,0.05,NA,0,3.6,777,0.01,1
0.88,0.97,1.06,0.97,0.05,NA,0,2.9,1182,-0.02,1
0,0.59,1.12,0.58,0.28,NA,0.01,2.1,2314,-0.01,1
0.32,0.61,1.06,0.66,0.21,NA,0,2.1,2277,-0.02,1
0.19,0.22,0.25,0.22,0.02,NA,0,4.1,584,0.05,1.01
