"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.12,0.28,0.68,0.27,0.2,NA,0.01,5.3,356,0.05,1
-0.15,0.27,0.63,0.26,0.2,NA,0.01,5.1,380,0.07,1.02
0.61,0.67,0.73,0.67,0.03,NA,0,3.8,705,0.04,1
0.34,0.46,0.6,0.46,0.07,NA,0,4.6,471,0.09,1
0.65,0.74,0.83,0.74,0.05,NA,0,3.8,703,0.03,1.01
0.88,0.97,1.06,0.97,0.05,NA,0,3.2,986,0.03,1
-0.04,0.55,1.11,0.54,0.28,NA,0.01,2,2409,0,1
0.35,0.62,1.09,0.67,0.21,NA,0,2.1,2230,0,1
0.19,0.23,0.26,0.23,0.02,NA,0,4.8,439,0.06,1.01
