"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.39,0.09,0.46,0.08,0.22,NA,0.01,6.4,246,0.16,1.01
0.07,0.47,0.83,0.47,0.19,NA,0.01,4.8,433,0.02,1.01
0.6,0.66,0.73,0.66,0.03,NA,0,3.6,762,0.01,1
0.35,0.48,0.61,0.48,0.07,NA,0,4.3,531,0.06,1
0.63,0.72,0.81,0.72,0.05,NA,0,4,620,0.06,1
0.89,0.98,1.07,0.98,0.05,NA,0,3.1,1056,0.05,1
-0.03,0.54,1.12,0.54,0.29,NA,0.01,2,2570,-0.01,1
0.35,0.63,1.09,0.67,0.22,NA,0,2.1,2358,0.02,1
0.19,0.23,0.26,0.23,0.02,NA,0,4.7,462,0.07,1
