"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.11,0.29,0.66,0.28,0.2,NA,0.01,4.8,435,0.05,1.01
-0.13,0.29,0.66,0.29,0.2,NA,0.01,5,400,0.1,1.01
0.61,0.68,0.73,0.67,0.03,NA,0,3.5,800,0.04,1
0.31,0.45,0.58,0.45,0.07,NA,0,5,407,0.08,1.01
0.65,0.73,0.83,0.73,0.05,NA,0,3.8,691,0.04,1
0.88,0.97,1.06,0.97,0.05,NA,0,2.7,1361,-0.03,1.01
-0.05,0.54,1.13,0.54,0.29,NA,0.01,2.1,2279,0,1
0.34,0.62,1.08,0.66,0.22,NA,0,2.1,2340,-0.01,1
0.2,0.23,0.26,0.23,0.02,NA,0,4.1,583,0.05,1
