"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.02,0.34,0.7,0.33,0.19,NA,0.01,4.9,411,0.03,1.02
0.07,0.45,0.82,0.45,0.19,NA,0.01,5.1,386,0.11,1
0.61,0.68,0.74,0.68,0.03,NA,0,4.5,495,0.07,1
0.32,0.45,0.57,0.45,0.07,NA,0,4.4,515,0.04,1
0.64,0.73,0.82,0.73,0.05,NA,0,3.5,799,0.02,1
0.86,0.96,1.05,0.96,0.05,NA,0,3.1,1040,0.05,1
-0.01,0.58,1.05,0.57,0.27,NA,0.01,2.1,2333,0,1
0.35,0.6,1.05,0.64,0.2,NA,0,1.9,2788,0.03,1
0.19,0.22,0.25,0.22,0.02,NA,0,4.1,589,0,1
