"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.22,0.22,0.58,0.22,0.21,NA,0.01,5.4,346,0.1,1
0.2,0.56,0.89,0.55,0.18,NA,0.01,5,408,0.09,1
0.61,0.67,0.73,0.67,0.03,NA,0,3.8,707,0.04,1
0.3,0.43,0.57,0.43,0.07,NA,0,4.6,472,0.07,1
0.61,0.7,0.79,0.7,0.05,NA,0,3.4,869,0.03,1
0.87,0.97,1.06,0.97,0.05,NA,0,3.4,870,0.02,1
0,0.57,1.1,0.57,0.29,NA,0.01,2.1,2251,0,1
0.34,0.62,1.07,0.66,0.21,NA,0,2.1,2334,-0.01,1
0.19,0.22,0.25,0.22,0.02,NA,0,4.3,553,0.04,1.01
