"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.4,0.08,0.47,0.06,0.23,NA,0.01,6.1,265,0.17,1.01
0.3,0.63,0.99,0.63,0.18,NA,0.01,4.8,437,0.07,1.02
0.62,0.68,0.74,0.68,0.03,NA,0,3.7,721,0.05,1
0.33,0.46,0.59,0.45,0.07,NA,0,4.6,464,0.07,1.03
0.62,0.7,0.79,0.7,0.04,NA,0,3.2,1007,0.01,1.01
0.88,0.98,1.07,0.98,0.05,NA,0,3.6,761,0.03,1
-0.03,0.57,1.12,0.56,0.28,NA,0.01,2,2431,0.02,1
0.36,0.63,1.11,0.67,0.22,NA,0,2.2,2008,-0.01,1
0.19,0.22,0.25,0.22,0.02,NA,0,4.2,572,0.04,1
