"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.32,0.14,0.56,0.13,0.22,NA,0.01,5.6,317,0.13,1.01
0.29,0.65,1,0.65,0.18,NA,0.01,4.9,409,0.06,1
0.61,0.68,0.73,0.68,0.03,NA,0,3.7,720,0.01,1
0.32,0.46,0.59,0.46,0.07,NA,0,4.8,440,0.12,1
0.62,0.71,0.8,0.71,0.05,NA,0,3.5,797,0.04,1
0.88,0.98,1.06,0.98,0.05,NA,0,3,1106,0.02,1
0.03,0.59,1.15,0.59,0.28,NA,0.01,2.1,2275,0,1
0.36,0.62,1.07,0.67,0.22,NA,0,2,2501,0.01,1
0.19,0.22,0.25,0.22,0.02,NA,0,4.5,500,0.07,1
