"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.12,0.28,0.65,0.28,0.2,NA,0.01,5.2,367,0.1,1
0.11,0.47,0.84,0.47,0.19,NA,0.01,5,399,0.01,1
0.61,0.67,0.73,0.67,0.03,NA,0,3.7,720,0.05,1
0.34,0.47,0.61,0.47,0.07,NA,0,5.1,390,0.12,1
0.65,0.74,0.83,0.74,0.05,NA,0,3.6,783,0.04,1
0.87,0.96,1.05,0.96,0.05,NA,0,3.4,850,0.03,1
0.01,0.58,1.12,0.58,0.28,NA,0.01,2,2607,0,1
0.33,0.61,1.03,0.65,0.22,NA,0,2,2509,0,1
0.19,0.22,0.25,0.22,0.02,NA,0,4.5,496,0.06,1
