"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-0.457338,0.1430535,0.700379,0.143237136819667,0.29937311130611,NA,0.00576224365201828,1.9,2699,-0.0299727162541058,0.99999454091885
-0.448093,0.150632,0.690182,0.144834545703033,0.296472448259301,NA,0.00600429469226144,2,2438,0.00910933246922357,0.999891574796
-0.329536,0.237211,0.735549,0.2334479131097,0.270646807326383,NA,0.00559466302523157,2.1,2340,0.00956715991621455,1.00124469490508
-0.60631,-0.05341285,0.540812,-0.0584196779787333,0.294251237195346,NA,0.00612907949336873,2.1,2305,-0.0224375778343182,1.00088149357092
-0.759752,-0.133951,0.426746,-0.137500948093233,0.307413648431134,NA,0.00580299972025416,1.9,2806,-0.0242571778761942,1.00200309659039
-0.713952,-0.1185255,0.479429,-0.116872664864333,0.300705002418339,NA,0.00558661521874428,1.9,2897,0.00671541172220074,1.0012773827956
-0.693608,-0.116438,0.470237,-0.120923622633667,0.294012571026165,NA,0.00557221603394875,1.9,2784,-0.00808208400087625,1.0030826464749
-0.386445,0.1928185,0.750695,0.190297545786,0.293309669812621,NA,0.00597052655551111,2,2413,0.00286117211738319,0.999778692067064
-0.388538,0.1947045,0.773598,0.188489563316833,0.296496379755572,NA,0.00578402388759744,2,2628,-0.03282836560359,1.00142069957706
-0.3802,0.1842655,0.722942,0.18055125578541,0.28443482462985,NA,0.00603781071156686,2.1,2219,0.0136558229490972,0.999676149365432
-0.995534,-0.41054,0.21853,-0.414298568500333,0.310616876706649,NA,0.0063056938224955,2,2427,0.00985321733930941,1.00127065919147
-0.602873,-0.49431,-0.384037,-0.495873237,0.0567228881004983,NA,0.00385462284332655,6.8,217,0.233403326478174,1.02556319909065
-0.941911,-0.833721,-0.721199,-0.834577733333333,0.0572212940172149,NA,0.00344033262208395,6,277,0.236173725397494,1.01738301953128
1.11694,1.219975,1.32453,1.22050192666667,0.0532981914880163,NA,0.00338435081129407,6.3,248,0.267666241688824,1.02801388188198
-0.613255,-0.5088105,-0.395652,-0.509729055666667,0.055742495513225,NA,0.00381855027288504,6.9,213,0.278219423000689,1.02557387208173
-0.11862,-0.020396,0.079302,-0.0210446308378,0.0509486976690886,NA,0.00395882050499318,7.8,166,0.273247813151411,1.02897636453918
-0.13441,-0.02697205,0.07091,-0.0270616402126667,0.0526356759437748,NA,0.0039086240176547,7.4,181,0.280086314916107,1.02366325692945
0.754432,0.8623415,0.958295,0.862698716,0.0526325675827061,NA,0.00295614847297223,5.6,317,0.22847723890737,1.04187310467622
-0.431491,-0.3304795,-0.223672,-0.329720573666667,0.0539510728512589,NA,0.00369624853076023,6.9,213,0.232547885211979,1.02073264461554
-0.646225,-0.530342,-0.424987,-0.530699309,0.0566636506799993,NA,0.0033363336578682,5.9,288,0.245748737803147,1.02578459900766
0.206754,0.308417,0.405916,0.306681683666667,0.0519548267429206,NA,0.00359278400676076,6.9,209,0.234466462329026,1.0354487148325
0.0498443,0.149989,0.254389,0.14887662303,0.0520041951460724,NA,0.0038987154225717,7.5,178,0.282145276223985,1.02574377188781
0.583171,0.677907,0.78238,0.677298529,0.0517841818955431,NA,0.00343721599738596,6.6,227,0.258185570787725,1.02424303914851
-0.496121,-0.389167,-0.284081,-0.389490058666667,0.0548315995617861,NA,0.00383961966361961,7,204,0.255608123018683,1.0232047526199
-0.171027,-0.0647595,0.0278436,-0.0660473230183667,0.0511530253320357,NA,0.00333857798506986,6.5,235,0.238351987492437,1.02729506402532
-0.449552,-0.340932,-0.234807,-0.340608975333333,0.0545375847857006,NA,0.00396614280545856,7.3,189,0.257813542470836,1.01711664420753
-0.171645,-0.0686153,0.0283404,-0.0686769119391667,0.051824792449159,NA,0.0032373025612201,6.2,256,0.256801486119241,1.03168059701706
-0.283339,-0.1794635,-0.0765804,-0.18144836111,0.0538299566610873,NA,0.00310738913540911,5.8,300,0.260263183354671,1.03046902520875
-0.00715601,0.100963,0.195888,0.0997936712893333,0.0524282447055242,NA,0.00374548288761236,7.1,196,0.279000740234202,1.02293287249837
0.324815,0.421039,0.527352,0.420523701333333,0.0520550919071063,NA,0.00378155574299798,7.3,189,0.284331444687276,1.02858519751366
-0.123807,-0.01633675,0.0825734,-0.017876552644,0.052979342938675,NA,0.00356616278732772,6.7,221,0.252304222096596,1.01529385491881
0.0873693,0.189928,0.291428,0.190487500066667,0.0524387590745546,NA,0.00348590323607609,6.6,226,0.251879022685508,1.02331593262224
-0.0276211,0.07546315,0.176952,0.0754288608426667,0.0524676923749902,NA,0.00320361926957913,6.1,268,0.243114102719056,1.02111048239737
0.45188,0.553237,0.651669,0.553247472333333,0.0517612611724182,NA,0.00355320334168636,6.9,212,0.245229179722539,1.02348913887894
0.228739,0.3346565,0.440311,0.334691668,0.0541748526100892,NA,0.00340695482482963,6.3,253,0.259319132413799,1.03000656385328
-0.0808319,0.023613,0.128563,0.0223632568075333,0.054116960502006,NA,0.00324368604122558,6,278,0.246666926735534,1.02402394856973
0.0738141,0.179783,0.27794,0.1796726283,0.0521517161821596,NA,0.0035261933406505,6.8,219,0.294364751074141,1.03270243501684
-0.262074,-0.1573675,-0.0570454,-0.158658560513333,0.0527777155647628,NA,0.00385781154480111,7.3,187,0.255754180856543,1.02469583858127
0.0585714,0.1645145,0.262158,0.164637434063333,0.0529198418258629,NA,0.00382695588903869,7.2,191,0.261316486090367,1.01846097080376
0.38921,0.488663,0.588473,0.488319941666667,0.0513469621743401,NA,0.0035665448307863,6.9,207,0.247966855537388,1.02879716167607
-0.100051,0.00587858,0.102864,0.00539251651418,0.052439776979516,NA,0.00332260277939785,6.3,249,0.254004760844609,1.02840924466861
0.376142,0.4770395,0.578402,0.476837568666667,0.0525968705512525,NA,0.0035323051519404,6.7,222,0.245120204515669,1.02460135002974
0.387795,0.489466,0.592172,0.487900960666667,0.0528661503764459,NA,0.00487262913141355,9.2,118,0.296841195314398,1.03069300943362
0.0114292,0.10997,0.213059,0.110887535562667,0.0510955342430653,NA,0.00378638524047252,7.4,182,0.266888430445755,1.02044315688821
0.393468,0.5020635,0.600201,0.500738119,0.0530801494733597,NA,0.0043226508067395,8.1,151,0.256494401279177,1.02270280221864
-0.259545,-0.156107,-0.0579122,-0.155583445453333,0.0516332252765382,NA,0.00323484967971408,6.3,255,0.26265749993153,1.02675372930367
-0.218062,-0.1165395,-0.0216037,-0.118174028927667,0.0513191502459951,NA,0.00347725012016714,6.8,218,0.265997806087611,1.02055591730337
-0.314272,-0.2110085,-0.112566,-0.211695423133333,0.051916346037704,NA,0.00367928112763533,7.1,199,0.275927581283277,1.03227954994046
-0.0302548,0.0737699,0.170055,0.0723885029334,0.0518984202004171,NA,0.00368868489553792,7.1,198,0.27267325100928,1.02656157827863
0.208841,0.313272,0.40893,0.312021906,0.0519439528771284,NA,0.0035793436354079,6.9,211,0.253212119394487,1.02855564266485
0.268761,0.3693345,0.467026,0.369293393,0.0513492018557669,NA,0.00417491487224328,8.1,151,0.313415860702982,1.03340300538313
-0.376848,-0.287478,-0.181684,-0.287659731,0.0506352652909775,NA,0.00373214566562824,7.4,184,0.300612639436493,1.03314446105687
-0.565708,-0.4679775,-0.371577,-0.467199976333333,0.0501817467705482,NA,0.00402602230878606,8,155,0.286632156717003,1.02781290736302
-0.114529,-0.01456065,0.0910067,-0.0152742613122667,0.0532144286660726,NA,0.00373197425208722,7,203,0.241933678859864,1.02634976612856
-0.190652,-0.09376545,0.00818464,-0.0944213682239667,0.0507752274713854,NA,0.00410549525548429,8.1,153,0.261970139491437,1.03794254104443
-0.45746,-0.351306,-0.253162,-0.351129510666667,0.0524180131236311,NA,0.00354935853254769,6.8,218,0.295489299938541,1.02882646381616
0.305049,0.4132495,0.509645,0.412830207,0.0517722266307678,NA,0.00353361468296181,6.8,215,0.262045368796155,1.02411422015227
-0.225652,-0.126439,-0.0270078,-0.12668917207,0.0519502937713491,NA,0.00373335371940431,7.2,194,0.271273554010245,1.02629505910226
-0.110525,-0.00926283,0.0927188,-0.00998782881216667,0.0520508251351712,NA,0.00398805800599508,7.7,170,0.261051248552362,1.02229817309509
-0.143641,-0.0321216,0.0642603,-0.0328139031012333,0.0529194775589953,NA,0.00400308119934757,7.6,175,0.267050117178872,1.01927833788784
-0.323031,-0.2288495,-0.129358,-0.229015448866667,0.0508586115294589,NA,0.00413163888737559,8.1,152,0.300030400609711,1.02574088940849
-0.318582,-0.2116575,-0.111237,-0.211685351166667,0.0525563502618522,NA,0.00397963330297468,7.6,174,0.279528235723318,1.03014514720122
-0.46978,-0.371521,-0.267946,-0.371562991,0.0510595647548093,NA,0.00377596652436169,7.4,183,0.29155508514841,1.03512951485469
-0.07185,0.0308163,0.132826,0.0295866089561267,0.0523898633104918,NA,0.00319896081419514,6.1,268,0.244734908150421,1.02394250625692
-0.165411,-0.0680911,0.0347127,-0.0697347382704667,0.0518448553529112,NA,0.00295559686173041,5.7,308,0.260450635327428,1.02437338149882
-0.216551,-0.1105775,-0.00957553,-0.1102169016014,0.053159769097027,NA,0.00327978027184597,6.2,263,0.265781212907029,1.02200251463566
-0.130892,-0.0332067,0.073298,-0.0332020433447333,0.0526019305206612,NA,0.00388532489898204,7.4,183,0.275891771503456,1.02249090307411
-0.294719,-0.1895555,-0.0922271,-0.190005226733333,0.0517885622680404,NA,0.00354418784717098,6.8,214,0.237642491891962,1.02498128794389
-0.0843248,0.0184107,0.11811,0.0166286752876633,0.0525021318401563,NA,0.00277519014284676,5.3,358,0.221598264542684,1.0143884822383
-0.0588997,0.05477035,0.155604,0.0529513651093667,0.0558937132088699,NA,0.003208169438984,5.7,304,0.223781760485224,1.02281906429549
-0.153155,-0.0428145,0.0580275,-0.0437793142652667,0.0546407488133979,NA,0.00359236935632207,6.6,231,0.237929189467357,1.02459149734684
0.11752,0.2217735,0.322278,0.221358522733333,0.0524087254810427,NA,0.00352963396491044,6.7,220,0.254662748979765,1.02309749099907
0.0633449,0.166594,0.266854,0.167526098826667,0.0518960660681693,NA,0.00403675672554795,7.8,165,0.224148786010304,1.02802151606945
-0.112402,-0.01056075,0.0902671,-0.0111393351523,0.052914622034398,NA,0.00359773997806059,6.8,216,0.278484099074157,1.01437221485575
-0.135406,-0.0302247,0.0798385,-0.0304366125485,0.0544098563124943,NA,0.00401354334233648,7.4,184,0.248165031330029,1.02295978730418
-0.124917,-0.01463145,0.0793909,-0.0154538078422,0.0527004579031261,NA,0.00387391423686018,7.4,185,0.25505056889221,1.03072108495501
-0.136952,-0.03923935,0.0646509,-0.0392622921441833,0.05175371496556,NA,0.00401313476558995,7.8,166,0.272727952030822,1.02905489031486
-0.150302,-0.02985535,0.0692065,-0.029795401341,0.0550585751132999,NA,0.00355374926297503,6.5,240,0.248825499430603,1.02291003641023
-0.0391278,0.067379,0.162642,0.0666996778775333,0.051285659341088,NA,0.0039130463510462,7.6,172,0.279937017220433,1.03181375388118
-0.115471,-0.01371955,0.0878024,-0.0136186844191667,0.0523162818647123,NA,0.00365793763284962,7,205,0.258611664912018,1.02643856970614
-0.133893,-0.02652595,0.073239,-0.0268936909229133,0.0531036407220091,NA,0.00370258724208579,7,206,0.263863939101895,1.03071259852464
0.0348751,0.1305855,0.228283,0.130977283083333,0.0508527628797755,NA,0.00369336560044658,7.3,190,0.303258100084056,1.01675496408275
-0.0278971,0.06291405,0.170055,0.0644885546939333,0.0512617227332532,NA,0.00401927213569143,7.8,163,0.261920368606045,1.03487202076175
-0.0421229,0.05894845,0.159878,0.0594837670522667,0.0529795879224582,NA,0.0039512804706734,7.5,180,0.272088430335463,1.02410146547867
-0.115196,-0.0121536,0.0892522,-0.0135143850716387,0.0528055513584605,NA,0.00350957915482092,6.6,226,0.257045568324035,1.02484326833763
-0.200929,-0.09057255,0.0226684,-0.0915758937428667,0.0576650841126658,NA,0.00341457159947605,5.9,285,0.230649030849316,1.01907667961067
-0.121521,-0.0135177,0.0916113,-0.0130917148817,0.0542650716675043,NA,0.00413870274323345,7.6,172,0.27938237880573,1.01686323048717
-0.0251006,0.0808602,0.176483,0.0790801023101,0.051588479505956,NA,0.00423308912046112,8.2,149,0.297605455000034,1.02228353975411
-0.227459,-0.1187715,-0.00725955,-0.118800567074667,0.055303238615924,NA,0.0026010135744658,4.7,452,0.237393448433139,1.02319912799642
0.103432,0.188345,0.284726,0.187941515943333,0.0475767761189412,NA,0.00375028914019536,7.9,161,0.332961089384709,1.03356826200959
-0.2064,-0.1044725,-0.00119818,-0.105072238800333,0.0519829777491139,NA,0.0030387969118222,5.8,293,0.232538593011019,1.02773608993485
-0.079729,0.02315815,0.121486,0.0227620391143,0.0523260293879181,NA,0.00348957067562309,6.7,225,0.275168177517886,1.03244686914724
-0.253439,-0.145553,-0.0388736,-0.145903568899333,0.054751992912282,NA,0.00290108232607214,5.3,356,0.240487715803838,1.02045442360615
-0.0459197,0.05318815,0.153829,0.0537428588973333,0.0509571335880147,NA,0.00445090804696962,8.7,131,0.31218164878043,1.0257666982264
-0.195601,-0.0944145,0.0147605,-0.094982226194,0.0545116486874004,NA,0.00304373862968566,5.6,321,0.245946779977753,1.02489740292526
-0.210772,-0.105852,-0.00351645,-0.105923421333833,0.0531508501829134,NA,0.00440361336579853,8.3,146,0.2622810920016,1.01470219158246
-0.0057207,0.09377175,0.19031,0.0915834114502,0.0505679033560618,NA,0.00381608526213608,7.5,176,0.289537677081717,1.03319672416267
-0.0348867,0.06695115,0.161373,0.0664654436413667,0.0507959104200043,NA,0.00311972959801741,6.1,265,0.296513360424257,1.02491173568267
-0.398687,-0.2877555,-0.173163,-0.288085427533333,0.057879500789979,NA,0.00357857607027873,6.2,262,0.217504433824667,1.01959008137973
0.111206,0.211184,0.312252,0.209972424633333,0.0513938000532409,NA,0.00380547967609214,7.4,182,0.294178500552177,1.02535938312729
-0.258089,-0.1522735,-0.0438384,-0.152432004153,0.0551755091077951,NA,0.00308778884146196,5.6,319,0.259121016131136,1.02974240142697
0.123555,0.2255625,0.320826,0.225526127,0.0503097314089577,NA,0.00337630705409282,6.7,222,0.29265546953032,1.02018540145089
-0.155864,-0.05368055,0.0552861,-0.0538525922506333,0.052931648419943,NA,0.00390566927965615,7.4,184,0.260507353802934,1.01805793793402
-0.0300827,0.0754588,0.172274,0.0740128897893333,0.0518041077392243,NA,0.00332334485077662,6.4,243,0.274342093068806,1.02432518362678
-0.121629,-0.0170785,0.0853575,-0.0163857264484067,0.0536136998736308,NA,0.00363509014303966,6.8,218,0.245376704632363,1.02515836122107
-0.206195,-0.0988246,0.00065686,-0.0992057901953333,0.0527833779019056,NA,0.00332252784258055,6.3,252,0.258007938879164,1.03183333163075
-0.478142,-0.3674315,-0.259082,-0.368174391333333,0.0568306681457247,NA,0.00272983532058166,4.8,433,0.19407397074289,1.01927529867609
-0.550691,-0.427933,-0.323171,-0.428480028666667,0.056859783753071,NA,0.00267734503748168,4.7,451,0.190115138295345,1.01399304005314
-0.689792,-0.5729805,-0.46047,-0.573288578,0.0595611033817032,NA,0.00375621163460123,6.3,251,0.20009299739814,1.01809984679808
-0.333182,-0.219198,-0.110739,-0.2190090211,0.0563281675370372,NA,0.003651490655605,6.5,238,0.216276183780999,1.02225955430556
-0.79133,-0.6704365,-0.544545,-0.671968241333333,0.0633723101835001,NA,0.00378650673987711,6,280,0.221988332482716,1.01098075095451
0.150766,0.2558345,0.34804,0.254362309666667,0.0507568880209706,NA,0.00354859133142279,7,205,0.28331867672775,1.03004497952188
-0.0942871,0.0116056,0.121216,0.0101726982130067,0.0541352519632191,NA,0.00480612748989799,8.9,127,0.282872822480122,1.03691212219188
0.137285,0.2342945,0.337168,0.2345061434,0.0503725202291719,NA,0.00440423780407864,8.7,131,0.295844069930773,1.03185256576103
-0.21148,-0.111019,-0.0034985,-0.1111937115723,0.0540276973528516,NA,0.00383973239809922,7.1,198,0.253487358759364,1.02594876072839
-0.226984,0.0154891,0.241013,0.0140180546354733,0.121175744581305,NA,0.00402741729488911,3.3,905,0.0850267476516404,1.00065691426164
-1.40393,-1.128355,-0.852973,-1.129891125,0.141712748025672,NA,0.00419296149496992,3,1142,0.0419534801058983,1.00250842748056
-0.0106129,0.240385,0.468264,0.239021317873667,0.123764784170275,NA,0.00448163830344254,3.6,763,0.0862096098678582,1.00086310667537
0.267472,0.5050845,0.73577,0.506664260266667,0.12106607302788,NA,0.00481730264292349,4,632,0.115751357705904,1.00471465172877
-0.464846,-0.2366645,0.0280567,-0.237649408212333,0.126822025244185,NA,0.00485508669896905,3.8,682,0.0980902021531909,1.00135768043791
-0.0503334,0.2064475,0.421173,0.2032774448221,0.119671248238883,NA,0.00402657992715572,3.4,883,0.0813062957201653,1.002381561005
-0.96862,-0.712277,-0.468174,-0.713135248333333,0.129725728304085,NA,0.00421866462085384,3.3,946,0.0310971709348316,1.00174109659636
0.426234,0.6529855,0.898851,0.652727233,0.12040750267078,NA,0.00460636954226388,3.8,683,0.0507618746321235,1.00133334258992
-1.01689,-0.738857,-0.507043,-0.743128009666667,0.12934959901772,NA,0.00382903454791253,3,1141,0.0383457294910512,1.00168243448681
0.0360815,0.2863195,0.526412,0.283642669477033,0.124662983189118,NA,0.00359188940884624,2.9,1205,0.0397857304621744,1.00178488271673
0.343809,0.587086,0.813078,0.587388909666667,0.120294211464548,NA,0.00425504835272952,3.5,799,0.063749965220437,1.00069271508923
-0.300298,-0.06373905,0.178139,-0.0646676513127333,0.121967336034811,NA,0.00349149770276,2.9,1220,0.0740373199102857,1.00096662922979
-0.360967,-0.124027,0.116702,-0.122580180163133,0.121221518113417,NA,0.00419837392942282,3.5,834,0.0342899215208826,1.00222693883885
0.851901,1.09399,1.32733,1.09446878933333,0.123768425105716,NA,0.00458448643419492,3.7,729,0.0635957883647487,1.00519068665107
-0.13503,0.09546195,0.342663,0.0958660299663333,0.123792079012239,NA,0.0039711869657531,3.2,972,0.0658646185873008,1.0000712314236
-0.206979,0.0339644,0.274819,0.0351730691035667,0.123589597727994,NA,0.00417573494647056,3.4,876,0.0969623190694477,1.00422322699833
-0.225228,0.01057555,0.265368,0.010786595262,0.126359233416943,NA,0.00400425347320133,3.2,996,0.0561621463350839,1.00330758052666
-0.226497,-0.00577453,0.22551,-0.00543556724586667,0.114381854903233,NA,0.00457350945632805,4,625,0.0702330841778672,1.00303458032633
-0.507213,-0.2951595,-0.0878898,-0.29598455967,0.109282348724351,NA,0.00402220290753907,3.7,738,0.119056268922261,1.00203764833077
-0.402536,-0.1543575,0.0785411,-0.1541666960074,0.124642593433221,NA,0.00365633335465533,2.9,1162,0.0392526360246336,1.00166539473296
-0.357001,-0.140904,0.0934808,-0.140687391183867,0.114967245306325,NA,0.00421763846886238,3.7,743,0.0814540600731599,1.00176728754768
-0.31233,-0.0627115,0.159801,-0.0655893169793333,0.121363720805656,NA,0.00411653455794526,3.4,869,0.0919292796734364,1.00114521059573
-0.312523,-0.0683347,0.158135,-0.0727810716175667,0.119524489876648,NA,0.00453618085166968,3.8,694,0.0967971721001861,0.999913797832697
-0.206045,0.0206709,0.262108,0.0198569885995,0.120379285330726,NA,0.0043656700306286,3.6,760,0.0701158022659195,1.00051663156683
-0.157067,0.0700709,0.304041,0.0686175921457333,0.116623601058552,NA,0.00464388950647403,4,631,0.0845532236787949,1.00180857773591
-0.202978,0.0162745,0.233609,0.0129541712809,0.113029964459909,NA,0.00484193202950838,4.3,545,0.123171538389045,1.0042343624366
-0.232421,-0.01257815,0.207549,-0.0130150164026333,0.111766012916911,NA,0.00432653269293999,3.9,667,0.0921534720296341,1.00194045011631
-0.379582,-0.143671,0.0864005,-0.144128496483833,0.121092030995544,NA,0.00448917544265531,3.7,728,0.0933033955501107,1.00052899165547
-0.388771,-0.163975,0.071492,-0.163891174323667,0.119027551203863,NA,0.00396978332067029,3.3,899,0.0460809069764412,1.00016823616806
