"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.20","psrf"
-1.1244,-0.7274795,-0.286901,-0.725421402066667,0.217418964956673,NA,0.00713550680698214,3.3,928,0.0436223620225027,1.00081642015984
-2.15565,-1.71427,-1.27051,-1.71821185666667,0.229458236921413,NA,0.00620921889335194,2.7,1366,0.0117510217503802,1.00148880148018
-1.1252,-1.014185,-0.892201,-1.01350182266667,0.0618038402601342,NA,0.0111966298841782,18.1,30,0.809523449655071,1.09663560558641
-1.28952,-1.04695,-0.836216,-1.049624353,0.115023017349557,NA,0.00894185289600137,7.8,165,0.365356578468576,1.00783655451999
-1.3902,-1.16793,-0.908088,-1.16350817,0.119724527739106,NA,0.0194445947108716,16.2,38,0.770744629154838,1.01157831640574
-1.67503,-1.416925,-1.20035,-1.42449694666667,0.124792412382083,NA,0.0198177817584443,15.9,40,0.758383722583474,1.04603827390824
-1.68326,-1.14492,-0.540675,-1.14229357629333,0.289858453668311,NA,0.00619675373440772,2.1,2188,0.0155228283203058,1.00078713855657
0.373316,0.6464485,1.17575,0.697507403666667,0.232597196592291,NA,0.00461195930655396,2,2544,0.0154641827427794,1.00041946033316
2.99149e-19,5.76194e-05,0.0174462,0.00517027739582341,0.0326630961919258,NA,0.00080353682375426,2.5,1652,0.0211392496928203,1.06364947956271
3.72374e-19,6.080995e-05,0.0162581,0.00406385576546269,0.019500708501047,NA,0.000568754956565272,2.9,1176,0.0561076608741,1.05549011577619
5.52656e-19,5.08081e-05,0.0110717,0.00193171109807423,0.00536761029304329,NA,0.00034609729759136,6.4,241,0.227763581382324,1.06112459772104
3.49376e-19,6.14393e-05,0.0193026,0.00401327869844915,0.0156752540218926,NA,0.000792609412427405,5.1,391,0.107030724410907,1.04961735340688
4.35124e-19,6.04866e-05,0.0383756,0.00654899526968221,0.0234997278246093,NA,0.00152416356385663,6.5,238,0.163120543194203,1.06252112024326
3.1989e-19,6.05619e-05,0.0127441,0.00229991131653203,0.00697294313916969,NA,0.000370837464923988,5.3,354,0.147656823208093,1.05880693140258
1.4483e-12,0.03533385,0.27294,0.0723386916777276,0.0991582135611919,NA,0.00249608349747771,2.5,1578,-0.00719479771580165,1.0117770456953
1.40474e-19,0.0386981,0.305838,0.0801192786037084,0.108210249659427,NA,0.00240554479403629,2.2,2024,-0.0169214304240787,1.04297457086482
0.31696,0.367938,0.420251,0.367915923,0.0267119907166879,NA,0.00116142936600546,4.3,529,-0.00219340658296935,1.00508768296651
0.367739,0.534644,0.711664,0.536754653666667,0.0877852161445626,NA,0.00306969832482761,3.5,818,0.0139466643655703,1.00658390781091
0.0629097,0.176148,0.288604,0.17528292903,0.0579704026516776,NA,0.00246680585218474,4.3,552,0.0901212991311702,1.00604384744108
1.25469e-14,0.00637251,0.0307046,0.00957154484680285,0.0102654813056186,NA,0.000266820015486451,2.6,1480,0.0170740636502062,1.07154519113165
2.41649e-15,1.2491e-05,0.00441956,0.00128608963908878,0.00717578554231119,NA,0.000228944446913591,3.2,982,0.03278562141129,1.03336150227502
3.65232e-15,1.296695e-05,0.00462754,0.00218850921745707,0.0231935594957696,NA,0.000593806607237397,2.6,1526,0.00742555911951325,1.03801920250792
4.42713e-15,1.29125e-05,0.00274144,0.000530397819706408,0.00189816975098609,NA,9.06189064622126e-05,4.8,439,0.10395027324185,1.03867115670647
2.83447e-14,1.313755e-05,0.00447211,0.0010768437549168,0.00596307480824348,NA,0.000191800442179055,3.2,967,0.0265891932685023,1.03888858233245
2.38106e-19,1.42034e-05,0.00506932,0.00167759905115242,0.0108479580175544,NA,0.000338559325990714,3.1,1027,0.0482048377886401,1.04307403900311
1.83087e-16,1.33871e-05,0.00325908,0.000603819893897704,0.0020780026908975,NA,8.77390009045913e-05,4.2,561,0.0762687637784911,1.03924463588748
-19.9473,-9.535265,-3.46606,-10.76682022,5.55687954936953,NA,0.900325862425809,16.2,38,0.776604782063428,1.06520027493194
-5.36882,-2.49635,-0.538227,-2.69028916065667,1.39915499522142,NA,0.0416393609533502,3,1129,0.0645858768317052,1.0265660412228
-20.5174,-11.13185,-4.76234,-11.9239355766667,4.61562435204697,NA,0.672276751821872,14.6,47,0.736764815914784,1.04406496123892
0.00270506,0.7681005,2.93187,1.04355109716,0.955137259458306,NA,0.0312859676639419,3.3,932,0.0340371926167683,1.00870922061479
0.00652882,0.2968615,1.01425,0.38210313536,0.319258702258712,NA,0.0094366750265345,3,1145,0.0495758074691388,1.00533341257026
0.00299979,0.7423565,2.94456,1.02508036569333,0.971328180754284,NA,0.0334147211459915,3.4,845,0.00619668721660531,1.00228818591904
-1.19695,-0.634982,-0.133048,-0.629344433784,0.274121346703329,NA,0.00570597350807193,2.1,2308,-0.0149457384284551,1.00099258321879
-0.893751,-0.357184,0.170543,-0.357559436129333,0.270163441545218,NA,0.00559635011273384,2.1,2330,-0.0308469501146126,1.0000168687801
0.156128,0.741769,1.31468,0.751182639926667,0.294090363556328,NA,0.00612264450884944,2.1,2307,-0.0101316355706667,0.999747162832625
-0.145231,0.3635015,0.891115,0.3696198403428,0.265408238160538,NA,0.00501401753282289,1.9,2802,-0.0133731313756688,1.00015436808366
-1.06972,-0.5753375,-0.0543449,-0.581059562481,0.259476486381877,NA,0.00541332205029355,2.1,2298,0.00992608917220663,0.999522923885833
-0.673246,-0.102191,0.424458,-0.109783396487293,0.281194013741061,NA,0.00570487368998884,2,2430,0.0229971939197794,1.00013678449378
-0.649173,-0.1039295,0.458132,-0.110958401913967,0.283901113880792,NA,0.00568969162806444,2,2490,-0.00937302564090484,0.999985443559442
-0.593553,-0.06222575,0.479116,-0.0608487444597,0.277886432195102,NA,0.00574496595237246,2.1,2340,0.0109297125587948,1.00040308844738
-0.400959,0.166844,0.762514,0.166261228493,0.298841987615839,NA,0.00580764034332986,1.9,2648,0.00507174516623672,0.999667366216519
-0.544001,0.0234936,0.506627,0.0211017788882667,0.271477085551277,NA,0.00544584560967917,2,2485,0.00593544166834627,0.999996432679769
-0.524055,0.073063,0.637181,0.0704379983583333,0.298069544660314,NA,0.00555265331399068,1.9,2882,0.0558163559129632,1.00060787307602
-0.532696,0.04718125,0.555583,0.0457766695582667,0.279240044444261,NA,0.00571908721697769,2,2384,-0.038956892584157,0.999731433220921
-0.523423,0.02863115,0.574556,0.0315423490668,0.277627782286353,NA,0.00494116376964936,1.8,3157,0.0194462792534753,1.00001392374011
-0.472298,0.04358,0.62164,0.0385859517044667,0.276533866964598,NA,0.00566803813373278,2,2380,0.00145752984341437,1.00019014862298
-0.492387,0.0424229,0.610902,0.0373751680436667,0.277825217416127,NA,0.00572198868936208,2.1,2357,-0.00332408536804196,0.999580083490337
-0.864001,-0.280294,0.294258,-0.280669533085,0.29580491247617,NA,0.00577214020251755,2,2626,-0.015126610688717,1.00061983139224
-0.387706,0.1675675,0.694945,0.167636736186667,0.274142324703412,NA,0.00538522882601438,2,2591,0.010811355992502,1.00022912139928
0.165975,0.6590315,1.1464,0.658926152881,0.252277288277001,NA,0.00537057739485327,2.1,2207,0.0016507428638243,1.00106713211579
-0.828848,-0.220696,0.316651,-0.222529089372,0.296408202368534,NA,0.00589266650734955,2,2530,-0.000466403599460966,0.999800394959597
-1.08584,-0.5206615,0.0746937,-0.528289395033333,0.295446693656407,NA,0.00576855104001722,2,2623,0.00525753374111409,1.00006255671697
-0.511703,0.03710745,0.607071,0.0372702786135667,0.283446871009966,NA,0.00579240185992944,2,2395,-0.0240180205409125,1.00351063729582
-0.407219,0.23609,0.769698,0.2325018729253,0.300222028985475,NA,0.00580309136282485,1.9,2676,0.0236339066335309,1.00068226511407
-0.846999,-0.235846,0.331312,-0.235182519244667,0.299152685822691,NA,0.00587928031213339,2,2589,0.0121119390158898,1.00036870591733
-0.481597,0.1384665,0.680881,0.133466435798,0.299680047554625,NA,0.00573524301257665,1.9,2730,0.00828209441163004,0.999919388097669
