"city","site","variable","value","total","year"
"tawa","G-TNC2","poor",192.073619086621,1168.27141694339,1
"tawa","G-TNC2","working class",300.199058442427,1168.27141694339,1
"tawa","G-VP","affluent",425.868985831208,1130.25888678708,1
"tawa","G-VP","middle class",391.30940053969,1130.25888678708,1
"tawa","G-VP","poor",153.113238871667,1130.25888678708,1
"tawa","G-VP","working class",159.967261544515,1130.25888678708,1
"tawa","G-WLP2","affluent",215.799793969748,1383.54700656575,1
"tawa","G-WLP2","middle class",360.242174950351,1383.54700656575,1
"tawa","G-WLP2","poor",371.931649922654,1383.54700656575,1
"tawa","G-WLP2","working class",435.573387722994,1383.54700656575,1
"tawa","G-WP2","affluent",375.851879238018,1369.28058904657,1
"tawa","G-WP2","middle class",463.520613838267,1369.28058904657,1
"tawa","G-WP2","poor",213.521813176336,1369.28058904657,1
"tawa","G-WP2","working class",316.386282793947,1369.28058904657,1
"baca","GT","affluent",201.487981736149,269.917014062044,1
"baca","GT","middle class",35.951670058414,269.917014062044,1
"baca","GT","poor",13.8917419738759,269.917014062044,1
"baca","GT","working class",18.5856202936048,269.917014062044,1
"baca","H18","affluent",249.491406952662,365.489482246856,1
"baca","H18","middle class",58.3071230603521,365.489482246856,1
"baca","H18","poor",25.0036666523893,365.489482246856,1
"baca","H18","working class",32.6872855814527,365.489482246856,1
"baca","HBT","affluent",192.037309156545,259.408053907418,1
"baca","HBT","middle class",46.2296536160718,259.408053907418,1
"baca","HBT","poor",8.09722529966185,259.408053907418,1
"baca","HBT","working class",13.0438658351395,259.408053907418,1
"sewa","HCN1","affluent",205.000946466428,604.511541382191,1
"sewa","HCN1","middle class",174.20198216724,604.511541382191,1
"sewa","HCN1","poor",116.654199058487,604.511541382191,1
"sewa","HCN1","working class",108.654413690037,604.511541382191,1
"sewa","HFW1","affluent",850.993156979866,1540.55063412581,1
"sewa","HFW1","middle class",424.69475249027,1540.55063412581,1
"sewa","HFW1","poor",101.810868681927,1540.55063412581,1
"sewa","HFW1","working class",163.051855973745,1540.55063412581,1
"baca","HT","affluent",120.433708188498,153.796318873538,1
"baca","HT","middle class",18.7388313373623,153.796318873538,1
"baca","HT","poor",5.63957797786643,153.796318873538,1
"baca","HT","working class",8.98420136981056,153.796318873538,1
"sewa","IRP1","affluent",990.022519505737,1493.03639340529,1
"sewa","IRP1","middle class",317.206308108641,1493.03639340529,1
"sewa","IRP1","poor",43.6647893829563,1493.03639340529,1
"sewa","IRP1","working class",142.142776407958,1493.03639340529,1
"sewa","JBP1","affluent",588.823677819007,893.363513907419,1
"sewa","JBP1","middle class",189.840971306715,893.363513907419,1
"sewa","JBP1","poor",38.970748364296,893.363513907419,1
"sewa","JBP1","working class",75.7281164174002,893.363513907419,1
"sewa","LTP1","affluent",614.241477159806,1130.96057297843,1
"sewa","LTP1","middle class",285.2822559555,1130.96057297843,1
"sewa","LTP1","poor",61.2352427501848,1130.96057297843,1
"sewa","LTP1","working class",170.201597112938,1130.96057297843,1
"sewa","LWP2","affluent",867.249639722203,1438.58739734667,1
"sewa","LWP2","middle class",333.893977688755,1438.58739734667,1
"sewa","LWP2","poor",89.0861524289188,1438.58739734667,1
"sewa","LWP2","working class",148.357627506794,1438.58739734667,1
"baca","MA","affluent",79.9278744500827,225.880908296205,1
"baca","MA","middle class",70.873924619485,225.880908296205,1
"baca","MA","poor",31.4391360213575,225.880908296205,1
"baca","MA","working class",43.6399732052802,225.880908296205,1
"sewa","MBC1","affluent",254.975206816092,310.929084133347,1
"sewa","MBC1","middle class",33.5336559658872,310.929084133347,1
"sewa","MBC1","poor",6.58567135855556,310.929084133347,1
"sewa","MBC1","working class",15.8345499928122,310.929084133347,1
"sewa","MGP1","affluent",217.182896831168,304.115031840894,1
"sewa","MGP1","middle class",56.2330849465674,304.115031840894,1
"sewa","MGP1","poor",14.144362962859,304.115031840894,1
"sewa","MGP1","working class",16.5546871002995,304.115031840894,1
"sewa","MPO1","affluent",357.934045420109,486.991664480919,1
"sewa","MPO1","middle class",84.3822750837521,486.991664480919,1
"sewa","MPO1","poor",13.7810094312921,486.991664480919,1
"sewa","MPO1","working class",30.8943345457653,486.991664480919,1
"sewa","MSR1","affluent",585.53154505035,1476.82540458702,1
"sewa","MSR1","middle class",416.996003815948,1476.82540458702,1
"sewa","MSR1","poor",164.93627133197,1476.82540458702,1
"sewa","MSR1","working class",309.36158438875,1476.82540458702,1
"baca","MT","affluent",121.613340615064,153.040580149193,1
"baca","MT","middle class",18.4669594610948,153.040580149193,1
"baca","MT","poor",4.41875339021959,153.040580149193,1
"baca","MT","working class",8.54152668281412,153.040580149193,1
"sewa","MWP1","affluent",333.879897566116,924.189222102411,1
"sewa","MWP1","middle class",265.975138570494,924.189222102411,1
"sewa","MWP1","poor",139.381489956137,924.189222102411,1
"sewa","MWP1","working class",184.952696009664,924.189222102411,1
"baca","MY","affluent",1363.93930449499,5013.60286233729,1
"baca","MY","middle class",1271.06682395821,5013.60286233729,1
"baca","MY","poor",1315.18054165541,5013.60286233729,1
"baca","MY","working class",1063.41619222868,5013.60286233729,1
"sewa","NRP1","affluent",743.441575980992,1134.62240148843,1
"sewa","NRP1","middle class",242.42894048057,1134.62240148843,1
"sewa","NRP1","poor",53.3251214084525,1134.62240148843,1
"sewa","NRP1","working class",95.4267636184178,1134.62240148843,1
"tawa","P-BLP","affluent",306.521424778237,862.231060295749,1
"tawa","P-BLP","middle class",287.511217761533,862.231060295749,1
"tawa","P-BLP","poor",83.1445799101195,862.231060295749,1
"tawa","P-BLP","working class",185.053837845859,862.231060295749,1
"tawa","P-CCP","affluent",355.225174847286,739.892329466497,1
"tawa","P-CCP","middle class",201.558245198008,739.892329466497,1
"tawa","P-CCP","poor",57.3594792801335,739.892329466497,1
"tawa","P-CCP","working class",125.74943014107,739.892329466497,1
"tawa","P-CUP","affluent",821.034424300462,1355.01208419195,1
"tawa","P-CUP","middle class",313.81454808411,1355.01208419195,1
"tawa","P-CUP","poor",89.3534231641781,1355.01208419195,1
"tawa","P-CUP","working class",130.809688643199,1355.01208419195,1
"tawa","P-DPV","affluent",90.3378407308267,192.59655116634,1
"tawa","P-DPV","middle class",59.0455577560248,192.59655116634,1
"tawa","P-DPV","poor",19.5576768592511,192.59655116634,1
"tawa","P-DPV","working class",23.6554758202371,192.59655116634,1
"tawa","P-GP","affluent",620.9947964744,1180.25134822521,1
"tawa","P-GP","middle class",268.263179744308,1180.25134822521,1
"tawa","P-GP","poor",133.478445787852,1180.25134822521,1
"tawa","P-GP","working class",157.514926218648,1180.25134822521,1
"tawa","P-GW1","affluent",15.1829825486591,36.1353020386562,1
"tawa","P-GW1","middle class",10.6145092459164,36.1353020386562,1
"tawa","P-GW1","poor",4.35563399861594,36.1353020386562,1
"tawa","P-GW1","working class",5.98217624546474,36.1353020386562,1
"tawa","P-JCP","affluent",575.434641364429,1476.76064503636,1
"tawa","P-JCP","middle class",498.655551544599,1476.76064503636,1
"tawa","P-JCP","poor",208.132239143013,1476.76064503636,1
"tawa","P-JCP","working class",194.538212984319,1476.76064503636,1
"tawa","P-LCC","affluent",145.499394601754,621.632226477983,1
"tawa","P-LCC","middle class",195.791528045757,621.632226477983,1
"tawa","P-LCC","poor",139.381309306534,621.632226477983,1
"tawa","P-LCC","working class",140.959994523939,621.632226477983,1
"tawa","P-MCP","affluent",256.962188827522,1144.49159912503,1
"tawa","P-MCP","middle class",266.038866208944,1144.49159912503,1
"tawa","P-MCP","poor",401.513747865308,1144.49159912503,1
"tawa","P-MCP","working class",219.976796223253,1144.49159912503,1
"tawa","P-MKP2","affluent",169.160070676761,761.78453725177,1
"tawa","P-MKP2","middle class",273.885845297595,761.78453725177,1
"tawa","P-MKP2","poor",156.198150693863,761.78453725177,1
"tawa","P-MKP2","working class",162.540470583551,761.78453725177,1
"tawa","P-OB","affluent",105.959868585284,225.902070344708,1
"tawa","P-OB","middle class",69.256244003165,225.902070344708,1
"tawa","P-OB","poor",22.9397653638244,225.902070344708,1
"tawa","P-OB","working class",27.7461923924352,225.902070344708,1
"tawa","P-OLT","affluent",2.98601590959749,7.92896879949617,1
"tawa","P-OLT","middle class",2.65423636408666,7.92896879949617,1
"tawa","P-OLT","poor",0.882870993986453,7.92896879949617,1
"tawa","P-OLT","working class",1.40584553182556,7.92896879949617,1
"tawa","P-OV2","affluent",4.34243938688814,11.9137488656862,1
"tawa","P-OV2","middle class",4.19663670473643,11.9137488656862,1
"tawa","P-OV2","poor",1.62838068359274,11.9137488656862,1
"tawa","P-OV2","working class",1.74629209046886,11.9137488656862,1
"tawa","P-PCNA1","affluent",822.795231641696,1455.14609131672,1
"tawa","P-PCNA1","middle class",390.089640705642,1455.14609131672,1
"tawa","P-PCNA1","poor",77.1847697669287,1455.14609131672,1
"tawa","P-PCNA1","working class",165.076449202453,1455.14609131672,1
"tawa","P-PDP","affluent",104.5631874072,222.924403668133,1
"tawa","P-PDP","middle class",68.3433616661491,222.924403668133,1
"tawa","P-PDP","poor",22.6373910881566,222.924403668133,1
"tawa","P-PDP","working class",27.3804635066275,222.924403668133,1
"tawa","P-RP","affluent",180.846592970648,428.173222624806,1
"tawa","P-RP","middle class",140.366885520754,428.173222624806,1
"tawa","P-RP","poor",54.0712285681839,428.173222624806,1
"tawa","P-RP","working class",52.8885155652199,428.173222624806,1
"tawa","P-RT","affluent",293.151811723823,819.217011791218,1
"tawa","P-RT","middle class",251.314760821799,819.217011791218,1
"tawa","P-RT","poor",90.9592453363027,819.217011791218,1
"tawa","P-RT","working class",183.791193909294,819.217011791218,1
"tawa","P-RWSR","affluent",3.74373294767306,9.53046858141384,1
"tawa","P-RWSR","middle class",2.97735536933559,9.53046858141384,1
"tawa","P-RWSR","poor",1.19738189130536,9.53046858141384,1
"tawa","P-RWSR","working class",1.61199837309984,9.53046858141384,1
"tawa","P-SCP1","affluent",122.647200340403,839.771905926952,1
"tawa","P-SCP1","middle class",175.133414815083,839.771905926952,1
"tawa","P-SCP1","poor",361.667923432372,839.771905926952,1
"tawa","P-SCP1","working class",180.323367339094,839.771905926952,1
"tawa","P-STP","affluent",516.12943695354,978.845745017038,1
"tawa","P-STP","middle class",258.530401827992,978.845745017038,1
"tawa","P-STP","poor",56.7189146585546,978.845745017038,1
"tawa","P-STP","working class",147.466991576952,978.845745017038,1
"tawa","P-TE1","affluent",9.06843461194965,18.4689331685189,1
"tawa","P-TE1","middle class",5.26314160797409,18.4689331685189,1
"tawa","P-TE1","poor",1.57905229206307,18.4689331685189,1
"tawa","P-TE1","working class",2.55830465653213,18.4689331685189,1
"tawa","P-UCC","affluent",147.376790761412,341.367538680964,1
"tawa","P-UCC","middle class",99.6355263494207,341.367538680964,1
"tawa","P-UCC","poor",39.6237920452181,341.367538680964,1
"tawa","P-UCC","working class",54.7314295249135,341.367538680964,1
"tawa","P-UWT","affluent",108.68804641766,700.795802263964,1
"tawa","P-UWT","middle class",165.302499816411,700.795802263964,1
"tawa","P-UWT","poor",286.334410186987,700.795802263964,1
"tawa","P-UWT","working class",140.470845842906,700.795802263964,1
"tawa","P-WBC","affluent",312.286272042696,708.814113947833,1
"tawa","P-WBC","middle class",213.293032373744,708.814113947833,1
"tawa","P-WBC","poor",67.656719945607,708.814113947833,1
"tawa","P-WBC","working class",115.578089585786,708.814113947833,1
"tawa","P-WP","affluent",615.676258484687,1543.34476348962,1
"tawa","P-WP","middle class",364.831046169494,1543.34476348962,1
"tawa","P-WP","poor",309.49181322282,1543.34476348962,1
"tawa","P-WP","working class",253.345645612622,1543.34476348962,1
"tawa","P-WWP","affluent",442.314370232471,902.734659067243,1
"tawa","P-WWP","middle class",251.38666903453,902.734659067243,1
"tawa","P-WWP","poor",90.3123972825988,902.734659067243,1
"tawa","P-WWP","working class",118.721222517643,902.734659067243,1
"baca","PER","affluent",117.742366453465,301.818950754208,1
"baca","PER","middle class",100.265445438679,301.818950754208,1
"baca","PER","poor",33.3813292938609,301.818950754208,1
"baca","PER","working class",50.4298095682036,301.818950754208,1
"sewa","PGP2","affluent",277.88034166536,684.689033290177,1
"sewa","PGP2","middle class",164.734760114874,684.689033290177,1
"sewa","PGP2","poor",138.425288139768,684.689033290177,1
"sewa","PGP2","working class",103.648643370175,684.689033290177,1
"sewa","PHY1","affluent",1281.7876714475,2159.82545254068,1
"sewa","PHY1","middle class",495.469378048668,2159.82545254068,1
"sewa","PHY1","poor",117.162765854055,2159.82545254068,1
"sewa","PHY1","working class",265.40563719046,2159.82545254068,1
"poor","POOR-E01-OB1","affluent",436.511029986812,1093.8908718099,1
"poor","POOR-E01-OB1","middle class",312.911192991268,1093.8908718099,1
"poor","POOR-E01-OB1","poor",140.096145205947,1093.8908718099,1
"poor","POOR-E01-OB1","working class",204.372503625872,1093.8908718099,1
"poor","POOR-E02-OB2","affluent",341.506362207655,646.01499514043,1
"poor","POOR-E02-OB2","middle class",195.025776778293,646.01499514043,1
"poor","POOR-E02-OB2","poor",44.5457719632669,646.01499514043,1
"poor","POOR-E02-OB2","working class",64.9370841912147,646.01499514043,1
"poor","POOR-E03-JCP","affluent",507.054339615162,1174.74736946547,1
"poor","POOR-E03-JCP","middle class",326.428372798655,1174.74736946547,1
"poor","POOR-E03-JCP","poor",139.185997742164,1174.74736946547,1
"poor","POOR-E03-JCP","working class",202.078659309484,1174.74736946547,1
"poor","POOR-E04-TJP","affluent",821.251665396788,1768.68774701247,1
"poor","POOR-E04-TJP","middle class",526.78877931711,1768.68774701247,1
"poor","POOR-E04-TJP","poor",160.887491196287,1768.68774701247,1
"poor","POOR-E04-TJP","working class",259.759811102282,1768.68774701247,1
"poor","POOR-E06-BEL","affluent",409.140896715302,1775.47064778315,1
"poor","POOR-E06-BEL","middle class",641.303133965353,1775.47064778315,1
"poor","POOR-E06-BEL","poor",207.811982594307,1775.47064778315,1
"poor","POOR-E06-BEL","working class",517.214634508191,1775.47064778315,1
"poor","POOR-E08-WFP","affluent",355.5048216848,1517.91326962596,1
"poor","POOR-E08-WFP","middle class",455.009812764597,1517.91326962596,1
"poor","POOR-E08-WFP","poor",297.75409434994,1517.91326962596,1
"poor","POOR-E08-WFP","working class",409.644540826621,1517.91326962596,1
"poor","POOR-E11-BTP","affluent",328.918124741299,1169.36949367553,1
"poor","POOR-E11-BTP","middle class",369.804223033637,1169.36949367553,1
"poor","POOR-E11-BTP","poor",218.601478828182,1169.36949367553,1
"poor","POOR-E11-BTP","working class",252.045667072415,1169.36949367553,1
"poor","POOR-E12-128","affluent",321.478221870087,1140.93348197553,1
"poor","POOR-E12-128","middle class",366.85751433087,1140.93348197553,1
"poor","POOR-E12-128","poor",204.023169671477,1140.93348197553,1
"poor","POOR-E12-128","working class",248.5745761031,1140.93348197553,1
"poor","POOR-E13-PB1","affluent",255.975027533244,673.975112927132,1
"poor","POOR-E13-PB1","middle class",232.494038310715,673.975112927132,1
"poor","POOR-E13-PB1","poor",51.0032882519539,673.975112927132,1
"poor","POOR-E13-PB1","working class",134.502758831219,673.975112927132,1
"poor","POOR-E15-PB3","affluent",311.452320834547,716.61479675353,1
"poor","POOR-E15-PB3","middle class",231.438970445553,716.61479675353,1
"poor","POOR-E15-PB3","poor",44.8593213037168,716.61479675353,1
"poor","POOR-E15-PB3","working class",128.864184169713,716.61479675353,1
"poor","POOR-E17-JBP","affluent",459.206514077011,773.183325943441,1
"poor","POOR-E17-JBP","middle class",185.692019393161,773.183325943441,1
"poor","POOR-E17-JBP","poor",44.7667813523974,773.183325943441,1
"poor","POOR-E17-JBP","working class",83.5180111208716,773.183325943441,1
"poor","POOR-E18-SW7","affluent",442.792744990217,980.298295982829,1
"poor","POOR-E18-SW7","middle class",273.528873388442,980.298295982829,1
"poor","POOR-E18-SW7","poor",112.537263867168,980.298295982829,1
"poor","POOR-E18-SW7","working class",151.439413737001,980.298295982829,1
"poor","POOR-E19-MAP","affluent",295.575495337098,638.978926888524,1
"poor","POOR-E19-MAP","middle class",184.939946902248,638.978926888524,1
"poor","POOR-E19-MAP","poor",66.626070262901,638.978926888524,1
"poor","POOR-E19-MAP","working class",91.8374143862771,638.978926888524,1
"poor","POOR-E20-HOR","affluent",338.427138064393,831.096252266829,1
"poor","POOR-E20-HOR","middle class",265.039634563369,831.096252266829,1
"poor","POOR-E20-HOR","poor",71.9637625697902,831.096252266829,1
"poor","POOR-E20-HOR","working class",155.665717069277,831.096252266829,1
"poor","POOR-W01-GHP","affluent",656.078790498257,1032.94156157969,1
"poor","POOR-W01-GHP","middle class",200.800429355578,1032.94156157969,1
"poor","POOR-W01-GHP","poor",64.0616657586264,1032.94156157969,1
"poor","POOR-W01-GHP","working class",112.000675967231,1032.94156157969,1
"poor","POOR-W02-MNP","affluent",714.95614550133,938.278554954641,1
"poor","POOR-W02-MNP","middle class",142.795790984263,938.278554954641,1
"poor","POOR-W02-MNP","poor",33.0281479975591,938.278554954641,1
"poor","POOR-W02-MNP","working class",47.498470471489,938.278554954641,1
"poor","POOR-W03-CCP","affluent",760.477481885429,1016.21253577241,1
"poor","POOR-W03-CCP","middle class",152.83290669435,1016.21253577241,1
"poor","POOR-W03-CCP","poor",43.4382190093569,1016.21253577241,1
"poor","POOR-W03-CCP","working class",59.4639281832711,1016.21253577241,1
"poor","POOR-W04-WHA","affluent",433.440707405796,526.337736016344,1
"poor","POOR-W04-WHA","middle class",60.1840960646831,526.337736016344,1
"poor","POOR-W04-WHA","poor",5.50987509477362,526.337736016344,1
"poor","POOR-W04-WHA","working class",27.2030574510912,526.337736016344,1
"poor","POOR-W09-TBP","affluent",817.02899022687,1150.68350781036,1
"poor","POOR-W09-TBP","middle class",166.551201760919,1150.68350781036,1
"poor","POOR-W09-TBP","poor",67.1504183806889,1150.68350781036,1
"poor","POOR-W09-TBP","working class",99.9528974418862,1150.68350781036,1
"poor","POOR-W10-HRP","affluent",965.049317204384,1335.69249218066,1
"poor","POOR-W10-HRP","middle class",196.029543863447,1335.69249218066,1
"poor","POOR-W10-HRP","poor",60.9166604371608,1335.69249218066,1
"poor","POOR-W10-HRP","working class",113.696970675667,1335.69249218066,1
"poor","POOR-W11-TWP","affluent",1153.62926856019,1787.0251383536,1
"poor","POOR-W11-TWP","middle class",398.066047205688,1787.0251383536,1
"poor","POOR-W11-TWP","poor",67.1118927734606,1787.0251383536,1
"poor","POOR-W11-TWP","working class",168.217929814256,1787.0251383536,1
"poor","POOR-W13-BLP","affluent",689.592100361847,1104.08806554646,1
"poor","POOR-W13-BLP","middle class",256.695440698038,1104.08806554646,1
"poor","POOR-W13-BLP","poor",73.9111481373838,1104.08806554646,1
"poor","POOR-W13-BLP","working class",83.8893763491916,1104.08806554646,1
"poor","POOR-W14-PSF","affluent",606.119997040257,1018.63105287529,1
"poor","POOR-W14-PSF","middle class",247.196984062598,1018.63105287529,1
"poor","POOR-W14-PSF","poor",77.2914661035937,1018.63105287529,1
"poor","POOR-W14-PSF","working class",88.0226056688453,1018.63105287529,1
"sewa","RHF1","affluent",144.717655302089,192.153707999921,1
"sewa","RHF1","middle class",30.3761139579823,192.153707999921,1
"sewa","RHF1","poor",3.65720475144365,192.153707999921,1
"sewa","RHF1","working class",13.4027339884057,192.153707999921,1
"sewa","RVP1","affluent",1456.17322445849,2330.37307868275,1
"sewa","RVP1","middle class",413.049395752915,2330.37307868275,1
"sewa","RVP1","poor",180.26813857973,2330.37307868275,1
"sewa","RVP1","working class",280.882319891614,2330.37307868275,1
"sewa","RWP1","affluent",138.714498092841,170.079124368099,1
"sewa","RWP1","middle class",17.753562042599,170.079124368099,1
"sewa","RWP1","poor",3.19564116766783,170.079124368099,1
"sewa","RWP1","working class",10.4154230649914,170.079124368099,1
"baca","SFCA-001-GGP2","affluent",1414.42821222077,2486.67126159311,1
"baca","SFCA-001-GGP2","middle class",566.247053835703,2486.67126159311,1
"baca","SFCA-001-GGP2","poor",214.559196206656,2486.67126159311,1
"baca","SFCA-001-GGP2","working class",291.436799329976,2486.67126159311,1
"baca","SFCA-C01-BVA1","affluent",2489.39070524602,3828.5557848565,1
"baca","SFCA-C01-BVA1","middle class",638.053963822225,3828.5557848565,1
"baca","SFCA-C01-BVA1","poor",333.0797507459,3828.5557848565,1
"baca","SFCA-C01-BVA1","working class",368.031365042353,3828.5557848565,1
"baca","SFCA-C01-GGP3","affluent",2169.26906513922,3609.10475173819,1
"baca","SFCA-C01-GGP3","middle class",704.986618511383,3609.10475173819,1
"baca","SFCA-C01-GGP3","poor",377.959359588269,3609.10475173819,1
"baca","SFCA-C01-GGP3","working class",356.889708499321,3609.10475173819,1
"baca","SFCA-C01-GGP4","affluent",2016.69336441784,3487.88379849786,1
"baca","SFCA-C01-GGP4","middle class",707.310266766473,3487.88379849786,1
"baca","SFCA-C01-GGP4","poor",406.654198545077,3487.88379849786,1
"baca","SFCA-C01-GGP4","working class",357.225968768478,3487.88379849786,1
"baca","SFCA-C01-PRE1","affluent",104.630080057987,200.33437129586,1
"baca","SFCA-C01-PRE1","middle class",52.5629786073297,200.33437129586,1
"baca","SFCA-C01-PRE1","poor",20.3309634235898,200.33437129586,1
"baca","SFCA-C01-PRE1","working class",22.8103492069544,200.33437129586,1
"baca","SFCA-C01-PRE2","affluent",1645.60727239797,2293.79049762949,1
"baca","SFCA-C01-PRE2","middle class",318.817283257344,2293.79049762949,1
"baca","SFCA-C01-PRE2","poor",158.130064288327,2293.79049762949,1
"baca","SFCA-C01-PRE2","working class",171.235877685845,2293.79049762949,1
