"locationID","fullName","utmEast","utmNorth","utmZone","locationAbbr","areaID","landOwnerID","defaultTimeZone","areaAbbr"
3654,"856 Kiowa Trail",528635.375,5231710,"10N","R-KT",13,384,"US/Pacific","TAWA"
3655,"855 Fox Ridge",528476.4375,5233599.5,"10N","R-FR",13,384,"US/Pacific","TAWA"
3656,"987 Lummi Dr",529035.9375,5231528.5,"10N","R-LD",13,384,"US/Pacific","TAWA"
3657,"135 Bella Bella Dr",525622.125,5235923.5,"10N","R-BBD",13,384,"US/Pacific","TAWA"
4251,"Titlow Park",533872.9375,5233322.5,"10N","B-TP",13,382,"US/Pacific","TAWA"
4333,"Kandle Park 2",537217,5235182,"10","G-KP2",13,382,"US/Pacific","TAWA"
4181,"Homer Lake 1",416128,4436390,"16N","UT1a-HL1",40,843,"US/Central","URIL"
4182,"Homer Lake 2",415234,4435680,"16N","UT2a-HL2",40,843,"US/Central","URIL"
4183,"Homer Lake 3",415254,4434370,"16N","UT3a-HL3",40,843,"US/Central","URIL"
4184,"Homer Lake 4",416311,4435050,"16N","UT4a-HL4",40,843,"US/Central","URIL"
4185,"Homer Lake 4",416236,4435010,"16N","UT4b-HL4",40,843,"US/Central","URIL"
4186,"Trelease Woods (TR3)",402941,4442830,"16N","UT5a-TW",40,843,"US/Central","URIL"
4187,"Philips Tract (PT4)",401904,4442750,"16N","UT6a-PT",40,1077,"US/Central","URIL"
4188,"Brownfield Woods (BR3)",400654,4444560,"16N","UT7a-BR",40,1077,"US/Central","URIL"
4189,"St Joseph Wetlands",410413,4440980,"16N","UT8a-WL",40,1078,"US/Central","URIL"
4190,"Collins Woods",411762,4443620,"16N","UT9a-CO",40,1077,"US/Central","URIL"
4191,"Opossum Heaven",397239,4438710,"16N","UT10a-MA",40,1079,"US/Central","URIL"
4192,"Pollinarium",396359,4438190,"16N","UT11a-PN",40,1080,"US/Central","URIL"
4193,"Pollinarium",396389,4438020,"16N","UT11b-PN",40,1080,"US/Central","URIL"
4194,"Cottonwood Grove",395784,4436760,"16N","UT12a-CW",40,1081,"US/Central","URIL"
4195,"Experimental Forest",396580,4436960,"16N","UT13a-EX",40,1081,"US/Central","URIL"
4196,"Experimental Forest",396828,4437110,"16N","UT13b-EX",40,1081,"US/Central","URIL"
4197,"First Farms",395260,4434670,"16N","UT14a-FF",40,1082,"US/Central","URIL"
4198,"Forest Patch",396419,4434380,"16N","UT15a-FP",40,1082,"US/Central","URIL"
4199,"Forest Patch",396443,4434140,"16N","UT15b-FP",40,1082,"US/Central","URIL"
4200,"Beaver Crops",395052,4437460,"16N","UT16a-BC",40,1082,"US/Central","URIL"
4201,"Swine Farm",395102,4435800,"16N","UT17a-SW",40,1082,"US/Central","URIL"
4202,"Swine Farm",394589,4436450,"16N","UT17b-SW",40,1082,"US/Central","URIL"
4203,"H2O Joe",410385,4439970,"16N","UT18a-WT",40,1083,"US/Central","URIL"
4204,"N Dalrymple",407102,4440940,"16N","UT19a-ND",40,1084,"US/Central","URIL"
4205,"Energy Farm",397827,4435720,"16N","UT20a-EF",40,1082,"US/Central","URIL"
4206,"Energy Farm",397695,4436510,"16N","UT20b-EF",40,1082,"US/Central","URIL"
4207,"Perkins Road Park",399044,4442140,"16N","UT21a-PR",40,1085,"US/Central","URIL"
4208,"Chief Shemauger Park",398021,4441810,"16N","UT22a-CS",40,1085,"US/Central","URIL"
4209,"Busey Woods",396646,4442390,"16N","UT23a-BU",40,1085,"US/Central","URIL"
4210,"M Berenbaum",399961,4442540,"16N","UT24a-MB",40,1086,"US/Central","URIL"
4211,"Hague House",396772,4439700,"16N","UT25a-HH",40,1087,"US/Central","URIL"
4212,"Jeri House",401985,4441790,"16N","UT26a-JH",40,1088,"US/Central","URIL"
4213,"R Barcus",408850,4441490,"16N","UT27a-RB",40,1089,"US/Central","URIL"
4214,"C Shipley 1",410372,4437220,"16N","UT28a-SH1",40,1090,"US/Central","URIL"
4215,"C Shipley 2",410490,4438650,"16N","UT29a-SH2",40,1090,"US/Central","URIL"
4216,"A Zahed",409091,4435940,"16N","UT30a-AZ",40,1091,"US/Central","URIL"
4217,"VetMed",395710,4438890,"16N","UT31a-VM",40,1092,"US/Central","URIL"
4218,"D Bane",409699,4432110,"16N","UT32a-DB",40,1093,"US/Central","URIL"
4219,"Chicken Run",396270,4435300,"16N","UT33a-CR",40,1082,"US/Central","URIL"
4222,"Homer Lake 2",415234,4435680,"16 N","UT2b-HL2",40,843,"US/Central","URIL"
4223,"A Zahed",409140,4436106,"16N","UT30b-AZ",40,1091,"US/Central","URIL"
4244,"Forest Patch",396420,4434383,"16N","UT15c-FP",40,1082,"US/Central","URIL"
4252,"Homer Lake 4",416236,4434965,"16N","UT4c-HL4",40,843,"US/Central","URIL"
4266,"Sylvester Woods",414000,4433884,"16N","UT34a-SY",40,843,"US/Central","URIL"
2224,"Alapocas SP",452317,4402630,"18N","ASP",14,347,"US/Eastern","WIDE"
2225,"Banning Park",444521,4390870,"18N","BNP",14,348,"US/Eastern","WIDE"
2226,"Fazzio Steel",446822,4394370,"18N","FZS",14,685,"US/Eastern","WIDE"
2227,"Barrets Run Greenway",441676,4388274,"18N","BRG",14,348,"US/Eastern","WIDE"
2228,"Becks Pond",439294,4386114,"18N","BKP",14,348,"US/Eastern","WIDE"
2229,"Canby Park 2",450205,4398584,"18N","CBP2",14,349,"US/Eastern","WIDE"
2230,"Chelsea Manor Park",449203,4394117,"18N","CMP",14,348,"US/Eastern","WIDE"
2231,"Coventry Woods Park",445493,4392220,"18N","CWP",14,348,"US/Eastern","WIDE"
2232,"DuPont Environmental Education Center",451961,4397116,"18N","DEC",14,350,"US/Eastern","WIDE"
2233,"Flint Woods",447373,4408269,"18N","FLW",14,352,"US/Eastern","WIDE"
2234,"Glasgow Park",437281,4384719,"18N","GLP",14,348,"US/Eastern","WIDE"
2235,"Jon Schoolar",450527,4407045,"18N","JSC",14,353,"US/Eastern","WIDE"
2236,"Katharine Maroney",449428,4409236,"18N","MAR",14,354,"US/Eastern","WIDE"
2237,"Leathermans Run",441411,4390470,"18N","LMR",14,348,"US/Eastern","WIDE"
2238,"Lewden Greene Park",444424,4390830,"18N","LGP",14,348,"US/Eastern","WIDE"
2239,"Matson Run Park",454875,4402181,"18N","MRP",14,349,"US/Eastern","WIDE"
2240,"Mt Lebanon Methodist Church",451487,4405590,"18N","LMC",14,355,"US/Eastern","WIDE"
2241,"Point Lookout Garden",448588,4408553,"18N","PLO",14,356,"US/Eastern","WIDE"
2242,"Riverview Cemetery",454440,4401128,"18N","RVC",14,357,"US/Eastern","WIDE"
2243,"Riverwalk/Powerlines",441041,4387554,"18N","RPL",14,348,"US/Eastern","WIDE"
2244,"Russell Peterson Wildlife Refuge",450749,4396988,"18N","RPW",14,350,"US/Eastern","WIDE"
2245,"Sellers Park",455678,4401247,"18N","SLP",14,349,"US/Eastern","WIDE"
2246,"Smalleys Pond",442144,4389215,"18N","SMP",14,348,"US/Eastern","WIDE"
2247,"Summit Bridge",436677,4382961,"18N","SBP",14,348,"US/Eastern","WIDE"
2248,"Sunset Lake 1",438143,4385717,"18N","SSL1",14,359,"US/Eastern","WIDE"
2249,"Sunset Lake 2",436555,4385695,"18N","SSL2",14,359,"US/Eastern","WIDE"
2250,"Wilmington-Brandywine Cemetery",452743,4400500,"18N","WBC",14,360,"US/Eastern","WIDE"
2251,"Winterthur",449340,4405925,"18N","WIN",14,361,"US/Eastern","WIDE"
3034,"Flint Woods 2",447459,4408233,"18N","FLW2",14,352,"US/Eastern","WIDE"
3035,"Smalleys Pond 2",442134,4389181,"18N","SMP2",14,348,"US/Eastern","WIDE"
3036,"Winterthur 2",448936,4405870,"18N","WIN2",14,361,"US/Eastern","WIDE"
3083,"Coventry Woods Park 5",445464,4392315,"18N","CWP5",14,348,"US/Eastern","WIDE"
3084,"Riverwalk/Powerlines 3",441076,4387500,"18N","RPL3",14,348,"US/Eastern","WIDE"
3085,"Becks Pond 2",439298,4386064,"18N","BKP2",14,348,"US/Eastern","WIDE"
3109,"Banning Park 3",449113,4396610,"18N","BNP3",14,348,"US/Eastern","WIDE"
3372,"Alapocas SP 2",451626,4402719,"18N","ASP2",14,347,"US/Eastern","WIDE"
3373,"Banning Park 4",449087,4396662,"18N","BNP4",14,348,"US/Eastern","WIDE"
3440,"Alapocas SP 3",452213,4402396,"18N","ASP3",14,347,"US/Eastern","WIDE"
3501,"Lewden Greene Park 2",444606,4390579,"18N","LGP2",14,348,"US/Eastern","WIDE"
3502,"Leathermans Run 2",441451,4390456,"18N","LMR2",14,348,"US/Eastern","WIDE"
3506,"Alapocas SP 4",452320,4402410,"18N","ASP4",14,347,"US/Eastern","WIDE"
3517,"Flint Woods 3",447318,4408897,"18N","FLW3",14,352,"US/Eastern","WIDE"
3518,"Glasgow Park 2",437335,4384905,"18N","GLP2",14,348,"US/Eastern","WIDE"
3519,"Jon Schoolar 2",450574,4407038,"18N","JSC2",14,353,"US/Eastern","WIDE"
3551,"Lewden Greene Park 3",444551,4390802,"18N","LGP3",14,348,"US/Eastern","WIDE"
3589,"Point Lookout Garden 2",448729,4408315,"18N","PLO2",14,356,"US/Eastern","WIDE"
3641,"Sunset Lake 3",437994,4386051,"18N","SSL3",14,359,"US/Eastern","WIDE"
3702,"Barrets Run Greenway 2",441873,4388205,"18N","BRG2",14,348,"US/Eastern","WIDE"
3757,"Brandywine Creek SP",450424,4405781,"18N","BCP",14,719,"US/Eastern","WIDE"
3808,"Alapocas SP 5",451468,4402599,"18N","ASP5",14,347,"US/Eastern","WIDE"
3817,"Becks Pond 3",439276,4386071,"18N","BKP3",14,348,"US/Eastern","WIDE"
3818,"Flint Woods 4",447932,4408896,"18N","FLW4",14,352,"US/Eastern","WIDE"
3819,"Riverwalk/Powerlines 8",440876,4387597,"18N","RPL8",14,348,"US/Eastern","WIDE"
3820,"Riverwalk/Powerlines 9",440880,4387581,"18N","RPL9",14,348,"US/Eastern","WIDE"
3821,"Winterthur 3",448965,4405879,"18N","WIN3",14,361,"US/Eastern","WIDE"
4332,"White Clay Creek 2",436555,4385700,"18","WCC2",14,359,"US/Eastern","WIDE"
