"locationID","fullName","utmEast","utmNorth","utmZone","locationAbbr","areaID","landOwnerID","defaultTimeZone","areaAbbr"
2281,"3-09",410764,3721496,"12N","3-09_X12",12,345,"US/Mountain","PHAZ"
2282,"3-10",414819,3726259,"12N","3-10_Y10",12,374,"US/Mountain","PHAZ"
2283,"4-01",427426,3688791,"12N","4-01_AB20",12,377,"US/Mountain","PHAZ"
2284,"4-02",439543,3693738,"12N","4-02_AE19",12,367,"US/Mountain","PHAZ"
2285,"4-03",386546,3717572,"12N","4-03_R13",12,373,"US/Mountain","PHAZ"
2286,"4-04",399965,3698523,"12N","4-04_RIO",12,345,"US/Mountain","PHAZ"
2287,"4-05",391306,3713041,"12N","4-05_S14",12,376,"US/Mountain","PHAZ"
2288,"4-06 ",402468,3704017,"12N","4-06_V16",12,372,"US/Mountain","PHAZ"
2289,"4-07",391854,3719280,"12N","4-07_ASUW",12,371,"US/Mountain","PHAZ"
2290,"4-08",419667,3690407,"12N","4-08_Z20",12,368,"US/Mountain","PHAZ"
2291,"4-09",425139,3701992,"12N","4-09_AA17",12,370,"US/Mountain","PHAZ"
2292,"4-10",434387,3694460,"12N","4-10_AC19",12,367,"US/Mountain","PHAZ"
2293,"5-01",437410,3694500,"12N","5-01_AD18",12,367,"US/Mountain","PHAZ"
2294,"5-02",427440,3697147,"12N","5-02_AB18",12,370,"US/Mountain","PHAZ"
2295,"5-03",388351,3712881,"12N","5-03_R14",12,367,"US/Mountain","PHAZ"
2296,"5-04",415226,3693424,"12N","5-04_Y19",12,375,"US/Mountain","PHAZ"
2297,"5-05",397286,3712786,"12N","5-05_T14",12,372,"US/Mountain","PHAZ"
2298,"5-06",392571,3703957,"12N","5-06_S16",12,345,"US/Mountain","PHAZ"
2299,"5-07",409201,3697086,"12N","5-07_TYARD",12,367,"US/Mountain","PHAZ"
2300,"5-08",413796,3698064,"12N","5-08_X18",12,371,"US/Mountain","PHAZ"
2301,"5-09",400471,3702126,"12N","5-09_U17",12,371,"US/Mountain","PHAZ"
2302,"5-10",404041,3700240,"12N","5-10_V17",12,345,"US/Mountain","PHAZ"
3846,"Tonto - Saguaro Lake",448452,3712564,"12N","01_T01",38,831,"US/Mountain","PHAZ2"
3847,"Tonto - Pebble Beach Recreation Area",447301,3712350,"12N","02_T02",38,831,"US/Mountain","PHAZ2"
3848,"Tonto - Sheep's Crossing Recreation Area",446122,3713017,"12N","03_T03",38,831,"US/Mountain","PHAZ2"
3849,"Tonto - Horse Hollow",445121,3712340,"12N","04_T04",38,831,"US/Mountain","PHAZ2"
3850,"Tonto - Foxtail Exit",444101,3712145,"12N","05_T05",38,831,"US/Mountain","PHAZ2"
3851,"Tonto - Goldfield Road Flood Basin",443576,3713165,"12N","06_T06",38,831,"US/Mountain","PHAZ2"
3852,"Tonto - Goldfield Fire Center",442481,3713232,"12N","07_T07",38,831,"US/Mountain","PHAZ2"
3853,"Tonto - Goldfield Recreation Site",441514,3712902,"12N","08_T08",38,831,"US/Mountain","PHAZ2"
3854,"Tonto - Coon Bluff Campground",440487,3712485,"12N","09_T09",38,831,"US/Mountain","PHAZ2"
3855,"Tonto - Phon D. Sutton East",439415,3712301,"12N","10_T10",38,831,"US/Mountain","PHAZ2"
3856,"Tonto - Phon D. Sutton West",438474,3711942,"12N","11_T11",38,831,"US/Mountain","PHAZ2"
3857,"Tonto - Beaver Tree",437708,3711240,"12N","12_T12",38,831,"US/Mountain","PHAZ2"
3858,"Tonto - Mesquite Flat in the Burn",437983,3710174,"12N","13_T13",38,831,"US/Mountain","PHAZ2"
3859,"Tonto - Compass Rock",437322,3709109,"12N","14_T14",38,831,"US/Mountain","PHAZ2"
3860,"Tonto - Granite Reef Recreation Area",436391,3708510,"12N","15_T15",38,831,"US/Mountain","PHAZ2"
3861,"Price Drain",418643,3700048,"12N","16_V01",38,826,"US/Mountain","PHAZ2"
3862,"Tempe Marketplace - 202/101 Highway",417158,3700026,"12N","17_V02",38,832,"US/Mountain","PHAZ2"
3863,"Tempe Marketplace - McClintock",415630,3699761,"12N","18_V03",38,832,"US/Mountain","PHAZ2"
3864,"Tempe Town Lake - Indian Bend Wash",414816,3700352,"12N","19_V04",38,829,"US/Mountain","PHAZ2"
3865,"Tempe Town Lake - ASU Parking Lot",414072,3699317,"12N","20_V05",38,824,"US/Mountain","PHAZ2"
3866,"Tempe Town Lake - Highway 202",411973,3699962,"12N","21_V06",38,828,"US/Mountain","PHAZ2"
3867,"Tempe Town Lake - South of Dam",410866,3699953,"12N","22_V07",38,828,"US/Mountain","PHAZ2"
3868,"Sky Harbor Airport - Highway 153",408749,3699478,"12N","23_N01",38,821,"US/Mountain","PHAZ2"
3869,"Sky Harbor Airport - Salt River Shore",407653,3699023,"12N","24_N02",38,821,"US/Mountain","PHAZ2"
3870,"Sky Harbor Airport - I10",406395,3698706,"12N","25_N03",38,821,"US/Mountain","PHAZ2"
3871,"I-10 Site",404961,3697966,"12N","26_V08",38,827,"US/Mountain","PHAZ2"
3872,"Rio Salado - 24th Street",403953,3697988,"12N","27_V09",38,827,"US/Mountain","PHAZ2"
3873,"Rio Salado - 16th Street",402752,3698014,"12N","28_V10",38,827,"US/Mountain","PHAZ2"
3874,"7th Street Site",401653,3698323,"12N","29_N04",38,827,"US/Mountain","PHAZ2"
3875,"S. 7th Street Site",400669,3698440,"12N","30_V11",38,827,"US/Mountain","PHAZ2"
3876,"Audubon Center",399647,3698349,"12N","31_V12",38,827,"US/Mountain","PHAZ2"
3877,"7th Avenue Site",398674,3697688,"12N","32_V13",38,827,"US/Mountain","PHAZ2"
3878,"S. 19th Avenue Site",397664,3697405,"12N","33_V14",38,827,"US/Mountain","PHAZ2"
3879,"19th Avenue Sand",396481,3697366,"12N","34_N05",38,827,"US/Mountain","PHAZ2"
3880,"35th Avenue East",395205,3697402,"12N","35_N06",38,827,"US/Mountain","PHAZ2"
3881,"35th Avenue West",393879,3697345,"12N","36_N07",38,827,"US/Mountain","PHAZ2"
3882,"43rd Avenue Cul-de-sac",392848,3697152,"12N","37_N08",38,827,"US/Mountain","PHAZ2"
3883,"51st Avenue Site",391648,3697107,"12N","38_N09",38,827,"US/Mountain","PHAZ2"
3884,"Open Desert Area",390481,3696341,"12N","39_N10",38,832,"US/Mountain","PHAZ2"
3885,"Highway 202 Site",389278,3696068,"12N","40_N11",38,827,"US/Mountain","PHAZ2"
3886,"75th Avenue Site",386201,3695305,"12N","41_V15",38,832,"US/Mountain","PHAZ2"
3887,"Tres Rios Hayfield Site",384341,3695195,"12N","42_V16",38,827,"US/Mountain","PHAZ2"
3888,"Tres Rios 91st Avenue Site",383007,3695192,"12N","43_V17",38,827,"US/Mountain","PHAZ2"
3091,"Power Line Soccer Field ",508351,5044880,"10N","POOR-W14-PSF",19,468,"US/Pacific","POOR"
3110,"Bethany Lake parl",509756,5044700,"10N","POOR-W13-BLP",19,468,"US/Pacific","POOR"
3111,"Tokola wetlands park",512023,5043070,"10N","POOR-W11-TWP",19,468,"US/Pacific","POOR"
3112,"Hansen Ridge Park",513429,5044000,"10N","POOR-W10-HRP",19,468,"US/Pacific","POOR"
3113,"Bluffs Park",515224,5043010,"10N","POOR-W09-TBP",19,468,"US/Pacific","POOR"
3114,"Hoyt arboretum ",521895,5040290,"10N","POOR-W04-WHA",19,470,"US/Pacific","POOR"
3115,"Council Crest Park",522740,5038290,"10N","POOR-W03-CCP",19,471,"US/Pacific","POOR"
3116,"Marquam Nature Park",523814,5037580,"10N","POOR-W02-MNP",19,471,"US/Pacific","POOR"
3117,"George Himes Park",524710,5035860,"10N","POOR-W01-GHP",19,471,"US/Pacific","POOR"
3360,"Beggars Tick Wildlife ",535122,5036140,"10N","POOR-E11-BTP",19,471,"US/Pacific","POOR"
3658,"Oak Bottom One",527332,5036830,"10N","POOR-E01-OB1",19,471,"US/Pacific","POOR"
3659,"Oak Bottom Two",526257,5035080,"10N","POOR-E02-OB2",19,471,"US/Pacific","POOR"
3660,"Tideman Johnson Park",529422,5034440,"10N","POOR-E04-TJP",19,471,"US/Pacific","POOR"
3663,"Errol Heights Park ",530168,5034540,"10N","POOR-E05-EHP",19,471,"US/Pacific","POOR"
3664,"Bell Avenue ",531750,5033620,"10N","POOR-E06-BEL",19,471,"US/Pacific","POOR"
3665,"West Lents Flood Plains",533172,5034800,"10N","POOR-E08-WFP",19,471,"US/Pacific","POOR"
3666,"128th Ave",536671,5036550,"10N","POOR-E12-128",19,471,"US/Pacific","POOR"
3667,"Powell Butte 1",538063,5036470,"10N","POOR-E13-PB1",19,471,"US/Pacific","POOR"
3668,"Powell Butte 2 ",539295,5036260,"10N","POOR-E14-PB2",19,471,"US/Pacific","POOR"
3669,"Powell Butte 3",539714,5036760,"10N","POOR-E15-PB3",19,471,"US/Pacific","POOR"
3809,"Johnson Creek Park",527967,5034170,"10N","POOR-E03-JCP",19,471,"US/Pacific","POOR"
3810,"Hogan Road",545772,5036610,"10N","POOR-E20-HOR",19,792,"US/Pacific","POOR"
3811,"Maple Park",545130,5037720,"10N","POOR-E19-MAP",19,792,"US/Pacific","POOR"
3812,"SW 7th Ave",543739,5038050,"10N","POOR-E18-SW7",19,792,"US/Pacific","POOR"
3813,"Jenne Butte Park",540665,5036450,"10N","POOR-E17-JBP",19,792,"US/Pacific","POOR"
3315,"Braddocks Bay Park",279853,4797980,"18N","RCNY-L01-BBP1",21,607,"US/Eastern","RONY"
3316,"Beatty Point Park",281752,4795670,"18N","RCNY-L02- BPP1",21,607,"US/Eastern","RONY"
3317,"Ontario Beach Park",288078,4793050,"18N","RCNY-L03-OBP1",21,608,"US/Eastern","RONY"
3318,"Durand Eastman Park West",291156,4789940,"18N","RCNY-L04-DEP1",21,609,"US/Eastern","RONY"
3319,"Durand Eastman Park East",292605,4789950,"18N","RCNY-L04-DEP2",21,609,"US/Eastern","RONY"
3320,"Turning Point Park North",287737,4791360,"18N","RCNY-C01-TPP1",21,609,"US/Eastern","RONY"
3321,"Turning Point Park South",287407,4789480,"18N","RCNY-C01-TPP2",21,609,"US/Eastern","RONY"
3322,"Seneca Park North",287219,4787820,"18N","RCNY-C01-SNP1",21,608,"US/Eastern","RONY"
3323,"Seneca Park South",287136,4786410,"18N","RCNY-C02-SNP2",21,608,"US/Eastern","RONY"
3324,"Maplewood Rose Park",286352,4784380,"18N","RCNY-C02-MWP1",21,609,"US/Eastern","RONY"
3325,"High Falls Terrace Park",287560,4782230,"18N","RCNY-S01-HFP1",21,609,"US/Eastern","RONY"
3326,"Brown Square Park",286710,4781930,"18N","RCNY-S01-BSP1",21,609,"US/Eastern","RONY"
3327,"Genesee Gateway Park",287868,4780640,"18N","RCNY-S01-GGP1",21,609,"US/Eastern","RONY"
3328,"Highland Park South",287829,4778330,"18N","RCNY-S01-HLP1",21,608,"US/Eastern","RONY"
3333,"Highland Park North",288160,4778870,"18N","RCNY-S01-HLP2",21,608,"US/Eastern","RONY"
3334,"Mount Hope Cemetery",287175,4779120,"18N","RCNY-S01-MHC1",21,609,"US/Eastern","RONY"
3335,"Genesee Valley Park North",285624,4777340,"18N","RCNY-S02-GVP1",21,608,"US/Eastern","RONY"
3336,"Genesee Valley Park South",283538,4776400,"18N","RCNY-S02-GVP2",21,608,"US/Eastern","RONY"
3337,"RIT West",281394,4773330,"18N","RCNY-S03-RIT1",21,610,"US/Eastern","RONY"
3340,"RIT East",282945,4774300,"18N","RCNY-S03-RIT2",21,610,"US/Eastern","RONY"
3341,"Brookdale Preserve",279432,4773030,"18N","RCNY-S03-BDP1",21,611,"US/Eastern","RONY"
3342,"Rachow Wildlife Management Area",279834,4796530,"18N","RCNY-L01-RWA1",21,607,"US/Eastern","RONY"
3343,"Badgerow Park",285455.78125,4792826,"18N","RCNY-L03-BRP1",21,607,"US/Eastern","RONY"
3344,"Greece Wild Space",286162,4793230,"18N","RCNY-L03-GWS1",21,607,"US/Eastern","RONY"
3345,"Durand Eastman Beach",290761,4791010,"18N","RCNY-L04-DEB1",21,609,"US/Eastern","RONY"
3513,"Ardenwood",544940.4375,4175981,"10S","ARD",29,690,"US/Pacific","SAFA"
3558,"Ardenwood 1",546496.1875,4176663.5,"10N","SFCA-O02-ARD1",29,690,"US/Pacific","SAFA"
3559,"Presidio 1",546566.5,4183467.25,"10N","SFCA-C01-PRE1",29,688,"US/Pacific","SAFA"
3560,"Presidio 2",547910.8125,4182856.75,"10N","SFCA-C01-PRE2",29,688,"US/Pacific","SAFA"
3561,"Sunset Boulevard 1",544424,4179538.25,"10N","SFCA-O01-SUN1",29,697,"US/Pacific","SAFA"
3562,"Brotherhood Way 1",545494.5,4174217.25,"10N","SFCA-O02-BRO1",29,698,"US/Pacific","SAFA"
3563,"Laguna Honda 1",547428.1875,4178564,"10N","SFCA-C02-LGH1",29,698,"US/Pacific","SAFA"
3564,"Lincoln Park 1",544118.375,4181829.75,"10N","SFCA-O01-LPK1",29,687,"US/Pacific","SAFA"
3565,"Lincoln Park 2",543034.125,4181107,"10N","SFCA-O01-LPK2",29,687,"US/Pacific","SAFA"
3566,"Golden Gate Park 3",546176.1875,4179971,"10N","SFCA-C01-GGP3",29,687,"US/Pacific","SAFA"
3567,"Pine Lake 1",545493.3125,4176836.75,"10N","SFCA-O02-PLK1",29,687,"US/Pacific","SAFA"
3568,"Lake Merced 2",543907.3125,4175077.5,"10N","SFCA-O02-LKM2",29,687,"US/Pacific","SAFA"
3569,"Alameny Farm 1",551090.125,4176415.25,"10N","SFCA-C03-ALA1",29,687,"US/Pacific","SAFA"
3570,"John McLaren Park 1",550823.5,4175070.25,"10N","SFCA-C03-JMP1",29,687,"US/Pacific","SAFA"
3571,"Interior Greenbelt 1",548229.125,4179310.75,"10N","SFCA-C02-IGB1",29,687,"US/Pacific","SAFA"
3572,"Douglas Playground 1",549415.875,4177987,"10N","SFCA-C02-DOU1",29,687,"US/Pacific","SAFA"
3573,"Mt Davidson 1",547919.125,4177046.25,"10N","SFCA-C02-MTD1",29,687,"US/Pacific","SAFA"
3574,"Golden Gate Park 4",547374,4180435.25,"10N","SFCA-C01-GGP4",29,687,"US/Pacific","SAFA"
3575,"Golden Gate Park 1",545021.125,4180532.75,"10N","SFCA-O01-GGP1",29,687,"US/Pacific","SAFA"
3576,"Buena Vista 1",549289.625,4180202.5,"10N","SFCA-C01-BVA1",29,687,"US/Pacific","SAFA"
3577,"Potrero Hill 1",553169.5,4178920.5,"10N","SFCA-D01-POT1",29,687,"US/Pacific","SAFA"
3578,"Pioneer Park 1",552307.625,4184220.25,"10N","SFCA-D01-PIO1",29,687,"US/Pacific","SAFA"
3579,"Russion Hill 1",550989.6875,4183978.25,"10N","SFCA-D01-RUS1",29,687,"US/Pacific","SAFA"
3580,"Bernal Hill 1",551879.6875,4177531,"10N","SFCA-C03-BER1",29,687,"US/Pacific","SAFA"
3581,"John McLaren Park 2",551988.875,4174561.5,"10N","SFCA-C03-JMP2",29,687,"US/Pacific","SAFA"
3582,"Bayview Hill 1",553743.1875,4174224.75,"10N","SFCA-C03-BVH1",29,687,"US/Pacific","SAFA"
3583,"West Sunset 1",544355.375,4177977.5,"10N","SFCA-O02-WSN1",29,687,"US/Pacific","SAFA"
3584,"Golden Gate Park 2",543634.8125,4180296,"10N","SFCA-001-GGP2",29,687,"US/Pacific","SAFA"
3585,"Glen Park 1",549201.3125,4176815,"10N","SFCA-C02-GLN1",29,687,"US/Pacific","SAFA"
3586,"John McLaren Park 3",550784.375,4174005.75,"10N","SFCA-C03-JMP3",29,687,"US/Pacific","SAFA"
3587,"Lake Merced 1",545095.625,4175765.25,"10N","SFCA-O02-LKM1",29,687,"US/Pacific","SAFA"
3588,"University of San Francisco 1",548133,4181419.75,"10N","SFCA-C01-USF1",29,692,"US/Pacific","SAFA"
4291,"Golden Gate Park 2",4305275,5146365,"10N","SFCA-O01-GGP2",29,687,"US/Pacific","SAFA"
2195,"Kirkwood Park",724581.875,4273464.5,"15N","KWP1",10,335,"America/Chicago","SLMO"
2205,"Memorial Plaza",743506.0625,4279316.5,"15N","MEP1",10,337,"America/Chicago","SLMO"
2206,"Lafayette Park",742281.25,4277750,"15N","LAF1",10,337,"America/Chicago","SLMO"
2207,"Tower Grove Park Site 1",739413.6875,4276587.5,"15N","TGP1",10,337,"America/Chicago","SLMO"
2208,"Clifton Heights Park",735852.9375,4277480,"15N","CHP1",10,337,"America/Chicago","SLMO"
2209,"Francis Park",734982.0625,4274364.5,"15N","FRP1",10,337,"America/Chicago","SLMO"
2210,"Resurrection Cemetery",732938.25,4272760,"15N","RRC1",10,332,"America/Chicago","SLMO"
2211,"Southwest Park",729242.8125,4272640.5,"15N","SWP1",10,343,"America/Chicago","SLMO"
2212,"Emmenegger Nature Park",723732.4375,4269653.5,"15N","EMG1",10,335,"America/Chicago","SLMO"
2213,"Simpson Park",720535.8125,4270277.5,"15N","SSP1",10,338,"America/Chicago","SLMO"
2214,"Buder South Park",718836,4268410,"15N","BDP1",10,338,"America/Chicago","SLMO"
2215,"World Bird Sanctuary",714678.9375,4268613,"15N","WBS1",10,341,"America/Chicago","SLMO"
2216,"Tyson Research Center Site2",712620.25,4267372.5,"15N","TRC2",10,339,"America/Chicago","SLMO"
2217,"West Tyson Park Site1",710385.125,4267355.5,"15N","WTP1",10,338,"America/Chicago","SLMO"
2218,"West Tyson Park Site3",710192.9375,4265229.5,"15N","WTP3",10,338,"America/Chicago","SLMO"
2219,"Route 66 State Park Site2",709174.25,4264537.5,"15N","RSP2",10,334,"America/Chicago","SLMO"
2363,"Arch Grounds",744864,4278500,"15N","ARH1",10,397,"America/Chicago","SLMO"
3092,"Powder Valley Conservation Nature Center",724102,4270884,"15N","PVC1",10,336,"America/Chicago","SLMO"
3093,"Unger Park",722917,4270234,"15N","UGP1",10,338,"America/Chicago","SLMO"
3094,"Meramec Landing Park",718829,4269472,"15N","MLP1",10,340,"America/Chicago","SLMO"
3095,"  Ohlendorf West Park",717294,4271033,"15N","OWP1",10,338,"America/Chicago","SLMO"
3096,"Tyson Research Center Site1",713613,4268150,"15N","TRC1",10,339,"America/Chicago","SLMO"
3097,"Tyson Research Center Site3",713293,4266041,"15N","TRC3",10,339,"America/Chicago","SLMO"
3098,"West Tyson Park Site2",711129,4265922,"15N","WTP2",10,338,"America/Chicago","SLMO"
3099,"Route 66 State Park",708456,4265285,"15N","RSP1",10,334,"America/Chicago","SLMO"
3100,"Lake Louie",742577.4375,4278951,"15N","LKL1",10,337,"America/Chicago","SLMO"
3101,"Benton Park",741768,4275710,"15N","BEN1",10,337,"America/Chicago","SLMO"
3102,"Tower Grove Bird Trail",737973.75,4276927.5,"15N","TGP2",10,337,"America/Chicago","SLMO"
3103,"Tilles Park",735918.9375,4276037.5,"15N","TLP1",10,337,"America/Chicago","SLMO"
3104,"River Des Peres",734212.125,4273480.5,"15N","RDP1",10,337,"America/Chicago","SLMO"
3105,"Blackburn Bird Sanctuary",731598,4273530,"15N","BBP1",10,343,"America/Chicago","SLMO"
3106,"Rayburn Park",727437.125,4271113,"15N","RBP1",10,333,"America/Chicago","SLMO"
3107,"Westborough Country Club",728027,4273220,"15N","WBC1",10,342,"America/Chicago","SLMO"
3108,"Shady Creek Nature Sanctuary",730018,4275399,"15N","SHC1",10,343,"America/Chicago","SLMO"
4257,"Simpson Park 2",720932,4270280,"15","SSP2",10,338,"America/Chicago","SLMO"
4329,"Harris Stowe State University 1",741588.9375,4279666,"15S","HSC1",10,1128,"America/Chicago","SLMO"
4330,"Peace Park",742894.3125,4283822.5,"15S","PCP1",10,337,"America/Chicago","SLMO"
4331,"Terry Park",740879.75,4277943.5,"15S","TRP1",10,337,"America/Chicago","SLMO"
2305,"Franklin Park 1",539350,5232700,"10N","G-FP1",13,382,"US/Pacific","TAWA"
2306,"Charlottes Blueberry Park 1",543422.4375,5226251,"10N","G-CBP1",13,382,"US/Pacific","TAWA"
2309,"Owens Beach",535487.875,5240075.5,"10N","P-OB",13,382,"US/Pacific","TAWA"
2310,"Rust Park",536875.3125,5238307,"10N","P-RP",13,382,"US/Pacific","TAWA"
2311,"Sewer Treatment Plant",538434.5625,5236995.5,"10N","P-STP",13,381,"US/Pacific","TAWA"
2316,"Dalco Passage Viewpoint",534489.5625,5240438.5,"10N","P-DPV",13,382,"US/Pacific","TAWA"
2317,"PDZA Main Playground",536408,5239290,"10N","P-PDP",13,382,"US/Pacific","TAWA"
2318,"Jane Clark Park",537440,5237040,"10N","P-JCP",13,382,"US/Pacific","TAWA"
2319,"Puget Creek Natural Area 1",538926.5,5236014,"10N","P-PCNA1",13,382,"US/Pacific","TAWA"
2320,"Puget Creek Natural Area 2",539001.125,5236057,"10N","P-PCNA2",13,382,"US/Pacific","TAWA"
2321,"Catherine Ursich Park",539988,5235632.5,"10N","P-CUP",13,382,"US/Pacific","TAWA"
2322,"Garfield Park",541039.4375,5235299.5,"10N","P-GP",13,382,"US/Pacific","TAWA"
2323,"Wright Park",541637.125,5234431,"10N","P-WP",13,382,"US/Pacific","TAWA"
2324,"McCormick Park",542039.25,542039.25,"10N","P-MCP",13,382,"US/Pacific","TAWA"
2325,"Gog-le-hi-te Wetlands 1",544647,5232890,"10N","P-GW1",13,385,"US/Pacific","TAWA"
2326,"McKinley Park 1",543869.5625,5231508,"10N","P-MKP1",13,382,"US/Pacific","TAWA"
2327,"McKinley Park 2",543544.5,5231450,"10N","P-MKP2",13,382,"US/Pacific","TAWA"
2328,"Lower Clear Creek",545843.5625,5231229.5,"10N","P-LCC",13,385,"US/Pacific","TAWA"
2329,"Upper Clear Creek Mitigation Site",546796.625,5230656.5,"10N","P-UCC",13,385,"US/Pacific","TAWA"
2330,"Swan Creek Park 1",545678.875,5230008,"10N","P-SCP1",13,382,"US/Pacific","TAWA"
2331,"Swan Creek Park 2",545624.375,5229907.5,"10N","P-SCP2",13,382,"US/Pacific","TAWA"
2332,"Chief Leschi High School",548323.4375,5228916.5,"10N","P-CLHS",13,380,"US/Pacific","TAWA"
2333,"Riverwalk Trail",552253.5625,5228004,"10N","P-RT",13,380,"US/Pacific","TAWA"
2334,"Clarks Creek Park",551505.375,5225549,"10N","P-CCP",13,380,"US/Pacific","TAWA"
2335,"Maplewood Spring",551258.3125,5224506.5,"10N","P-MS",13,380,"US/Pacific","TAWA"
2336,"Woodbine Cemetery",553029.125,5224204.5,"10N","P-WBC",13,380,"US/Pacific","TAWA"
2337,"Wildwood Park",554814.6875,5224622,"10N","P-WWP",13,380,"US/Pacific","TAWA"
2338,"Bradley Lake Park",554358.4375,5223381,"10N","P-BLP",13,380,"US/Pacific","TAWA"
2339,"Pierce College Puyallup",555415.375,5222948,"10N","P-PCP",13,380,"US/Pacific","TAWA"
2340,"Trek Entrance 1",554795,5196770,"10N","P-TE1",13,383,"US/Pacific","TAWA"
2341,"Red Wolf Service Road",555692.8125,5197156,"10N","P-RWSR",13,382,"US/Pacific","TAWA"
2342,"Ohop Loop Trail",555380.3125,5195714,"10N","P-OLT",13,382,"US/Pacific","TAWA"
2343,"Ohop Valley 1",550162,5190800,"10N","P-OV1",13,393,"US/Pacific","TAWA"
2344,"Fort Nisqually 1",535470.875,5239009.5,"10N","G-FN1",13,382,"US/Pacific","TAWA"
2345,"Fort Nisqually 2",535423.875,5239157,"10N","G-FN2",13,382,"US/Pacific","TAWA"
2346,"Salmon Beach",535535,5238409,"10N","G-SB",13,384,"US/Pacific","TAWA"
2347,"Vassault Park",536300.4375,5236384,"10N","G-VP",13,382,"US/Pacific","TAWA"
2348,"Kandle Park",537186,5235270,"10N","G-KP",13,382,"US/Pacific","TAWA"
2349,"Jefferson Park",538601.5625,5233888,"10N","G-JP",13,382,"US/Pacific","TAWA"
2350,"China Lake Park 1",537226,5232540,"10N","G-CLP1",13,382,"US/Pacific","TAWA"
2351,"China Lake Park 2",537044,5232574,"10N","G-CLP2",13,382,"US/Pacific","TAWA"
2352,"TCC Natural Area 1",536430,5232690,"10N","G-TCC1",13,382,"US/Pacific","TAWA"
2353,"Tacoma Nature Center 1",538484.4375,5231781.5,"10N","G-TNC1",13,382,"US/Pacific","TAWA"
2354,"Tacoma Nature Center 2",538575.5,5231997,"10N","G-TNC2",13,382,"US/Pacific","TAWA"
2355,"Allenmore Golf Course",540191.25,5232107.5,"10N","G-AGC",13,384,"US/Pacific","TAWA"
2356,"South Park",539315.375,5228726.5,"10N","G-SP",13,382,"US/Pacific","TAWA"
2357,"Wapato Park 1",541063.125,5226993.5,"10N","G-WP1",13,382,"US/Pacific","TAWA"
2358,"Wapato Park 2",541017.5,5227349.5,"10N","G-WP2",13,382,"US/Pacific","TAWA"
2359,"Oak Tree Park",539634.625,5226175.5,"10N","G-OTP",13,382,"US/Pacific","TAWA"
2361,"Wards Lake Park 1",539969.875,5225220,"10N","G-WLP1",13,382,"US/Pacific","TAWA"
2362,"Wards Lake Park 2",540043.0625,5225041.5,"10N","G-WLP2",13,382,"US/Pacific","TAWA"
2364,"China Lake Park 3",537040.125,5232645.5,"10N","G-CLP3",13,382,"US/Pacific","TAWA"
3238,"Colgate Park Trail",534152,5230260,"10N","B-CPT",13,584,"US/Pacific","TAWA"
3462,"Gog-le-hi-te Wetlands 2",544705.625,5232790,"10N","P-GW2",13,385,"US/Pacific","TAWA"
3463,"Gog-le-hi-te Wetlands 3",544474.875,5233047,"10N","P-GW3",13,385,"US/Pacific","TAWA"
3464,"McKinley Park 3",543620.8125,5231466,"10N","P-MKP3",13,382,"US/Pacific","TAWA"
3465,"University of Puget Sound 1",47.2643585205078,-122.483299255371,"10N","P-UPS1",13,677,"US/Pacific","TAWA"
3466,"Franklin Park 2",539320,5233000,"10N","P-FP2",13,382,"US/Pacific","TAWA"
3467,"UWT Giving Gardens",542368.0625,5232307,"10N","P-UWT",13,678,"US/Pacific","TAWA"
3468,"Trek Entrance 2",554854.75,519677.125,"10N","P-TE2",13,383,"US/Pacific","TAWA"
3469,"Ohop Valley 2",550048.5625,5190938,"10N","P-OV2",13,393,"US/Pacific","TAWA"
3470,"TCC Natural Area 2",536501.3125,5232713,"10N","G-TCC2",13,382,"US/Pacific","TAWA"
3471,"Irving Park",540642.0625,5231492.5,"10N","G-IP",13,382,"US/Pacific","TAWA"
3472,"South End Recreation Area",538535.9375,5227825.5,"10N","G-SERA",13,382,"US/Pacific","TAWA"
3473,"Wapato Hills Park 1",540171.6875,5228088.5,"10N","G-WHP1",13,382,"US/Pacific","TAWA"
3474,"Charlottes Blueberry Park 2",543422.4375,5226249,"10N","G-CBP2",13,382,"US/Pacific","TAWA"
3642,"Fox Island Nature Center",528564.6875,5233340,"10N","R-FINC",13,718,"US/Pacific","TAWA"
3643,"Fox Island Historical Society",528744.125,5232071.5,"10N","R-FIHS",13,717,"US/Pacific","TAWA"
3644,"Mowitch Dr",530234.0625,5231539,"10N","R-MD",13,384,"US/Pacific","TAWA"
3645,"12th Ave unmarked road",529955.0625,5231776.5,"10N","R-12A",13,384,"US/Pacific","TAWA"
3646,"1352 14th Ave",530698.875,5230795,"10N","R-14A1",13,384,"US/Pacific","TAWA"
3647,"Behind Cemetery",527601.3125,5233042,"10N","R-BC",13,716,"US/Pacific","TAWA"
3648,"730 10th Ct",529163.375,5233301.5,"10N","R-10C",13,384,"US/Pacific","TAWA"
3649,"1062 Paha View Dr",529225.8125,5230536,"10N","R-PVD",13,384,"US/Pacific","TAWA"
3650,"1173 14th Ave",530968.1875,5231558.5,"10N","R-14A2",13,384,"US/Pacific","TAWA"
3651,"1230 14th Ave",530358.125,5231256,"10N","R-14A3",13,384,"US/Pacific","TAWA"
3652,"991 Gway Dr",529096.75,5233467,"10N","R-GD",13,384,"US/Pacific","TAWA"
3653,"421 6th Ct",527659.25,5234559,"10N","R-6C",13,384,"US/Pacific","TAWA"
