"loc","mu_beta","var_beta","mu_rich","var_rich"
86,0.605361465201465,0.00537461480778692,10.0766,0.926917823564713
87,0.393089242424242,0.00958504793127683,6.5914,1.23589321864373
88,0.645858581418581,0.00445801140473153,11.2272,1.00258067613523
89,0.644663969363969,0.00446850941330965,11.1878,0.992729705941188
90,0.563590256410256,0.00659047644135391,9.1254,0.993073454690938
91,0.584569092574093,0.00503330535775717,9.573,1.29252950590118
92,0.581323096903097,0.00495342746872262,9.4902,1.1805400680136
93,0.563958434343434,0.00653854822925831,9.1342,1.0351973994799
94,0.537050945165945,0.00604610144433822,8.6006,1.26053174634927
95,0.529883615273615,0.00559038840837871,8.4552,1.20103316663333
96,0.626043099400599,0.00459458616812966,10.641,1.3551900380076
97,0.559757945387945,0.00841228392867198,9.1542,2.19646165233047
98,0.577334285159285,0.00518141584353501,9.4044,1.19109885977195
99,0.621334874292374,0.00552619401625204,10.5366,1.2973199039808
100,0.125194444444444,0.0193115773412934,4.65,1.31736347269454
101,0.577495224775225,0.00659196095905354,9.4476,1.26030630126025
102,0.615995057165057,0.00502429155867639,10.3556,1.01575179035807
103,0.184440609390609,0.00411025933297571,11.0366,0.911042648529706
104,0.184011411921412,0.00405322001351953,11.0314,0.937001440288058
105,0.117707078477078,0.00416533585535457,10.2118,1.06995475095019
106,0.120150626040626,0.00428020028882388,10.2422,1.10015919183837
107,0.0426640437340437,0.00381781166335368,9.422,1.20975795159032
108,0.0454547041847042,0.00407870763060244,9.4522,1.2367625125025
109,0.117779322899323,0.00408902972621172,10.2118,1.06395355071014
110,0.109251405261405,0.00355589203655672,10.1072,0.984705101020204
111,0.249998191808192,0.00418490572544359,12.0008,0.88817699539908
112,0.247587656510157,0.00411848272614447,11.96,0.849769953990798
113,0.12035066045066,0.00423885134016405,10.2432,1.07506877375475
114,0.127761574814075,0.00468327499791751,10.3368,1.15559687937588
115,0.116702165612166,0.00409574420681349,10.1982,1.03712418483697
116,0.125697303807304,0.00471267180027624,10.3134,1.17381520304061
117,0.12296687978688,0.00442715699845938,10.2764,1.10422388477696
118,0.118501833721834,0.00416390917241742,10.2212,1.07528561712342
119,0.213282612681436,0.00510992746426735,11.4634,1.21410326065213
120,0.191146267066267,0.00664429210628579,11.1796,1.56125609121824
121,0.127828455988456,0.00417772049946429,10.3338,1.14620680136027
122,0.152074995004995,0.00604219837364307,10.6526,1.37698863772755
123,0.0420535775335775,0.00385312307969823,9.4164,1.21485401080216
124,0.142673942723943,0.00537812278831012,10.5264,1.26955695139028
125,0.179726140526141,0.00377641063823119,10.9676,0.849920224044809
126,0.134453186813187,0.00260293930638406,9.9178,0.82920900180036
127,0.130617616827617,0.00231977508666523,9.8702,0.787109381876375
128,0.0359359052059052,0.0033533933330147,8.913,0.816794358871774
129,0.0442202097902098,0.00396514675748327,8.9966,0.884765393078616
130,0.131420748140748,0.0023836713856066,9.8798,0.787509461892378
131,0.211454625374625,0.00180830008399735,10.8736,0.782579555911182
132,0.0366320745920746,0.00348082111015473,8.9216,0.846822804560912
133,0.278405896603397,0.00215200136763758,11.8842,0.807351830366073
134,0.276162813020313,0.00206799719090676,11.8448,0.766066173234647
135,0.134427902097902,0.00252333447732331,9.9158,0.804071174234847
136,0.217858404928405,0.00222353531382928,10.97,0.870874174834967
137,0.209898524808525,0.00175996263684222,10.8508,0.759091178235647
138,0.14050480963481,0.00312320259035146,9.9952,0.915360032006401
139,0.137302466422466,0.00256642601494526,9.9508,0.837346829365873
140,0.212096267066267,0.00184937405677568,10.8832,0.791716103220644
141,0.292334571474277,0.00263144124382738,12.1304,0.966389117823565
142,0.205656256798757,0.00551677925809578,10.8576,1.46041432286457
143,0.217054977375566,0.00214323578335019,10.9566,0.83648373674735
144,0.238049392274392,0.00320589275441501,11.28,1.10862172434487
145,0.0322060528360528,0.00299899230208968,8.8758,0.79573350670134
146,0.235457369297369,0.00302103831699835,11.2378,1.0562624124825
147,0.211212893772894,0.00175037769813543,10.8694,0.775298699739948
148,0.0524733333333333,0.00440898423495836,9.3264,1.04167137427485
149,0.106812662892663,0.00435460601621543,9.877,0.80003100620124
150,0.109189242979243,0.00441892879545282,9.9048,0.821101180236047
151,0.0552659795759796,0.00459491479721457,9.356,1.06347669533907
152,0.188925258075258,0.00336982862680382,10.8674,0.793575955191038
153,0.0553196192696193,0.00452021798703483,9.3554,1.04690022004401
154,0.21542738011988,0.0029784053171558,11.2426,1.05395603120624
155,0.2128236996337,0.00278077793956652,11.2016,1.00595863172635
156,0.110139035409035,0.00458359676645922,9.9168,0.828043368673735
157,0.14893494949495,0.00347509599626881,10.3752,1.12144924984997
158,0.142795997335997,0.00303167728452807,10.2928,1.01167049409882
159,0.114970944610945,0.00492182319215571,9.9766,0.899432326465293
160,0.147772194472194,0.00332872133414149,10.3582,1.0861099819964
161,0.139890081030081,0.00291529664749307,10.258,1.02804160832166
162,0.225024056776557,0.00330289421055921,11.3886,1.1494199239848
163,0.187085666555667,0.00510316881425288,10.8888,1.46632782556511
164,0.143809696969697,0.00316770248782984,10.3094,1.08708905781156
165,0.215955881618382,0.00482648484435661,11.2692,1.11255387077415
166,0.0478535586635587,0.00406496330155833,9.2792,1.03265389077816
167,0.213517866300366,0.00465431959078686,11.2306,1.06123588717744
168,0.150179826839827,0.00341773493013867,10.3862,1.04365829165833
169,0.34592416028416,0.00561186068866232,9.0648,0.944389837967594
170,0.158776572871573,0.0098217426615278,7.077,0.952061412282456
171,0.0916501803751804,0.0102167231989328,6.5804,1.20737731546309
172,0.409525104895105,0.00440188891143868,10.0262,0.902894138827765
173,0.205939509379509,0.00606152353322268,7.4874,1.12686661332266
174,0.474303707958708,0.00364085064613044,11.2598,1.03411078215643
175,0.472704662004662,0.00369990238423914,11.2254,1.01039691938388
176,0.346255264180264,0.00561068157361364,9.0682,0.920932946589318
177,0.382818428238428,0.00407115715951813,9.6088,1.28882032406481
178,0.375761636141636,0.00371996967342291,9.4894,1.1621200640128
179,0.350643694638695,0.00593473083921086,9.1382,1.01530382076415
180,0.381052515817516,0.00394171078129877,9.5768,1.2287475095019
181,0.300263762903763,0.00446725627390668,8.4796,1.20022388477696
182,0.443125657381834,0.00385979665475847,10.646,1.34135227045409
183,0.423591714119214,0.00609773862555537,10.3382,1.71216319263853
184,0.426420606060606,0.00386028238544342,10.323,1.07288557711542
185,0.4343821001221,0.00517526206773915,10.4998,1.28705737147429
186,0.0837197186147186,0.00969171450855697,6.5204,1.18782140428086
187,0.367297806082806,0.00648005734741035,9.3954,1.19089701940388
188,0.426615477855478,0.00394860117496167,10.3232,0.970535867173435
189,0.18288481962482,0.00464590219933664,8.164,1.05651530306061
190,0.267007236652237,0.00304728821710706,9.075,0.936362272454491
191,0.340065573315573,0.00233178375096459,10.0672,0.932070574114823
192,0.172452142857143,0.00394791577599011,8.051,0.942187437487497
193,0.439618817114258,0.00271463789627804,11.8518,0.773991558311662
194,0.437791779348103,0.00265387607034147,11.8104,0.730998039607922
195,0.268989873459873,0.00315057321830493,9.1028,0.982428645729146
196,0.345661839271839,0.00264564070408599,10.1616,1.03089161832366
197,0.338418443778444,0.00228224642314819,10.0414,0.928271694338868
198,0.271387114552115,0.00343648197503108,9.1382,1.03810838167634
199,0.272284012654013,0.00318197756529542,9.1468,1.03505677135427
200,0.338012693972694,0.00230691867109173,10.0346,0.907584356871374
201,0.414856544093162,0.00307272154516797,11.373,1.1581026205241
202,0.383401471583972,0.00486129776658413,10.8312,1.44019459891978
203,0.391614145021645,0.00283572227850683,10.9188,0.807568073614723
204,0.36687567987568,0.00357229773523955,10.5248,1.26963888777756
205,0.0543338311688312,0.00617022820634952,7.0656,0.965889817963593
206,0.36062185037185,0.00337893888495457,10.4166,1.20608565713143
207,0.387272171162171,0.00256213832955968,10.8346,0.74579199839968
208,0.230115,0.00916033692628548,6.201,1.06001100220044
209,0.528198944388944,0.00359743754854484,10.0284,0.924578355671134
210,0.328744595959596,0.0049731643243686,7.069,0.998038607721544
211,0.601662835497836,0.00358041833081656,11.8924,0.798982036407281
212,0.60022276591056,0.00348444357299039,11.8442,0.781282616523305
213,0.477997610722611,0.00438994789765519,9.0738,0.93093974794959
214,0.534767995337995,0.00387244360444974,10.1826,1.02546233246649
215,0.527969437229437,0.00361801895796375,10.0234,0.911834806961392
216,0.482585186480187,0.00458532397359147,9.1648,1.06025301060212
217,0.485306118326118,0.00390800841490069,9.2028,1.05228261652331
218,0.477252346542347,0.0044435904806485,9.0622,0.942119583916783
219,0.581555424085718,0.00372983255935143,11.333,1.12673634726945
220,0.513945521765816,0.00662683469931301,9.8498,1.9876374874975
221,0.530111741591742,0.00400201771348547,10.0808,0.970065373074615
222,0.548264490574785,0.00403468674488909,10.5064,1.28701644328866
223,0.0843212698412698,0.0121748806633083,5.2452,1.114899939988
224,0.493616179376179,0.00486743390842322,9.3772,1.18555727145429
225,0.56234335997336,0.0035349175005608,10.8058,0.726631686337267
226,0.501131223221223,0.00541930995924882,10.0442,0.916429645929186
227,0.331502662337662,0.00682794082073303,7.516,1.14957391478296
228,0.556302656510157,0.00435851904097333,11.2888,1.02239903980796
229,0.554664057609058,0.0042954134491864,11.2446,1.01777439487898
230,0.447775497280497,0.00655577383189978,9.0838,0.946166793358672
231,0.479599611499612,0.00478948716119754,9.6336,1.27120528105621
232,0.47334537962038,0.00454379581500931,9.5086,1.15615727145429
233,0.451263814518815,0.00668198449018409,9.1492,1.04794894978996
234,0.478674126429126,0.00474982406908713,9.6142,1.23400516103221
235,0.409986261516261,0.00526073330175342,8.4994,1.22304424884977
236,0.530318645521145,0.00446328194046457,10.676,1.34729345869174
237,0.487612211677212,0.00737852633390471,9.8674,1.95260776155231
238,0.470706731046731,0.00514091197509726,9.4726,1.19668857771554
239,0.521985017482517,0.00591004380936609,10.5164,1.2571824764953
240,0.10035246031746,0.0135161600379978,5.6496,1.31468277655531
241,0.465403039183039,0.00702014967253194,9.408,1.21057811562312
242,0.51595926961927,0.00480974671037791,10.347,0.990389077815563
243,0.030738021978022,0.00266650466740269,9.9338,0.84598675735147
244,0.188746616716617,0.00315679743851489,11.8626,0.779877215443088
245,0.186003404928405,0.00305256084249911,11.82,0.741348269653931
246,0.0432224575424575,0.00349116946809159,10.0716,0.928259091818364
247,0.0517703829503829,0.00416622951608529,10.1696,1.00263636727345
248,0.0393866067266067,0.00328463674829679,10.0288,0.891748909781956
249,0.0490065034965035,0.00406981829823717,10.1406,1.02503664732947
250,0.0464203263403263,0.00376694475291378,10.1084,0.958841208241648
251,0.0402800666000666,0.00337656071313506,10.039,0.902459491898379
252,0.149996362901804,0.00434203440823194,11.3472,1.12407697539508
253,0.160017158674659,0.0051856640307914,11.492,1.194974994999
254,0.119041471861472,0.00348645879235449,10.9298,0.823836727345469
255,0.0798962579087579,0.00555973825067249,10.5008,1.28425621124225
256,0.0390635131535132,0.00324401016192314,10.0258,0.906115583116623
257,0.0702429462204462,0.0051663236836301,10.3846,1.16731630326065
258,0.10889373959374,0.00285632830544559,10.7968,0.731656091218244
259,0.56716709040959,0.00377862850831582,11.3148,1.02390574114823
260,0.565589037629038,0.00383167132896535,11.2734,0.986049649929986
261,0.45301817016317,0.00662647054045524,8.9756,0.868378315663133
262,0.48828323953824,0.0046382161982577,9.5878,1.24253966793359
263,0.48052026029526,0.00443586442792016,9.4332,1.09695715143029
264,0.458144323454323,0.00650776764909748,9.0664,0.990589157831566
265,0.430194154179154,0.00499364071799693,8.617,1.26936487297459
266,0.480370769230769,0.00425696642042937,9.4288,1.13675791158232
267,0.537837159768336,0.00409092143540524,10.6116,1.30460636127225
268,0.49337678987679,0.00646985996955933,9.7554,1.94475979195839
269,0.527741813741814,0.00408815008201452,10.3724,1.06953214642929
270,0.527939583749584,0.00552054625412456,10.4168,1.23212418483697
271,0.243768145743146,0.00821177094814688,6.525,1.18921284256851
272,0.520700442890443,0.0056033524597214,10.2522,1.09281372274455
273,0.524068798978799,0.00402119882494256,10.2834,0.940472534506902
274,0.0356861266184796,0.00275877043730137,11.1798,1.02207637527506
275,0.0942729370629371,0.00254617246907315,11.889,0.810441088217643
276,0.0416254612054612,0.00303810933783391,11.2524,1.06490722144429
277,0.0383234781884782,0.0027273774829398,11.208,0.97133026605321
278,0.0969238677988678,0.00266376002844602,11.9262,0.846122784556911
279,0.0433275974025974,0.00305621819678438,11.2712,1.03345725145029
280,0.0340375707625708,0.00253927337795039,11.1582,0.994571674334867
281,0.0545971083818143,0.0037163858650179,11.4172,1.22378891778356
282,0.0775459802942156,0.00478629359438284,11.7118,1.32260528105621
283,0.0360052081252081,0.0027355814839882,11.1832,1.01864148829766
284,0.117822646862941,0.00387203976018437,12.2264,1.05895483096619
285,0.0369035306360306,0.00263123164852655,11.191,0.972713542708542
286,0.116634776889777,0.0036901343925358,12.208,1.04814562912583
287,0.0481255236430236,0.00313723688907758,11.328,1.02582116423285
288,0.0944534698634699,0.00255453049373024,11.843,0.762903580716143
289,0.042761207958708,0.00308332534744663,11.221,1.03876675335067
290,0.0387780852480853,0.00270584367155416,11.1688,0.956097779555911
291,0.0982652589077589,0.00286078699833945,11.8976,0.817677775555111
292,0.0440216483516484,0.00310807337787074,11.2344,1.00165697139428
293,0.0351501465201465,0.00263444371778619,11.1262,0.94846325265053
294,0.0550310995866878,0.00377314481568835,11.3766,1.18220888177635
295,0.0782494522144522,0.00492277058336204,11.6754,1.30749633926785
296,0.0373602497502497,0.00273999859242593,11.1546,1.00329949989998
297,0.118526709858769,0.00382805764939837,12.187,1.03423784756951
298,0.0368743656343656,0.00266944148363863,11.146,0.94127225445089
299,0.117197591575092,0.00370221829393108,12.1672,1.02144844968994
300,0.0482165176490176,0.00311863096521279,11.2832,0.991596079215843
301,0.149447723387723,0.00345298990220588,10.2054,1.04461976395279
302,0.138291318681319,0.0027135129858823,10.0626,0.92126549309862
303,0.0532932145632146,0.00482982080957495,9.1832,1.06665109021804
304,0.14431931956932,0.00312310895291484,10.1396,0.992310302060412
305,0.139082677322677,0.00282672594662455,10.0738,0.946942948589718
306,0.236332652347652,0.00379740145916466,11.3696,1.14642512502501
307,0.246127578255078,0.00450464745946541,11.5278,1.23067329465893
308,0.209432594072594,0.00310999983356985,10.9638,0.841857931586317
309,0.175136114441114,0.0047222555225832,10.5422,1.2664724544909
310,0.0422268187368187,0.00393193955912132,9.0674,0.957848809761953
311,0.165272659007659,0.00414728630895226,10.4104,1.20101204240848
312,0.200198907758908,0.00260807527438451,10.828,0.728161632326465
313,0.164565211455211,0.00421506044465895,9.5658,1.26392314462893
314,0.216374535464535,0.00441934597631674,10.1848,1.06086113222645
315,0.170539421134421,0.00444215891035875,9.6398,1.34112418483697
316,0.158211297036297,0.00371369016701251,9.49,1.25495099019804
317,0.252413804251304,0.00420776698204861,10.6898,1.41785953190638
318,0.265205886335886,0.00539763622921586,10.89,1.47819563912783
319,0.227415274170274,0.00375902909330151,10.3274,1.11923308661732
320,0.245868934121434,0.0056848819103028,10.6074,1.34273378675735
321,0.162668737373737,0.0039933795611168,9.541,1.2305651130226
322,0.239301329226329,0.00549887445906877,10.5122,1.30051126225245
323,0.236463603063603,0.00395802214003539,10.4504,1.1009600320064
324,0.121738623598624,0.0055590926883058,10.1182,1.00202916583317
325,0.0670125030525031,0.00541762826628639,9.538,1.21519903980796
326,0.0554129892329892,0.00469204823895362,9.4152,1.17464388877776
327,0.161252262737263,0.00501681233705173,10.6054,1.32195523104621
328,0.180236923354423,0.00638991038052392,10.8662,1.43298415683137
329,0.136003385503386,0.00461874291211212,10.2804,1.03558295659132
330,0.151701277056277,0.00688581579744755,10.4972,1.26704556911382
331,0.0589552347652348,0.00489936137736103,9.4508,1.16021140228046
332,0.142582133144633,0.00647478996397228,10.378,1.16614922984597
333,0.138412423132423,0.00464905946092681,10.3058,0.957677895579116
334,0.143803512043512,0.00297576031083002,10.1826,1.0510674534907
335,0.134654465534466,0.00249327009428877,10.0688,0.98346325265053
336,0.237654140369434,0.00357869523402372,11.4438,1.21828521704341
337,0.243474923703747,0.00396005873990354,11.536,1.23175035007001
338,0.207493003663004,0.0023357104210918,10.983,0.87248549709942
339,0.173943187923188,0.00462467604634117,10.5794,1.35356635327065
340,0.0423594338994339,0.00378318699555492,9.113,1.00963292658532
341,0.167069652292152,0.0042743464685195,10.4864,1.28407185437087
342,0.206886353646354,0.00222111706957337,10.9742,0.889312222444489
343,0.156689492174492,0.0040777539486534,9.4982,1.20623800760152
344,0.250425836108336,0.00436686025849148,10.6906,1.40195203040608
345,0.216075963480963,0.00801225602868262,10.2668,1.63754526905381
346,0.226163888333888,0.00421189629958607,10.34,1.07301460292058
347,0.240236098901099,0.00626292675515842,10.5606,1.31379039807962
348,0.0618443783993784,0.00566235503726429,8.5564,1.24386781356271
349,0.232764031246531,0.00591821195134764,10.4506,1.22460456091218
350,0.230293716283716,0.00458374440728775,10.3966,1.02631370274055
351,0.258513361638362,0.00443437322281816,10.5602,1.31583912782557
352,0.27475991980242,0.00529928625805628,10.8114,1.45772158431686
353,0.234489060939061,0.00386845613724183,10.2108,1.01936723344669
354,0.253539379509379,0.00576807569018916,10.4998,1.25785153030606
355,0.0678527516927517,0.00607236578006381,8.415,1.16620824164833
356,0.166475694860695,0.0072796201206988,9.4142,1.21688173634727
357,0.242350135420135,0.00404988851285845,10.3184,1.02162576515303
358,0.14968333847525,0.00515872994241703,11.8104,1.38672918583717
359,0.118618538765156,0.00393105197345431,11.3772,1.17635543108622
360,0.136340595515596,0.00299216436274156,11.6082,1.29455167033407
361,0.0525825208125208,0.00375372161153966,10.5946,1.33571798359672
362,0.128544664681724,0.00258678288795747,11.499,1.2294448889778
363,0.123799005210476,0.00374892407048993,11.4414,1.1451950790158
364,0.165919104229104,0.00772570980929778,10.3248,1.66723840768154
365,0.269453408209438,0.00917570346928529,11.791,1.40199939987998
366,0.0533506615606616,0.00474208384298836,9.1196,2.16772938587718
367,0.269210226342285,0.0090105532243,11.7848,1.38476591318264
368,0.216007414252414,0.00930920308341445,10.9868,1.44731522304461
369,0.218108597236097,0.00479012397154375,11.3202,1.13069809961992
370,0.0540125996225996,0.00455514921866321,9.363,1.12585617123425
371,0.216370074925075,0.00470058268332111,11.2932,1.10505477095419
372,0.148942703962704,0.00404467665435803,10.3946,1.06870458091618
373,0.0347669114219114,0.00285621063678462,10.4946,1.25622208441688
374,0.0533024935848465,0.00404088544786081,10.7128,1.40739763952791
375,0.0988771245421246,0.00305028182239343,11.2284,1.06884720944189
376,0.692272054057054,0.00639858989311313,9.3946,1.22353554710942
377,0.720029657009657,0.00512822820856081,10.289,0.957270454090818
378,0.196536421911422,0.00246113791787501,11.1574,0.977220684136827
379,0.423322532220961,0.00884576340596418,12.8264,2.53156935387077
380,0.354388373864697,0.0101536061357016,11.4562,2.29334022804561
381,0.364442644708233,0.00821753363416641,11.6018,2.10645805161032
382,0.130297671772672,0.0119385376595631,8.5396,2.46972578515703
383,0.287000902430902,0.0124429728607732,10.4088,2.58219899979996
384,0.106474965034965,0.0101002014034056,8.298,2.34006401280256
385,0.394011086217704,0.0102394628875951,12.223,2.50657231446289
386,0.431796432533754,0.0076302099309528,13.0024,2.73054034806961
387,0.378752212232212,0.00976260040575533,11.9334,3.00796603320664
388,0.382086150352915,0.00909169472829628,11.9652,2.4680825765153
389,0.364262477751007,0.00901053740934592,11.5948,1.77536803360672
390,0.407971091147415,0.00939600459511975,12.4872,2.23068229645929
391,0.0789539732489732,0.00853982386921653,8.0538,2.39418439687938
392,0.304589038739039,0.00994369015052503,10.609,1.85689037807561
393,0.222238473470973,0.00961693278657196,9.4942,2.06677971594319
394,0.135109188034188,0.00521501651826773,8.525,2.11939887977596
395,0.222385308580309,0.00958841115890231,9.4922,2.00874090818164
396,0.296954545732046,0.00991034787590953,10.4976,1.96158655731146
397,0.217325896048396,0.0103617349362908,9.4766,2.69519147829566
398,0.29242881877926,0.00910836899491025,10.4242,2.01825801160232
399,0.161358754023754,0.00733749761529467,8.8056,2.21025069013803
400,0.209247676212676,0.00872084834241901,9.3248,1.94289353870774
401,0.219247177267177,0.00942888011691205,9.4526,2.00015327065413
402,0.221750398490398,0.00955353815469041,9.4876,2.06145853170634
403,0.222181656121656,0.00967892793728559,9.4918,2.02953866773355
404,0.217961820679321,0.00924109561773787,9.4366,2.02558555711142
405,0.207390197580198,0.00854629863571204,9.304,1.9795799159832
406,0.162003298368298,0.00734185211295445,8.8138,2.23477651530306
407,0.241052297147297,0.0105157385374901,9.7418,2.17276731346269
408,0.196625557220557,0.00980402049784989,9.2178,2.43445005001
409,0.157417446997447,0.00717220029879571,8.7648,2.21232342468494
410,0.170931341436341,0.00816508796956179,8.9162,2.29203596719344
411,0.158746452158952,0.00733607538270671,8.7802,2.23273450690138
412,0.135721805416805,0.00940749798339827,8.5548,2.10501796359272
413,0.161119892884893,0.00752787999258342,8.8026,2.16726669333867
414,0.223812593240093,0.00953074338120414,9.513,2.08584816963393
415,0.30908695667078,0.0102041551077991,10.6944,2.13983660732146
416,0.230706588966589,0.0098623959593342,9.606,2.19400280056011
417,0.153110019425019,0.0068327543853685,8.72,2.24044808961792
418,0.215314491619492,0.0109206543307694,9.4372,2.35332682536507
419,0.17464262959263,0.00812796851087426,8.9602,2.39589513902781
420,0.212144741369741,0.00998880177952249,9.4114,2.71029209841968
421,0.21505118048618,0.00915878358477934,9.3986,1.96851174234847
422,0.1782813003663,0.00862711357110521,8.9986,2.30345873174635
423,0.386823439273145,0.00916678248805393,12.0416,2.06188181636327
424,0.413986275897305,0.00614725782781268,12.2536,1.99848673734747
425,0.369501516669605,0.0071191140522014,11.4064,2.11646233246649
426,0.249314801309801,0.00538347160937701,9.5818,2.27816439287858
427,0.454439663099199,0.00655330500620954,13.191,2.31978295659132
428,0.415458914174061,0.00625812247415845,12.2876,2.01728969793959
429,0.197817766122766,0.00748597689427186,9.006,2.48366073214643
430,0.325850015817516,0.00552581461979839,10.6556,2.22543372674535
431,0.187629291264291,0.0107591817432106,8.9116,2.40706685337067
432,0.363350948218448,0.00663288667444666,11.2838,2.0000575715143
433,0.436182686822981,0.00533177544587646,12.732,2.21301860372074
434,0.260133631923632,0.00607333946109436,9.7296,2.34455275055011
435,0.157128151570652,0.011463794493356,8.6244,2.82989061812362
436,0.422418928506134,0.00461280887385057,12.4098,2.12708937787558
