"loc","mu_beta","var_beta","mu_rich","var_rich","na_count"
"10075",0.254743744949207,0.00510672091931052,10.1164,1.6075725545109,0
"10076",0.336856137355129,0.00515645098957471,12.085,1.49047309461892,0
"10077",0.251470416519288,0.00499206081256222,9.4166,1.63697183436687,0
"10078",0.159853082332991,0.00571094688225102,9.8382,1.97001476295259,0
"10079",0.259813746334505,0.00467583814230555,9.6186,1.7294799359872,0
"1008",0.229279502551112,0.00698406610448674,7.4838,1.54524660932186,0
"10080",0.245871667059104,0.00642978567711678,10.0954,1.99589801960392,0
"10081",0.407757673241791,0.0142742720153673,9.7596,2.13263436687337,0
"10082",0.492882920064112,0.0124590618967961,8.7682,1.88004476895379,0
"10083",0.420117687828168,0.00803992358642962,9.511,1.72582416483297,0
"10084",0.412959501820849,0.00800995423887066,8.8558,2.0054074414883,0
"10085",0.71044561756441,0.0110790144022536,10.567,1.84828065613123,0
"10086",0.652852737034208,0.00556906213957016,11.7358,1.7451473894779,0
"10087",0.934037141747142,0.0126665606222464,7.8216,0.73031950390078,0
"10088",0.753796269916874,0.00884455469681314,11.0262,0.914896539307861,0
"10089",0.736399507681861,0.00865147260353797,9.1186,1.00233450690138,0
"1009",0.291896301998655,0.0116254415405244,6.5804,1.81789941988398,0
"10090",0.909302745163333,0.0152859880507752,8.8112,2.14438343668734,0
"10091",0.683860906922455,0.0121944711246889,10.0668,1.35900956191238,0
"10092",0.749009493839494,0.00655028090440136,8.6262,2.02167789557912,0
"10093",0.745082863215216,0.00708135252338273,8.708,1.42462092418484,0
"10094",0.669156251526252,0.0129879255139238,7.3506,1.1519100220044,0
"10095",0.683757199891612,0.0129068581456489,9.3052,1.15508397679536,0
"10096",0.670912142857143,0.0139286847093401,8.3314,1.72111826365273,0
"10097",0.611196085166983,0.00465089102604138,9.415,1.21981896379276,0
"10098",0.73388675148381,0.00879485404882049,9.0566,1.67293102620524,0
"10099",0.52863583971584,0.00685333675838095,7.6336,1.21679439887978,0
"101",0.459632595383633,0.0057733320392952,9.4594,1.23499863972795,0
"1010",0.218037618920467,0.00666924489972813,7.1768,1.41742524504901,0
"10100",0.558390846963494,0.00535576289113685,8.0758,0.926239607921584,0
"10101",0.747251280223045,0.00798683008633765,9.689,1.40976095219044,0
"10102",0.46830798978799,0.00486284215856183,5.9984,0.883774194838968,0
"10103",0.559908708426077,0.00584052937682977,8.2624,1.09856595319064,0
"10104",0.778167164261607,0.00654665683875037,11.1548,0.98023300660132,0
"10105",0.529527540792541,0.00507541924356656,7.2754,1.05736631326265,0
"10106",0.586426155511156,0.00592798823355784,9.0572,1.59904796959392,0
"10107",0.534830975690976,0.00527213798444707,7.4696,1.15930770154031,0
"10108",0.702038074670428,0.0109533356491939,9.063,1.57214542908582,0
"10109",0.56483665001665,0.0213146030773104,6.5798,2.3152950190038,0
"1011",0.405983177933178,0.0110999265665861,6.2594,1.37358635727145,0
"10110",0.557155471195471,0.0192860492909354,4.881,1.5051400280056,0
"10111",0.904289268509268,0.018417589530177,7.4664,1.20271158231646,0
"10112",0.618507223887224,0.0139512038877946,5.6696,1.46632910582116,0
"10113",0.199462050304757,0.00505941358353999,12.8376,1.91560936187237,0
"10114",0.423701911571774,0.00444781169262082,10.9402,2.00862568513703,0
"10115",0.367718320711843,0.00487670158722514,13.551,1.74654830966193,0
"10116",0.255712883809958,0.00429347230104228,11.1676,2.08232670534107,0
"10117",0.399467712583807,0.0102221156746992,11.5102,2.28635323064613,0
"10118",0.244978733481088,0.00467478954083987,11.969,2.18847669533907,0
"10119",0.378832610373638,0.00802628582282775,11.773,2.42595619123825,0
"1012",0.132418845925317,0.0083642240700791,6.0448,1.29545205041008,0
"10120",0.392644114608354,0.00729471656981752,11.9782,2.07453966793359,0
"10121",0.402588718222027,0.00563395681794423,11.265,2.12359971994399,0
"10122",0.303397042643078,0.00576476722734332,11.93,1.91788357671534,0
"10123",0.457801987042407,0.00873178360746739,12.5202,2.1152150030006,0
"10124",0.247551242372311,0.00528239112065564,11.8036,1.98782460492098,0
"10125",0.283812805662548,0.00613036542764705,11.3496,2.17701524304861,0
"10126",0.383524316610492,0.00666248629759105,11.893,1.86032306461292,0
"10127",0.219994314045985,0.00484335796448705,10.7484,1.8758726145229,0
"10128",0.336648000296847,0.00568530680618054,12.2526,2.11921708341668,0
"10129",0.375101453948155,0.00621998538661433,10.581,1.86541208241648,0
"1013",0.142582723550959,0.00851244227728833,6.2108,1.36343604720944,0
"10130",0.369443911838898,0.00724679065898638,12.182,1.65680736147229,0
"10131",0.22997100748362,0.00368095051670069,12.1936,2.10013906781356,0
"10132",0.389517264290517,0.00658995451518824,11.6168,1.81552086417283,0
"10133",0.296514861232091,0.00614169086365938,12.0732,1.99384052810562,0
"10134",0.487739093751868,0.00795320664810643,12.5814,1.68731150230046,0
"10135",0.292019066898149,0.0061257648317977,11.5616,2.20264596919384,0
"10136",0.466769037327793,0.01293693492344,11.4184,2.47743692738548,0
"10137",0.553989770167913,0.0106826039198966,10.455,2.28523204640928,0
"10138",0.486818614968511,0.00730597005676431,11.2248,2.06347765553111,0
"10139",0.455318715074056,0.00845376837443776,10.3534,2.30656975395079,0
"1014",0.14313981018981,0.00849547324362921,6.2192,1.41143364672935,0
"10140",0.365333238989514,0.0038276818040235,11.7334,1.74307305461092,0
"10141",0.317145722163087,0.0040774196760218,14.252,1.52720144028806,0
"10142",0.219644426982115,0.00391949634548902,11.9554,1.89138911782356,0
"10143",0.360494763069245,0.00770085690215392,12.434,1.98724144828966,0
"10144",0.202776351014216,0.00512131848130636,12.6478,1.81251766353271,0
"10145",0.389609607966678,0.00755650259057911,13.1186,2.00253454690938,0
"10146",0.291908318923689,0.0044379990854724,12.3088,2.05985453090618,0
"10147",0.337418280265494,0.00536785375371472,11.9592,1.82390014002801,0
"10148",0.201333171543208,0.00420530819731976,12.106,1.90914582916583,0
"10149",0.419675551395607,0.0093543828335385,13.479,1.72270354070814,0
"1015",0.141239197860963,0.00858445290213145,6.1924,1.37445713142629,0
"10150",0.208736473389364,0.00426617369513054,12.5382,1.76409357871574,0
"10151",0.290728690013725,0.00668460037475374,12.5714,1.75365277055411,0
"10152",0.255717383278209,0.00440341347375105,11.9576,1.85057235447089,0
"10153",0.267447394218919,0.00433771655244912,12.3086,1.65009605921184,0
"10154",0.331332195735585,0.00588927943010176,13.4014,1.66541112222444,0
"10155",0.414268246216953,0.00539282600539731,12.1592,1.55336603320664,0
"10156",0.217016738064541,0.0037786447075296,11.969,1.87561412282457,0
"10157",0.243306391980804,0.0035470215568852,13.4408,1.64882512502501,0
"10158",0.323628799562577,0.00544082285278015,12.275,1.62970094018804,0
"10159",0.195187229037339,0.00444006239116387,12.2354,1.95237731546309,0
"1016",0.138257651335593,0.00835711898688951,6.179,1.35242948589718,0
"10160",0.359043295999823,0.00488906487537832,12.753,1.71433386677335,0
"10161",0.232214393576693,0.0056990535511205,12.1496,1.93600704140828,0
"10162",0.419771570118116,0.0120068957770899,12.3388,1.98121080216043,0
"10163",0.56174262834563,0.0113505777805998,11.9156,1.85004664932987,0
"10164",0.458321430221549,0.00866870390857275,12.3238,1.63328021604321,0
"10165",0.496079729704271,0.00820976124829426,11.992,1.91391878375675,0
"10166",0.44327150916507,0.00277857876869053,11.2358,1.10201876375275,0
"10167",0.229390342787587,0.00338722884856698,8.3144,1.15898443688738,0
"10168",0.275876394372741,0.00877660211831918,7.8478,2.1486648929786,0
"10169",0.410404791687501,0.00397173264179055,10.5586,1.61728949789958,0
"1017",0.163390833219068,0.00943698926643502,6.3792,1.59692674534907,0
"10170",0.452861561532723,0.00732543818691437,9.324,1.80818563712743,0
"10171",0.193751527966358,0.0056165303671175,7.7632,1.46821940388078,0
"10172",0.281566314138218,0.00461784414425597,7.5858,1.34970830166033,0
"10173",0.37071829617407,0.00438036255157813,9.639,1.34014702940588,0
"10174",0.563852646452275,0.00878521038256026,10.1166,1.56651774354871,0
"10175",0.284858653439783,0.00341496423150774,9.4278,1.2518375275055,0
"10176",0.454417275096764,0.00690357624847409,9.7568,1.44634302860572,0
"10177",0.324080405047309,0.0043436345027385,8.5812,1.15763808761752,0
"10178",0.505718248052257,0.00316183296484416,10.031,0.87621424284857,0
"10179",0.375168497563668,0.00445775654761865,9.6862,1.42201396279256,0
"1018",0.26209393051393,0.00963212160341474,6.2826,1.37461216243249,0
"10180",0.581372822373705,0.00540575691326123,8.774,0.690262052410482,0
"10181",0.470694520898778,0.00565802856330403,9.9538,0.845434646929386,0
"10182",0.330843803515026,0.00230482011657443,10.3476,1.14380300060012,0
"10183",0.453014769212556,0.00484250663074139,9.0506,0.887417123424685,0
"10184",0.256753643875904,0.00456965971081697,9.0584,1.57050354070814,0
"10185",0.453499297369297,0.00523640246645474,9.2144,0.996231886377275,0
"10186",0.324350882249845,0.00602997847637463,9.0424,1.55931410282056,0
"10187",0.583868442785285,0.017322193495195,8.9702,1.95930382076415,0
"10188",0.644991328671329,0.0157715017854772,7.5544,1.27569577915583,0
"10189",0.366435558069382,0.00681232483355554,7.4206,1.17273018603721,0
"1019",0.295987957943329,0.0100717542500739,6.849,1.72694438887778,0
"10190",0.513629227733051,0.00851425654967571,7.544,1.35873574714943,0
"10191",0.372296301230679,0.00324697819774866,12.3262,1.12401836367273,0
"10192",0.481054652290845,0.00798486930062149,12.352,1.6824324864973,0
"10193",0.352620987855267,0.00421046446086504,13.1418,1.54080092018404,0
"10194",0.322974438127598,0.00537379916206771,11.4502,1.79787953590718,0
"10195",0.452360612017333,0.00463674388036544,12.644,1.26311662332466,0
"10196",0.304138903999711,0.00411959474771166,10.619,1.33450590118024,0
"10197",0.277725615259511,0.00348456315937249,11.8466,1.44375719143829,0
"10198",0.278852226951643,0.00578520696445725,11.1524,1.6535049409882,0
"10199",0.304095642046322,0.00274535475908641,12.4714,1.16861576315263,0
"102",0.500279694314973,0.00451390319287757,10.3358,1.04044644928986,0
"1020",0.283052774401381,0.0118247285813936,6.8638,1.80040964192839,0
"10200",0.344932675716261,0.00470618928083183,12.0382,1.56545385077015,0
"10201",0.303729934041296,0.0048093440528245,11.356,1.16269653930786,0
"10202",0.465369606225126,0.00415718639201272,13.033,0.886888377675535,0
"10203",0.269493285508069,0.00371493195144767,11.7806,1.43955155031006,0
"10204",0.415235498103548,0.00419522905958381,11.0302,0.91147025405081,0
"10205",0.348744466725016,0.00413100340027731,12.1524,0.978169873974795,0
"10206",0.244067595375724,0.0023212554215668,12.4522,1.15234562912583,0
"10207",0.438871825808612,0.00448268803419797,12.18,1.00500100020004,0
"10208",0.349196356155473,0.00480769316027587,12.7116,1.37189981996399,0
"10209",0.423832733451469,0.00516381158815121,12.207,1.02475595119024,0
"1021",0.258187225552226,0.00906930357126238,6.1212,1.30757207441488,0
"10210",0.409579432953849,0.00627074529544312,12.7478,1.2988549309862,0
"10211",0.568594599253665,0.0143713786208726,12.3768,1.76517479495899,0
"10212",0.699396554463768,0.0128408058549324,11.598,1.3454650930186,0
"10213",0.378049981087024,0.00552583611953055,10.5608,1.28736083216643,0
"10214",0.612630635979088,0.00815299789942983,11.6236,1.3469924384877,0
"10215",0.317405557380356,0.00787009706088612,9.6516,2.03982540508102,0
"10216",0.247452761439545,0.00386129632825232,10.8502,1.81652326465293,0
"10217",0.343475059084512,0.00785053119639013,10.2264,1.75669437887577,0
"10218",0.255491849177878,0.00516960948284638,9.6452,1.39679631926385,0
"10219",0.237582998001311,0.00432515286459211,8.81,1.49579915983197,0
"1022",0.416127369297369,0.012578891817745,6.4438,1.55875331066213,0
"10220",0.206462870708508,0.00413825835690253,9.9474,1.5713475095019,0
"10221",0.465193233466628,0.00770732876202316,11.2388,1.65730602120424,0
"10222",0.221380461705492,0.00376549336967884,10.4194,1.22614886977395,0
"10223",0.265532993357056,0.00561947997571076,10.0244,1.63733210642128,0
"10224",0.285778704015283,0.0040571122700102,9.8822,1.3717975195039,0
"10225",0.309016987779648,0.00299993360649423,10.303,1.10021104220844,0
"10226",0.305376243263161,0.00445878119051043,10.7572,1.44413698739748,0
"10227",0.491977925394179,0.00447073120930653,10.078,0.945705141028206,0
"10228",0.280679870022068,0.00443937010686087,10.2178,1.08137943588718,0
"10229",0.178023462372703,0.00264829932294125,10.5824,1.35428109621924,0
"1023",0.412332267732268,0.012738286481724,6.3814,1.53064016803361,0
"10230",0.38287191001465,0.00441055239816385,10.2774,1.05826089217844,0
"10231",0.21069061317304,0.00440370848316751,10.1758,1.64282292458492,0
"10232",0.387220114680267,0.00481567044776031,10.4634,1.17489541908382,0
"10233",0.160679346234672,0.0054201564055422,9.334,1.7423924784957,0
"10234",0.479844837735364,0.0126504269860752,10.1674,2.05058735747149,0
"10235",0.517968463572891,0.010892827729847,8.805,1.46446789357872,0
"10236",0.461438448197829,0.00581801326072995,9.6824,1.36940412082416,0
"10237",0.406722623700689,0.00760536155205945,8.6998,1.44316859371874,0
"10238",0.421956120845189,0.00991631372983224,11.4286,2.06411486297259,0
"10239",0.362850784088782,0.0111774334871846,9.5078,2.44842884576915,0
"1024",0.464657632922633,0.0091120576137565,7.2588,1.38089873974795,0
"10240",0.305357199221487,0.00865976220163389,9.2172,2.27327881576315,0
"10241",0.432054491976891,0.0082956957133428,9.2822,2.34223160632126,0
"10242",0.4348792509665,0.00946070272048959,10.889,2.00668033606721,0
"10243",0.527514387244648,0.0123661485353794,10.747,2.43707841568314,0
"10244",0.333411870404838,0.00778854525564235,10.5242,1.87378911782356,0
"10245",0.333415023356865,0.0113360108536591,9.6888,2.09357327465493,0
"10246",0.454164852344078,0.00838792306858296,10.248,2.144924984997,0
"10247",0.514452919407734,0.0119556395331412,10.9242,1.50795595119024,0
"10248",0.338353439361225,0.00729799123960477,10.1926,2.22955115023005,0
"10249",0.53465441358607,0.0107557105447097,9.4006,1.84568877775555,0
"1025",0.589485051615052,0.0152931273814956,6.2498,1.38127621524305,0
"10250",0.433241923883762,0.00896262348535122,10.523,1.83783856771354,0
"10251",0.339582594446878,0.00770560287176017,11.1556,1.63611586317263,0
"10252",0.41615436823926,0.00902609338930469,9.6394,1.96496063212643,0
"10253",0.35289279697621,0.00740859065466678,10.5072,2.31321080216043,0
"10254",0.469941180200948,0.00726807351226251,10.1756,2.22480960192038,0
"10255",0.312364993121773,0.00857446155838212,9.7178,2.47785873174635,0
"10256",0.617845957942986,0.0176482552257674,10.078,2.86768953790758,0
"10257",0.664280099461942,0.0156738582955703,8.6052,2.54984292858572,0
"10258",0.355514482368337,0.0106238083146312,8.1554,2.33731830366073,0
"10259",0.534949342083785,0.00986934947431375,8.5396,2.58334850970194,0
"1026",0.261814055944056,0.00922962490999461,6.2028,1.43235863172635,0
"10260",0.394127737748634,0.00744863932665969,11.6396,2.26136411282256,0
"10261",0.393002173014613,0.00650296123178465,11.7138,1.79224800960192,0
"10262",0.390556438629198,0.00530606041069077,10.8934,1.76398923784757,0
"10263",0.268095878011341,0.00514327822387775,11.3594,1.65176199239848,0
"10264",0.451118405155171,0.00839038575600752,12.1828,1.89536323264653,0
"10265",0.240722465385006,0.00484071664927798,11.498,1.71033806761352,0
"10266",0.299960915703297,0.00579861463968134,11.245,2.00177535507101,0
"10267",0.349571245821228,0.00624436571218071,11.3314,1.46026609321864,0
"10268",0.192965438551816,0.00457408319248573,10.272,1.50591718343669,0
"10269",0.335076464636947,0.00526331661521502,11.9782,1.83049085817163,0
"1027",0.390566491702312,0.00818584993041214,8.6616,1.80064556911382,0
"10270",0.476158092368588,0.00638239952920702,11.0494,1.34362836567313,0
"10271",0.334523550464163,0.00638689383652159,11.6102,1.3077175035007,0
"10272",0.23260112913363,0.0031698223241902,11.9808,1.87160568113623,0
"10273",0.373019217970674,0.00604811981298125,11.2074,1.42667057411482,0
"10274",0.279672653532525,0.00579141409313201,11.6642,1.63776591318264,0
"10275",0.350543739028878,0.00653868874950762,11.164,1.34177235447089,0
"10276",0.278110198006971,0.00604809460731826,11.1862,1.8651025805161,0
"10277",0.389798737330258,0.0137181141173268,10.5376,1.95097643528706,0
"10278",0.511057629477506,0.0124853598656373,9.858,1.71457891578316,0
"10279",0.47368673572042,0.00706406907189669,10.8358,1.72398315663133,0
"1028",0.283918627744804,0.0092942664030532,6.2286,1.59106025205041,0
"10280",0.435401038431812,0.0086519172730701,9.9254,1.85500584116823,0
"10281",0.448778993414566,0.00835145556835819,10.6162,1.8116598919784,0
"10282",0.333498452443669,0.00751233177302196,9.055,2.28963292658532,0
"10283",0.374210371641341,0.00763802959806445,10.8562,2.11154386877375,0
"10284",0.345994044293975,0.00818107125540118,9.9154,2.62596803360672,0
"10285",0.28113928989782,0.00581939101249574,10.4994,1.78795723144629,0
"10286",0.207020074283937,0.00756012236975067,9.1734,2.34220088017604,0
"10287",0.38183299709922,0.00675832811941542,10.1682,2.20995075015003,0
"10288",0.467369048741077,0.00834660498599536,11.038,1.56566913382677,0
"10289",0.275617063468755,0.00626516763390379,10.1044,2.19874038807762,0
"1029",0.40211,0.0114558050377979,6.0446,1.33407765553111,0
"10290",0.338073004436224,0.00636285780106942,8.6382,2.0713150230046,0
"10291",0.373000105413051,0.00659786022687989,10.5062,1.87193594718944,0
"10292",0.266902486276141,0.00659791664202635,10.9266,1.47670778155631,0
"10293",0.36144640893678,0.0062862152659724,9.6886,1.98322668533707,0
"10294",0.386598335719559,0.00740366813478289,11.1728,2.1861773954791,0
"10295",0.498564428887246,0.00663370621616226,10.8092,1.97158967793559,0
"10296",0.342602957912849,0.00833014151205936,10.3292,2.26768089617924,0
"10297",0.634509109791138,0.0170412345737987,10.6744,2.80014466893379,0
"10298",0.673286494707563,0.0150847890252909,9.1442,2.31586953390678,0
"10299",0.314101040488579,0.00759899022224631,8.3228,2.47309477895579,0
"103",0.258021530517761,0.00283387392777123,11.0394,0.948837407481496,0
"1030",0.259086399281833,0.0111098473222665,6.771,1.44924884976995,0
"10300",0.543638520650316,0.0103423369177224,9.032,2.25022604520904,0
"10301",0.337444803626027,0.0055924589847462,9.15,1.67023404680936,0
"10302",0.374865491061338,0.00665108102743829,10.9376,1.60082640528106,0
"10303",0.543909097112038,0.011294651330938,11.41,1.74784956991398,0
"10304",0.208099923489263,0.00338522175108718,9.9888,1.53098075615123,0
"10305",0.441132852285687,0.00924023978943564,10.9892,1.54859307861572,0
"10306",0.28626513722088,0.00494162568790974,9.5596,1.87882360472094,0
"10307",0.395312293936601,0.00466704353692066,10.5988,1.2820949789958,0
"10308",0.394548332436771,0.0054383016010542,11.1056,1.60596983396679,0
"10309",0.490512596356172,0.00451683932880601,9.6812,1.39064468893779,0
"1031",0.411539558741912,0.0116153325082339,6.2112,1.49249305861172,0
"10310",0.376217825748383,0.00583859628990301,10.605,1.33084116823365,0
"10311",0.314107180222598,0.00459488570714825,11.4166,1.152875015003,0
"10312",0.379604278135006,0.00459540520870894,9.8952,1.46290954190838,0
"10313",0.211418379479362,0.00504501750948174,9.8748,2.15155527105421,0
"10314",0.383993205695234,0.00531614827854494,10.0826,1.64770678135627,0
"10315",0.324068662563637,0.00824784004110141,10.2584,1.7651824764953,0
"10316",0.574006200473073,0.0170472050235991,10.3766,2.3000324464893,0
"10317",0.662995810561987,0.0157588793472745,9.182,1.68001200240048,0
"10318",0.432349228571566,0.00757928281287993,9.1118,1.67963668733747,0
"10319",0.537593052698935,0.0106312155644647,9.0794,1.64462456491298,0
"1032",0.437036950565774,0.0128659037660626,6.4984,1.77235191038208,0
"10320",0.227635055960775,0.00573697820098826,9.0794,1.61341832366473,0
"10321",0.409417482755351,0.00874189546651749,9.628,1.88119223844769,0
"10322",0.279740223278613,0.00445163300563779,9.8404,1.46562096419284,0
"10323",0.343473290763244,0.00648988463319557,9.5106,1.92587281456291,0
"10324",0.178102137508175,0.00603046642180224,8.0686,1.50899583916783,0
"10325",0.485070035552683,0.00547536103751217,10.4134,1.14392922584517,0
"10326",0.373092994533696,0.00523661890097506,10.1548,1.66196935387077,0
"10327",0.400229807251572,0.00674154823966622,8.2752,1.06127721544309,0
"10328",0.302649067276033,0.00714195861460773,9.2818,1.12741424284857,0
"10329",0.328601342961566,0.00337936732919407,10.7996,1.41892362472494,0
"1033",0.137682485031309,0.00845662484988492,6.183,1.36618423684737,0
"10330",0.442950599302658,0.00662446957264852,9.4966,1.18102464492899,0
"10331",0.250155081083347,0.00549567789793183,9.4516,1.84522648529706,0
"10332",0.442455956198944,0.00706215061757083,9.6532,1.3011899979996,0
"10333",0.318309364898275,0.00674883426199359,9.464,1.78546109221844,0
"10334",0.5622417599858,0.0179830260111085,9.3908,2.14410418083617,0
"10335",0.636963094944271,0.0169708911960744,8.0926,1.6107473894779,0
"10336",0.373972303187009,0.00777261812253304,7.948,1.50039607921584,0
"10337",0.515098967078673,0.00978884313016054,8.0852,1.69588013602721,0
"10338",0.416727886872778,0.00939297527176977,11.2536,1.67002104420884,0
"10339",0.311050746469949,0.00558377583354671,11.5392,1.31912718543709,0
"1034",0.409956188550012,0.0141151359975339,6.7124,1.72483120624125,0
"10340",0.28576817863722,0.00590087199356073,10.5486,1.93042412482497,0
"10341",0.210307986322916,0.00565000504101111,9.6316,1.40016147229446,0
"10342",0.383703024360288,0.00577863488932273,11.259,1.10774054810962,0
"10343",0.402233868682595,0.00636055873635779,11.9304,1.49985581116223,0
"10344",0.441962335363295,0.0078831420056727,10.1336,1.04876079215843,0
"10345",0.162590071796169,0.00483037784430143,9.6148,1.40870270054011,0
"10346",0.287265162783911,0.00341968458070187,11.9146,1.48920468093619,0
"10347",0.458357684901957,0.00837978198264482,11.2246,1.06676819363873,0
