City,Site,Long,Lat
jams,CLN,-90.31834265,32.34302765
jams,CON,-90.07393613,32.27603724
jams,CRN,-90.0994292,32.47441666
jams,FOP,-90.17781832,32.34104201
jams,FRP,-90.12109603,32.41324288
jams,GAS,-90.19127841,32.3254733
jams,GRC,-90.18278543,32.31031618
jams,GRN,-90.08889775,32.48832873
jams,LAC1,-90.28995272,32.33619881
jams,LAC2,-90.29483553,32.3434271
jams,LAP,-90.16179748,32.31669823
jams,LEN,-90.15524093,32.32331291
jams,LGN,-89.9705076,32.27562094
jams,LIP,-90.13183598,32.4597419
jams,MAN,-90.09684926,32.45605424
jams,MAP,-90.16013228,32.37337484
jams,MAS,-90.06893426,32.52032285
jams,MFC,-90.18327016,32.31077784
jams,MFP,-90.18359654,32.30023562
jams,MIP,-90.17893512,32.32627974
jams,MOC,-90.12675134,32.47684703
jams,MON,-90.07634971,32.53383935
jams,NAC,-90.12075866,32.44758736
jams,NON,-90.12587141,32.40108972
jams,NTE,-90.1246836,32.42612807
jams,NTW,-90.36201857,32.32916093
jams,OLC,-89.99234108,32.27571815
jams,OLS,-90.13657404,32.43234993
jams,PAG,-90.05226339,32.26295513
jams,PAN,-90.10849501,32.5075346
jams,PAP,-90.14398688,32.36480489
jams,PEG1,-90.10535546,32.27655453
jams,PEG2,-90.10671684,32.26811029
jams,SOP,-89.97174868,32.26259039
jams,TON,-90.1645872,32.40386085
jams,TOP,-90.16177586,32.39487118
jams,TWR,-90.08667132,32.49963751
jams,VAP,-90.24708629,32.31940042
jams,WEP,-90.27934314,32.31027195
jams,WOP,-90.11480791,32.43879542
lrar,LRAR-ALS1,-92.31821583,34.76207255
lrar,LRAR-BUR1,-92.32771564,34.79521979
lrar,LRAR-BUR2,-92.3080896,34.78789578
lrar,LRAR-BUR3,-92.30806142,34.80304505
lrar,LRAR-COM1,-92.39539703,34.82587378
lrar,LRAR-CON1,-92.23346424,34.76238007
lrar,LRAR-COO1,-92.35592782,34.79681517
lrar,LRAR-CPL1,-92.25697124,34.74737633
lrar,LRAR-DDT1,-92.1674198,34.67330411
lrar,LRAR-DDT2,-92.14570283,34.6644068
lrar,LRAR-EAS1,-92.2424118,34.74340909
lrar,LRAR-EMR1,-92.29533531,34.77231247
lrar,LRAR-KNO1,-92.30228472,34.7568423
lrar,LRAR-MAU2,-92.4320727,34.82929683
lrar,LRAR-MUR1,-92.35119336,34.78858405
lrar,LRAR-MUR2,-92.33297158,34.78460802
lrar,LRAR-OTT1,-92.16382346,34.73351668
lrar,LRAR-PIN1,-92.46978493,34.84551827
lrar,LRAR-PIN2,-92.45110617,34.84336138
lrar,LRAR-REB1,-92.32246073,34.781484
lrar,LRAR-RIC1,-92.19832773,34.71670552
lrar,LRAR-RIV1,-92.26814106,34.74933766
lrar,LRAR-ROS1,-92.20125368,34.75198326
lrar,LRAR-SHE1,-92.25143493,34.75798312
lrar,LRAR-TMP1,-92.2669455,34.74121466
lrar,LRAR-TRP1,-92.40971931,34.81097499
lrar,LRAR-TRP2,-92.39146878,34.81431176
lrar,LRAR-TRP3,-92.38610977,34.80418519
lrar,LRAR-WIL1,-92.14022459,34.70025815
mawi,MAWI-M01-AMF1,-89.29484,43.15895
mawi,MAWI-M01-BRT1,-89.46038,43.00241
mawi,MAWI-M01-BRT2,-89.46098,43.01099
mawi,MAWI-M01-BRT3,-89.46164,43.02083
mawi,MAWI-M01-CCT2,-89.3649,43.08432
mawi,MAWI-M01-CCT3,-89.35457,43.0905
mawi,MAWI-M01-CCT4,-89.34554,43.09532
mawi,MAWI-M01-POR1,-89.3156,43.1311
mawi,MAWI-M01-POR2,-89.30998,43.14017
mawi,MAWI-M01-RDP1,-89.31874,43.12249
mawi,MAWI-M01-STC1,-89.34123,43.1037
mawi,MAWI-M01-STC3,-89.33308,43.11807
mawi,MAWI-M01-SWC1,-89.4602,43.0293
mawi,MAWI-M01-SWC2,-89.4589,43.03815
mawi,MAWI-M01-SWC3,-89.45329,43.04538
mawi,MAWI-M01-SWC4,-89.4437,43.0507
mawi,MAWI-M01-SWC5,-89.43479,43.05715
mawi,MAWI-M01-SWC6,-89.42522,43.06362
mawi,MAWI-M01-SWC7,-89.41445,43.06748
mawi,MAWI-M01-SWC8,-89.40368,43.07082
mawi,MAWI-M01-SWC9,-89.39123,43.06671
mawi,MAWI-M01-UWH1,-89.30319,43.15352
naca,NCAP-DC-ARB1,-76.95794147,38.90924733
naca,NCAP-DC-BEH1,-77.00917345,38.81857916
naca,NCAP-DC-BHP1,-76.9715876,38.93894995
naca,NCAP-DC-CHA1,-76.94597324,38.89032742
naca,NCAP-DC-CON1,-76.97645074,38.88159336
naca,NCAP-DC-FBP1,-77.0774244,38.90521742
naca,NCAP-DC-FDU1,-76.94223263,38.8744773
naca,NCAP-DC-FSP1,-77.01459561,38.96047064
naca,NCAP-DC-KEN1,-76.94227813,38.91592444
naca,NCAP-DC-NAT1,-77.03780068,38.9050375
naca,NCAP-DC-NSP1,-77.06080802,38.92157729
naca,NCAP-DC-OLV1,-76.98031853,38.91231173
naca,NCAP-DC-PBP1,-76.96481818,38.87716289
naca,NCAP-DC-RCC1,-77.01661296,38.94614553
naca,NCAP-DC-RCP1,-77.0530366,38.98663279
naca,NCAP-DC-RCP2,-77.05156274,38.96621013
naca,NCAP-DC-RCP3,-77.04308754,38.93683689
naca,NCAP-DC-SHE1,-77.00488117,38.85073003
naca,NCAP-DC-SOV1,-77.06260318,38.94647685
naca,NCAP-MD-BSP1,-76.90151137,38.84516072
naca,NCAP-MD-CCC1,-77.08375527,38.99385476
naca,NCAP-MD-CRG1,-76.98718805,38.81449514
naca,NCAP-MD-CVH1,-77.05858125,39.02836006
naca,NCAP-MD-FFP1,-77.02860458,38.76989318
naca,NCAP-MD-GCP1,-76.89170648,38.95526114
naca,NCAP-MD-HCR1,-76.93378868,38.81424718
naca,NCAP-MD-IST1,-77.00964784,39.01608589
naca,NCAP-MD-KCP1,-76.89816061,38.92449842
naca,NCAP-MD-LFP1,-77.1156194,38.94723946
naca,NCAP-MD-LFP2,-77.10765925,38.95857413
naca,NCAP-MD-LFP3,-77.10228228,38.97342974
naca,NCAP-MD-MRC1,-76.87937216,38.88390399
naca,NCAP-MD-NWP1,-77.0113519,39.0488985
naca,NCAP-MD-PBP1,-76.930816,38.98657557
naca,NCAP-MD-PGM1,-76.96523444,38.97075087
naca,NCAP-MD-RCP1,-76.98591197,38.9646161
naca,NCAP-MD-RCS2,-77.07618895,39.00912668
naca,NCAP-MD-SCG1,-77.03018717,39.01381096
naca,NCAP-MD-SLC1,-77.03033085,39.03417137
naca,NCAP-MD-SLP1,-76.92975809,38.83814668
naca,NCAP-MD-SYC1,-77.13137509,38.95668361
naca,NCAP-MD-TCC1,-76.98255358,38.78400129
naca,NCAP-MD-TPB1,-77.00935414,38.98359569
naca,NCAP-MD-WMR1,-76.86755339,38.87237098
naca,NCAP-VA-ANC1,-77.07668246,38.88252478
naca,NCAP-VA-ARM1,-77.08247447,38.85268765
naca,NCAP-VA-BAR1,-77.10167788,38.84702747
naca,NCAP-VA-BBP1,-77.11480335,38.8112899
naca,NCAP-VA-BLU1,-77.1285257,38.86717456
naca,NCAP-VA-BMP1,-77.15020444,38.80747186
naca,NCAP-VA-BSH1,-77.1298506,38.79335624
naca,NCAP-VA-CPL1,-77.04268873,38.86447323
naca,NCAP-VA-DAI1,-77.03860874,38.8289536
naca,NCAP-VA-DOK1,-77.13049648,38.83280956
naca,NCAP-VA-FMR1,-77.05778908,38.84058294
naca,NCAP-VA-FTW1,-77.09522577,38.81011101
naca,NCAP-VA-JDP1,-77.21866259,38.87639846
naca,NCAP-VA-JPP1,-77.04201139,38.79564575
naca,NCAP-VA-LBJ1,-77.05422013,38.88030925
naca,NCAP-VA-LEE1,-77.10881939,38.77238327
naca,NCAP-VA-LIC1,-77.14072756,38.84055146
naca,NCAP-VA-LOF1,-77.10560757,38.79505723
naca,NCAP-VA-MBL1,-77.14626639,38.92892977
naca,NCAP-VA-MCC1,-77.18547117,38.94009534
naca,NCAP-VA-MDP1,-77.17310673,38.83202433
naca,NCAP-VA-MHP1,-77.15734748,38.90061382
naca,NCAP-VA-MON1,-77.06995219,38.83371832
naca,NCAP-VA-MTV1,-77.06477472,38.77212483
naca,NCAP-VA-POT1,-77.10504628,38.91238114
naca,NCAP-VA-PRC1,-77.21178644,38.86058104
naca,NCAP-VA-RTP1,-77.19158624,38.84861809
naca,NCAP-VA-TKY1,-77.15149761,38.9646035
naca,NCAP-VA-TRI1,-77.06149986,38.89486768
naca,NCAP-VA-UPT1,-77.14190819,38.87260621
naca,NCAP-VA-WAR1,-77.10075019,38.83037511
phaz,1-01_AF14,-111.5989276,33.53752345
phaz,1-02_EME,-112.3101081,33.35256731
phaz,1-03_EMW,-112.3742971,33.30190886
phaz,1-04_J9,-112.5632046,33.70775493
phaz,1-05_MCS,-111.7188048,33.6444852
phaz,1-06_T21,-112.1377297,33.31043334
phaz,1-07_UMP,-111.606572,33.45378566
phaz,1-08_V9,-112.0507785,33.74519415
phaz,1-09_W19,-111.9998883,33.36104515
phaz,1-10_GOAT,-112.5082694,33.57163148
phaz,2-01_AF19,-111.6190291,33.35784596
phaz,2-02_E12,-112.7776164,33.623515
phaz,2-03_EMP,-112.3717439,33.3651593
phaz,2-04_I17,-112.5775377,33.44090435
phaz,2-05_MCN,-111.6947447,33.72471256
phaz,2-06_PWP,-112.0157957,33.5649291
phaz,2-07_SMW,-112.0794943,33.33972445
phaz,2-08_TONTO,-111.6108661,33.55965281
phaz,2-09_U13,-112.0832987,33.59835797
phaz,2-10_WTM,-112.4988663,33.60601533
phaz,3-01_AC16,-111.7175753,33.48034138
phaz,3-02_AVE35,-112.1333714,33.41013481
phaz,3-03_DBG,-111.9430555,33.45592194
phaz,3-04_O17,-112.3396547,33.42151668
phaz,3-05_R10,-112.2019334,33.68898214
phaz,3-06_S9,-112.1795691,33.71742595
phaz,3-07_SME,-111.9863071,33.37477295
phaz,3-08_W18,-111.9998348,33.38548786
phaz,3-09_X12,-111.9621293,33.62957326
phaz,3-10_Y10,-111.91887,33.67283261
phaz,4-01_AB20,-111.7798501,33.33583428
phaz,4-02_AE19,-111.6499857,33.38122894
phaz,4-03_R13,-112.2226973,33.59182793
phaz,4-04_RIO,-112.0759758,33.42137868
phaz,4-05_S14,-112.1708565,33.55147419
phaz,4-06_V16,-112.0496548,33.47120944
phaz,4-07_ASUW,-112.1657109,33.60780009
phaz,4-08_Z20,-111.8633615,33.34989339
phaz,4-09_AA17,-111.8055208,33.45472719
phaz,4-10_AC19,-111.7054678,33.38742007
phaz,5-01_AD18,-111.6729695,33.38796133
phaz,5-02_AB18,-111.7803727,33.41123405
phaz,5-03_R14,-112.2026619,33.54972628
phaz,5-04_Y19,-111.911368,33.37669871
phaz,5-05_T14,-112.1064217,33.54981211
phaz,5-06_S16,-112.1561427,33.46972074
phaz,5-07_TYARD,-111.9765023,33.40930416
phaz,5-08_X18,-111.9271839,33.41843128
phaz,5-09_U17,-112.070934,33.45398133
phaz,5-10_V17,-112.0323243,33.43726264
phaz2,01_T01,-111.555289,33.55147242
phaz2,02_T02,-111.5676748,33.5494861
phaz2,03_T03,-111.5804147,33.55544296
phaz2,04_T04,-111.5911561,33.54928601
phaz2,05_T05,-111.6021308,33.54747435
phaz2,06_T06,-111.6078501,33.55664617
phaz2,07_T07,-111.6196502,33.55719196
phaz2,08_T08,-111.6300455,33.55416311
phaz2,09_T09,-111.6410805,33.55034539
phaz2,10_T10,-111.6526151,33.54862556
phaz2,11_T11,-111.6627262,33.54533391
phaz2,12_T12,-111.6709277,33.53895816
phaz2,13_T13,-111.667892,33.52935993
phaz2,14_T14,-111.6749356,33.51971612
phaz2,15_T15,-111.6849177,33.51425872
phaz2,16_V01,-111.8752364,33.43673913
phaz2,17_V02,-111.8912083,33.43642695
phaz2,19_V04,-111.9164315,33.43918341
phaz2,20_V05,-111.9243358,33.42978979
phaz2,21_V06,-111.9469755,33.43543641
phaz2,22_V07,-111.958882,33.43526375
phaz2,23_N01,-111.981605,33.43080184
phaz2,24_N02,-111.9933467,33.42660461
phaz2,25_N03,-112.0068437,33.42363669
phaz2,26_V08,-112.0221879,33.41683697
phaz2,27_V09,-112.0330303,33.41694558
phaz2,28_V10,-112.0459485,33.41707182
