"alpha[1,1]","alpha[2,1]","alpha[3,1]","alpha[4,1]","alpha[5,1]","alpha[6,1]","alpha_mu","alpha_sd","alpha_site_sd"
0.402944240601052,-0.242252330599901,0.614049390624831,0.486893354172624,0.700816642126078,0.99067059436566,0.799556830710581,0.83768050300494,0.241879452713393
0.234328351840991,-0.210468568350349,0.588249290984534,0.439000704330517,0.732089337705709,1.02207657942441,0.509133857484976,0.53577243837092,0.256454937552299
0.22824968667975,-0.519409619480375,0.629598650667825,0.344412549616717,0.720551772399727,0.982663349756318,0.0261257062123093,0.661958312601913,0.233697789438062
0.333551120201305,-0.428248544862369,0.668334437951509,0.40525510854287,0.717794107793674,0.886003056455457,-0.0882735501033004,0.678904768039599,0.230844309899292
0.142122432109982,-0.300838760722551,0.650216415681483,0.38873904522076,0.696389458455158,1.02831670443457,0.876182096120806,0.567647737394229,0.223941306906063
0.248046029481984,-0.260891119762277,0.659411171444696,0.48806859386423,0.676605057342951,0.936937828001352,0.367893445609448,0.635256897648134,0.211930926337462
0.179834966961981,-0.444966769509154,0.643727625526813,0.427636396928965,0.697379464945853,1.02248617565229,0.439087273186091,0.620237607706745,0.210542698210483
0.252365488554613,-0.560734837334775,0.664571993192008,0.50409001397713,0.67803403742118,0.989702496404921,0.441815949722898,0.911173005187199,0.224918270626219
0.217758289102565,-0.223341110981894,0.688465388679454,0.405533917538715,0.679810778089773,1.09374952229048,0.744008191808262,0.550971516241469,0.225078743573868
0.23931241972488,-0.0883705587753514,0.666619217690003,0.386155971815411,0.613455885903815,1.02280189279924,0.252772060855028,0.469506735648557,0.227811425571019
0.319509005297089,0.119731099487011,0.668205824416325,0.406174268395935,0.672544074897837,0.996608995557845,0.707045385955674,0.516250253945224,0.218935621166163
0.285031061189448,0.147190242933883,0.653749778770945,0.376475637212428,0.696821824215025,0.998420693569843,0.587118521668741,0.605406856738075,0.216936122076252
0.238958926311349,0.0448638703231575,0.690404040807489,0.439030720119766,0.663702658447703,1.016968407284,0.464708117304296,0.768664589269626,0.23162164425462
0.413133796175419,0.262071475259083,0.641143096094449,0.486619258036593,0.672240456454046,0.971346960905236,0.436330704615601,0.538525064528689,0.216501594332779
0.292382008574525,0.416718776181784,0.615149774686798,0.388877179427936,0.716449799028778,0.926992018677764,0.329851472019022,0.873091145150653,0.207681582047389
0.369503900779233,0.39009842077805,0.625684362452145,0.463187440636498,0.738024643697045,0.922130236371594,0.621085060073905,0.597148151436413,0.182882138601682
0.373454432155925,0.496666760370342,0.615043349567377,0.469643994344051,0.689441432935277,0.923848413563661,0.34192352057608,0.542476481573235,0.210345020116044
0.576943117888987,0.601188846377745,0.623541242395112,0.516978106702154,0.75504579578089,0.939854125093708,0.538210822899753,0.869508031275227,0.202322598748243
0.438730913683688,0.337500739323956,0.630275178197411,0.394880820862936,0.743889218635507,0.923411776927105,0.372490727967339,0.533537179373319,0.208375223519642
0.465379050425149,0.408993978208022,0.658187001744164,0.380756835785609,0.678894564819798,0.980964191375122,0.673932056523253,0.533994234282355,0.198124107330782
0.587293042315087,0.300793168873266,0.641236552144478,0.45129890932046,0.719634792712893,0.895408958367649,-0.0951831126607469,0.762967819215444,0.208937445946773
0.534012650532702,0.0738212930563966,0.675405814699902,0.464002986527703,0.773016027804296,0.969701077423452,0.725173321137717,0.539255079555044,0.218879016479489
0.528907715087016,-0.0486626995146684,0.680455049969469,0.413547389813806,0.713168335173662,0.951078675785429,0.779917446684486,0.622640144551502,0.210952760626376
0.483457809860846,0.23282031346933,0.6236386128003,0.477282186348932,0.718318936924005,0.954662056422904,0.448022229319794,0.332850826226413,0.239508360551237
0.368920666896615,0.127881417267249,0.649912039902401,0.341778900921578,0.702084682236913,0.976620523331133,0.72828714801388,0.481248275039659,0.233239275171823
0.157754158988313,0.112634960737269,0.653538456849999,0.324828086398199,0.725012271706425,1.07979323187059,0.645799686022852,0.451672427844061,0.237528034774477
0.149466677880669,0.17333377655926,0.691224137379978,0.468569547727265,0.719659004267966,1.00488972704931,0.216476616550878,0.507089445950904,0.213258311687535
0.00337352261707812,-0.0119298364923203,0.695852123503495,0.371376813973868,0.747456240842605,1.00696843980059,0.158137613917515,0.618163041342541,0.22368227746368
0.191019768357964,-0.134744523991628,0.697548200893785,0.425235955860249,0.713552482876867,1.03379075303348,0.787547544588038,0.664759628764939,0.207476819176993
0.142175606332531,-0.101053225406361,0.729940321484651,0.451481037289482,0.672189001535848,1.04727584625607,0.321375546335663,0.660661691881819,0.203413747901002
0.14714613890493,-0.0582925284067652,0.703531485333924,0.48820042628412,0.740684403877781,0.957200796995774,0.149297813082341,0.692445526325988,0.193634728553482
0.161671664727293,-0.264371300927471,0.694418856642263,0.332466303461383,0.671074577882084,0.901994061528481,0.0248833096740256,1.32683963677999,0.231334844438699
0.243523310246091,-0.21426969178994,0.65565370028709,0.405777584505383,0.63083788043028,0.964584305678534,0.338517935460968,0.869236108951441,0.229655007932474
0.275503769313652,-0.193102222248509,0.671290447936817,0.39157066279479,0.741607480973697,0.993248802796112,0.132188850692321,0.762269187700803,0.221550498469335
0.329277282965995,-0.256838450263614,0.673372910388796,0.395888855662124,0.66527266637933,0.986853144339685,0.386708681745571,0.701126791963698,0.217709645871959
0.336742947765479,-0.13586420369195,0.660652613188101,0.337785419137546,0.714643549298633,0.94523465148212,0.551786961040978,0.556179067761069,0.226744009707692
0.155217798827181,-0.0197930193878346,0.671864341857649,0.317366237626179,0.703179038036411,1.00130776866618,0.453110625003772,0.636255239580282,0.224159971243055
0.251981668522948,0.271101863709036,0.629609324393129,0.380586981855796,0.722711628346838,0.93069379063141,0.388350547726419,0.406894096556278,0.23952608222223
0.254235098027714,0.16793233634735,0.632751542376189,0.364029004394685,0.724394432239137,0.884951934740865,0.399581982554304,0.710462490199838,0.224991797692009
0.401927289818259,0.0961793517322398,0.62907076156571,0.395938633886496,0.709140394041697,0.993992584324734,0.232579542558205,0.693579330479203,0.22829897914871
0.489408210609626,0.374606476316235,0.633309936288744,0.341846324546295,0.689794021541641,0.949409882446418,0.723061948713307,0.733847290898485,0.21358122110651
0.734864938582156,0.352641327688282,0.658728819348721,0.387508199946672,0.640547113207349,0.940386050909597,0.741206093623836,0.420291521366366,0.21993654349835
0.574939246172519,0.375519395175835,0.649190612927648,0.397834078843393,0.615174983403999,0.94449413666086,0.651025030077404,0.509922443359552,0.229165838031832
0.363529686777235,0.369501977917964,0.708744806960945,0.352559508105909,0.658851275318649,0.894550032627766,0.733252421410991,0.402517107748435,0.22382147544686
0.188333331521873,0.475323890047222,0.691255445477681,0.390232877077778,0.654965376157999,0.929473028132001,0.723237157708559,0.424029047067389,0.224921711042791
0.252187841405525,0.43139865125609,0.614643388326852,0.356855090306319,0.650511745883328,0.978895829284189,0.718896392097794,0.7397047575917,0.222852671470232
0.2674404067086,0.39311529052483,0.647632398651429,0.363146349349654,0.650362383268752,0.909919112107965,0.647326697991987,0.464990377417088,0.227346538194974
0.154233927170082,0.391583094429069,0.666408225344238,0.360764769689266,0.597735633907956,0.970080131476589,0.932625270348227,0.711544324044889,0.208992544338212
0.269753896849973,0.416010493733006,0.657240592790674,0.37242765768794,0.628800582688602,1.03098857928707,1.09916030638809,1.47261998548611,0.206428412209874
0.174231287011773,0.635909128052699,0.612477121041484,0.375637544766558,0.693900498805087,0.960169016089005,1.11953325392999,0.576578233015936,0.20810500647599
0.381080449104783,0.46712131626907,0.604052556483962,0.362104885533643,0.658926781187629,0.979593580786118,0.288280296233123,0.601188978378163,0.22356268151545
0.199959146304156,0.39672165702032,0.598783748482118,0.413886728337304,0.722565281180582,0.880286964454879,0.641168142954913,0.718310761433402,0.196608311667903
0.235901176991144,0.559482906390867,0.616669362571097,0.421090170611614,0.711500819637714,0.92452184930307,0.571935620091687,0.514347320507667,0.193957941812737
0.312066380377058,0.57504338003048,0.613215091141746,0.436701998109044,0.761931923281211,0.938819529835423,0.45086839651597,0.500391052183024,0.22079023474804
0.114751531700337,0.404609504017872,0.593168045058318,0.323028958123558,0.676756140986488,0.956983153624906,0.589426921951628,0.497121104975141,0.193286826930518
0.195704307568731,0.429565913191312,0.636837309353429,0.431356485836344,0.741025520094897,0.877090290787888,0.0601953945079225,0.582589355585998,0.20026117859819
0.348745746902622,0.438490499029317,0.643807411842805,0.362173322194792,0.731690691076471,1.03754891964599,0.56535783204919,0.582850987529238,0.208706228969157
0.316071606414401,0.521287347680386,0.670661470262901,0.340747780357938,0.711462913349252,0.853440419838035,0.682308489444467,0.495309273873994,0.219306171227579
0.313650484103855,0.536957851697572,0.693353188569932,0.328212698124644,0.667580064803469,0.983034796837905,0.664678303895539,0.357164637985299,0.232991197270385
0.549578471585882,0.621655671642004,0.763732805532354,0.444679602006116,0.71884862585575,0.982623489837639,0.434994374060717,0.393930958817842,0.203228504609021
0.327447586863548,0.846802838838562,0.677240084016668,0.48384399707924,0.65283479767693,0.921064782667646,0.187792060535814,0.641908324454238,0.22193469477231
0.635238013348945,0.665808673505473,0.641148007163636,0.492832949937063,0.715774995634128,0.948041767898086,0.478063257082789,0.627737214008282,0.216581654762823
0.537821947695293,0.537072356947471,0.664702709060825,0.496434677749389,0.732529571971429,0.940228703185041,0.790639047751709,0.447639732481788,0.225596735083533
0.360982605987374,0.378411861782353,0.6602023694047,0.333882460705898,0.670418432069185,0.995276105565761,0.714992293141668,0.642459292132593,0.202110014803363
0.239704676807159,0.13123687646176,0.643812244545637,0.34362805092742,0.64747305647822,0.999881844165859,0.912935339550088,1.06882999649028,0.219041532460364
0.171556465355946,0.217969831073112,0.725711723943244,0.403556021273901,0.658480651226781,1.00979676625501,0.540062214177247,0.611729140011644,0.210426135760093
0.188057424891998,0.402096659051308,0.671893509035299,0.403243061111492,0.691721389636344,1.05375616142506,0.491244271433827,0.431395467473776,0.213408312945878
0.00836848980629779,-0.00270105295850059,0.737141915354359,0.394383348913292,0.704634303576909,0.973576135902307,0.606324293479246,0.623735124648746,0.221113770596092
-0.176082340803675,-0.0933413888459662,0.660708703083194,0.495699903727875,0.689432981978841,1.01131163052745,0.640919650518453,0.476384386348117,0.238526518520754
0.0810398798698065,0.237095708798456,0.672556378292167,0.539762133512515,0.728589256235464,0.994726356640397,0.422602574420806,0.648020700745504,0.230209336934926
0.233114394346649,0.477178501394169,0.669595099257645,0.426343324240673,0.661625169798994,0.897545375833416,0.277713837953553,0.53478167803276,0.242266009405289
0.226387621251074,0.404171048015941,0.649462437984604,0.421640369462118,0.756112544374464,0.929764519574169,0.69686718303618,0.60813380875085,0.235182797785954
0.249482639990194,0.443416574225692,0.668567716124363,0.429187045509574,0.712041620518404,0.960421933711609,0.465017973981156,0.604391392437662,0.227740491175368
0.186188466107717,0.457816511088207,0.65842320171033,0.393352903264679,0.735667136736662,0.978010543304855,0.54958286932498,0.404615812073803,0.22765195176859
0.144598466432976,0.105711985092113,0.665068394993531,0.395626953190056,0.731398939718627,1.0023293582659,0.540880002479988,0.497866561471422,0.25352918150838
0.266433598225569,0.36092294128336,0.69820180884913,0.369204583353497,0.740198660151585,0.913056326742574,0.778428545023817,0.813895951028667,0.238294481258261
0.0537263560298307,0.440063106074263,0.644896161354631,0.307794661303506,0.73664725877337,0.946594958536253,0.452334641679927,0.382614419926914,0.249284051238609
0.223235491487701,0.267349997262981,0.644031586373992,0.350130581648051,0.695675252941193,0.975447406052568,0.526174315372504,0.628606729489904,0.267721580711354
0.182325406836815,0.340465632585448,0.650813076938172,0.369912589904399,0.694270735571031,0.957884703305314,0.521690530341892,0.586591133845275,0.235819439972842
0.0704393673070569,0.310695029360779,0.654656299879718,0.359308150238013,0.819668161675872,0.940064310101922,0.47748542877953,0.706793164386558,0.219990088764725
0.25229341259587,0.486086315453844,0.653655105059048,0.305165662520362,0.738790124721158,0.937026627617705,0.469570518646999,0.621293795071554,0.22002561822916
0.2651715623151,0.567684484077385,0.670257813705847,0.42222446753698,0.754460457444501,0.998113286080131,0.572720992792639,0.719462826603321,0.213260597817689
0.269825558155797,0.399757994075903,0.620090308065361,0.474798469570735,0.706088951668367,1.04319415327214,0.405219887383274,0.508657637674018,0.212384154729879
0.404032258490862,0.434809100483309,0.604615086687457,0.363268331626798,0.711241591506571,0.956698570876385,0.58419871895046,0.463264180346799,0.23655147735228
0.325312440027966,0.354231792936198,0.606198018652573,0.370528601376741,0.560650504586629,0.938915634545524,0.650468978704595,0.458465234493192,0.228375005648007
0.194896498552068,0.0107282754618008,0.635404133169477,0.468321487219952,0.659090464120462,0.92195013710417,0.37365172311227,0.446205045642781,0.205140938531067
-0.0123840862313636,0.216148477287192,0.663018259061542,0.512229094412507,0.689275574719484,0.962151319851009,0.346623848186904,0.439606333412279,0.219733972038434
0.331466598201983,0.354273623868163,0.657541017976085,0.544396650876055,0.687724145114057,0.877707313791743,0.587462359131775,0.75228829631314,0.213858276692967
0.294201853057924,0.320998267173458,0.609004954924043,0.515618425475484,0.678475428387101,0.805908472960651,0.507878750632042,0.403342272404386,0.23514460039052
0.0902262451604995,0.408499539837128,0.64774042726711,0.467124883498924,0.711511646800278,0.91050732573161,0.506416115354747,0.833589506732342,0.219144545026121
0.216397244873628,0.349666657726048,0.691211617069714,0.487956926328098,0.737239741657349,0.846813302028257,0.0338632845496037,0.925567866720018,0.223334456492524
0.443631091172779,0.224514090188528,0.663463968372258,0.448166611658192,0.763801917988208,0.875203710599604,0.162099831881699,0.640987432632007,0.228659456094469
0.17812038555109,0.368076030223287,0.702017622121733,0.462301070417511,0.739415128708396,0.962731411052526,1.15170256223526,0.476955428606336,0.209204147491471
0.451117134576513,0.323788932614063,0.663786781497067,0.460599890820026,0.743158318652878,0.866148564006705,0.236749279440698,0.651155952750945,0.215784041323512
0.283700243620328,0.460386473021904,0.702501945695506,0.457545753995023,0.768963782262158,0.991004084671276,0.404044107170699,0.591904572729559,0.226388385125126
0.465723630884623,0.0975502489142748,0.683736129774349,0.495355086965066,0.709742686330294,0.966269043298734,0.783621353107951,0.383023796321923,0.237198787941433
0.732068400297643,0.226526802331498,0.68337565911062,0.4191049018111,0.674137823615283,0.979797085637371,0.713017393986715,0.45438858137566,0.243523546473715
0.407294067292423,0.310438900921938,0.628840263587095,0.398620679838232,0.686139680362788,0.965262106799679,0.51115845625117,0.451455520457096,0.248470529804131
0.518041040033318,0.327935671914833,0.617796510271862,0.445716652135629,0.655819694889731,0.915877281234628,0.279904812933344,0.784881365476571,0.223631558576309
0.399856800497903,0.264854739943565,0.642332860278641,0.328452906042795,0.74445919073897,0.99838278327838,0.961563418220047,0.927854403025806,0.236881795938074
