"alpha[1,1]","alpha[2,1]","alpha[3,1]","alpha[4,1]","alpha[5,1]","alpha[6,1]","alpha_mu","alpha_sd","alpha_site_sd"
-0.116723710482578,0.663900420121363,0.705447626496587,0.462943803803132,0.670998505825335,1.01876133459619,0.881243934095288,0.863056788024448,0.233539274714211
-0.110579041399307,0.545312683126025,0.693795190893749,0.432148354240159,0.638474707237546,0.983258020468371,0.607463155440261,0.551255135613056,0.220358253161262
-0.0152365367237776,0.718625548015377,0.672725508459854,0.425755763952715,0.665171890044546,0.876709461690935,0.396153294124329,0.762490137305038,0.212985577747305
-0.22387717323286,0.719749668142117,0.744316749280088,0.298518800775699,0.670323672184716,0.866207095748091,0.502616704241149,0.687738857365903,0.218086869951562
-0.0741763204315283,0.771018111429905,0.719415961271314,0.34140854714422,0.739915104797966,0.95209842242199,0.20187245322745,0.619754862084766,0.228659916826039
0.115117671789631,0.745707821798737,0.728643997904701,0.387640469129621,0.739100388104092,0.976466130532997,-0.0676526456027013,0.708290869896345,0.207381001402241
-0.134205586801468,0.860132162090424,0.741727574207616,0.432437389404705,0.719891047326037,1.01857255308371,0.0844568050522479,0.710865502004103,0.223551179064232
-0.00502331923469365,0.703355492682488,0.761332514453686,0.348212924259962,0.795838208345329,0.994977348724164,1.14552850650808,1.13232338018289,0.213656179319212
-0.0146616308287661,0.665460442447737,0.732199341469419,0.45278341493019,0.742148555781163,0.999947304937279,1.22729192435435,0.754253466576986,0.230955166575047
0.140308799606858,0.569495034069775,0.699666280024994,0.3993557628352,0.666984187443889,0.953982967424654,0.725041221794509,0.701747074985972,0.215452993328457
0.308686046497,0.681145236981732,0.743576593689275,0.47479617124312,0.707616025499424,0.921700408475078,0.398534829408189,0.942594191415525,0.19852365393241
0.409887931606833,0.719052560696651,0.726407927984087,0.480093906647718,0.696806975563144,0.969981232768482,0.493886922716487,0.38356296321088,0.224625028062524
0.389863117957043,0.621397687333833,0.730560485947731,0.432180987269787,0.801689100483802,0.970127335668911,0.716329988400763,0.685178635243698,0.218578349544832
0.380846506848943,0.664302238625355,0.753857080091355,0.440552120618609,0.734401790227214,0.942604023122256,0.680660528742487,0.71060058667362,0.214920896773744
0.504154286058215,0.674492605731197,0.708600225029926,0.400426892404117,0.756548084646868,0.939917243521286,0.824068244768885,0.425734310089015,0.219227128220231
0.250091609712967,0.639472375004301,0.690705563361982,0.321996776383166,0.790428180724379,0.898548796458253,-0.0183374054281244,0.869820001262309,0.200541678717664
0.0954513180742203,0.642409450047818,0.742859225213748,0.336726931466765,0.725443511846159,1.05233283296912,0.650318323727655,0.8734229398005,0.231727024961464
0.147833300832005,0.418111032105398,0.673485563435141,0.35573212116141,0.744258016450833,0.964589625715088,-0.0252902569519383,0.497575438838472,0.236126037845312
0.0404307914983991,0.714693311189281,0.677220243457407,0.318531610874089,0.653473054523214,0.971205537743942,0.546653521037492,0.441724094093499,0.211501949886944
0.173590261941231,0.747739106302278,0.692789829470243,0.393943298812292,0.635068365984623,1.03187637351247,0.325639824480934,0.7046242105975,0.212755113033009
0.089784329535356,0.872655159050203,0.713021480658173,0.353811318391388,0.698511151394628,1.01352718362557,0.865968720428926,0.86489867265286,0.18922448673166
0.104587426796674,0.700862933531858,0.679969425171065,0.363790589532308,0.703347069387374,1.00504588492152,0.84748536996405,1.07482300975621,0.198616401152514
0.0210543139963949,0.526956465456455,0.656165207626552,0.405063812316169,0.689096573216511,0.996713262417393,0.481808489963033,0.5457351151383,0.213497483985687
-0.0473334119138714,0.522867051158231,0.633307186460424,0.457276202737274,0.751682246445227,1.01184536574054,0.586347387139551,0.961038751159646,0.224261427348476
0.0163574102080423,0.483158429448832,0.660005744729559,0.472747618628791,0.680945477347691,0.97232038995597,0.427085629814347,0.537863014330336,0.231146656375693
