"alpha[1,1]","alpha[2,1]","alpha[3,1]","alpha[4,1]","alpha[5,1]","alpha[6,1]","alpha_mu","alpha_sd","alpha_site_sd"
0.104222060751235,0.744296951204092,0.677899892615204,0.4569840873404,0.697723748014299,0.979574463411731,0.724547510231162,0.497242150966287,0.234143121345978
0.174270679748016,0.648678581436866,0.662841548743421,0.402693637301974,0.676995387811028,0.933002003406277,0.883196431015994,0.511258867173078,0.227688961193459
0.0253859458950201,0.656597575952536,0.656837693974082,0.457338870808174,0.70494550476935,0.999413630248035,0.348801379032277,0.925160848797147,0.210893226628907
0.247114641209078,0.467319407249949,0.670595642586071,0.547447639847696,0.735424412175953,0.909296818132739,0.392615838418764,0.479292298116979,0.223172315007415
0.228770571532,0.415935161594423,0.672984130787863,0.532900164206025,0.599455908723929,0.997646930045487,0.942456513370253,0.594851093743427,0.222591051119641
0.0793892975717322,0.291234041452612,0.648084415680189,0.468420783380911,0.766531039582577,0.880860587385073,0.483292274342602,0.837635940730494,0.218962652579838
0.22305183560567,0.133474531578687,0.654733851840252,0.547731184138047,0.681589792627788,0.951645671532085,0.325045902978158,0.768422284152626,0.216165633640183
0.373980958664367,0.0494860500841841,0.650984931207764,0.56107713127149,0.658040420626568,0.977060260151326,0.445287741587071,0.591037458471949,0.1976244344445
0.434520651776415,-0.0834975315343355,0.644803800012341,0.562697204047448,0.663745735544252,1.00885358748931,0.536551041256729,0.589462301908548,0.201907660729584
0.386280712031375,0.0171425108506633,0.650683973571486,0.510035889572183,0.739891694574883,1.01261918497676,0.357489291739453,0.767654419902128,0.217444899728387
0.310487429142208,0.231608060185453,0.584262476728811,0.421185975778292,0.671046011269917,0.86836121727922,0.734303465175143,0.45739866342831,0.224452518543367
0.360893465051755,0.372127870259986,0.638769101857146,0.45886307209876,0.71455158266638,0.906083580625241,0.136054254470873,0.660330445656382,0.222357647813409
0.340272010011946,0.468196066771183,0.596888840202566,0.49341721508782,0.709184817203795,0.911345221675745,0.214366352008832,0.758803069911822,0.208018191428589
0.235978256644797,0.171866950275447,0.618797995874834,0.370000931915276,0.675477998566268,0.96306172588285,0.147580934163531,0.808811094029545,0.226015373190787
0.100113876852049,0.126175678064884,0.640056365120857,0.442512932408964,0.707086016198841,0.948198038507443,0.560684147421704,0.468312849011106,0.241664970448839
0.152577706663412,0.338165012409905,0.646134342764573,0.285727659310936,0.692762442513,0.929273435645179,0.579461743689772,0.349317171578826,0.257361925765584
0.106517066054288,0.142766736292597,0.61773427756024,0.377909497400445,0.672148093077256,0.927139421036893,0.469395074226899,0.585012613598509,0.23760562792727
0.185262754727198,0.334787835894448,0.606056464491732,0.299463765936327,0.642407337059177,0.999704281216886,0.737695018384572,0.487278999493042,0.223086046643304
0.12653508956945,0.335717166789836,0.631101458441036,0.300656260683917,0.725327019340147,0.903055410932237,0.766354147941098,0.740170529289617,0.234043331909947
0.109007080891397,0.392220691934664,0.65753357924006,0.391313664092416,0.657847437552324,1.01155505600316,0.7997638550815,0.392194079146272,0.230008096884872
0.235147844309485,0.613354418857704,0.633745195339793,0.347694951495928,0.717788699495227,0.95098687695778,0.858623133969913,0.557512007608345,0.237070516852127
0.0917170300334508,0.779565480428106,0.657965683397798,0.39816398492742,0.662268500752375,0.957796395224921,0.660024369385246,0.757701634488754,0.222201529075173
0.283098553693053,0.702947700872138,0.669354078934569,0.462940175165488,0.656773204800585,0.931897922656466,0.637678566185115,0.371260398804957,0.219544997677592
0.161052523075139,0.565443049408386,0.62397864063409,0.414391495456298,0.701366188145823,0.953692526343881,0.727618780553478,0.66319359902972,0.22663771890635
0.218780181151836,0.770586356778408,0.643859741293065,0.532211800255016,0.782055884829692,1.01302557494485,0.587649537073777,0.457593133158577,0.225414716901959
-0.0761552696240951,0.682882523509276,0.665311577422488,0.436151621628053,0.762896856392889,1.02211837751263,0.574395515056816,0.76441592520337,0.227703633673005
0.0800174017446342,0.511590374995826,0.635652188177977,0.469009338393888,0.713056481831415,1.04085268684236,1.32183271991738,0.877586634724599,0.215605012695415
0.0712176423407978,0.419351056755909,0.608242712258222,0.448586353535956,0.752527388909842,0.987051608170601,0.63018256615392,0.722441857426611,0.230186586128993
-0.00737722298822796,0.706149725962782,0.636775439128543,0.427503987119512,0.725352386773305,1.01100254515312,1.07381776889578,0.679212508681344,0.225429828064039
-0.0389373450972145,0.620590558124011,0.618000404606831,0.414936427424188,0.773187535775528,1.01433790906091,0.644244694034903,0.617867224743372,0.216696947382277
-0.290975972697132,0.485544136958204,0.636793556836363,0.344244930651287,0.624150802639392,0.919780998867244,0.49853084422439,0.72254531532266,0.23165429803246
-0.0307088801783297,0.629341298048463,0.699344516293438,0.362520536763469,0.636727647024932,0.972811135439903,0.346187822753739,0.510126608522806,0.224539193660953
-0.096836090819102,0.675861045154031,0.648773899904714,0.351794486643917,0.707827280965363,0.98147272508125,0.688984012761386,0.552265423173636,0.22885806485239
0.0222942540848944,0.990467200181209,0.684524244260941,0.44844833363543,0.689533647870523,0.96176072971297,0.550326867056354,0.82155253013648,0.229713199867618
0.3075915414005,0.86783047718305,0.677273395875075,0.344136953555254,0.673773277403849,0.97185260587449,0.769540769688331,0.430142123311895,0.232495987456192
0.204871054739461,0.780051444872773,0.658245034417576,0.443118747492049,0.743810186064295,0.900072489709205,0.741951983794447,0.361606218982846,0.229065700743868
0.114441646468876,0.874518466898201,0.721969426721201,0.389905405266447,0.645430446171534,0.930986729411059,0.529572798309331,0.8285930126845,0.228975322733811
